_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,0,0,1,0,0,0,0,0,-3.1,0,GO:0050803,regulation of synapse structure or activity,M000010,1,0
0,0,1,0,0,0,0,0,-6.2,0,0,0,GO:0036503,ERAD pathway,M001000,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,GO:0060155,platelet dense granule organization,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.1,R-HSA-112316,Neuronal System,M000001,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,hsa04613,Neutrophil extracellular trap formation,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.6,0,GO:1902807,negative regulation of cell cycle G1/S phase transition,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.7,GO:0048592,eye morphogenesis,M000001,1,0
1,0,0,0,0,0,-13,0,0,0,0,0,WP2036,TNF related weak inducer of apoptosis TWEAK signaling pathway,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.8,0,GO:0008064,regulation of actin polymerization or depolymerization,M000010,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0009595,detection of biotic stimulus,M010000,1,0
0,1,0,0,0,0,0,-3,0,0,0,0,WP5283,Chronic hyperglycemia impairment of neuron function,M010000,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,R-HSA-1793185,Chondroitin sulfate/dermatan sulfate metabolism,M001000,1,0
0,0,0,1,0,0,0,0,0,-5.8,0,0,GO:0051310,metaphase chromosome alignment,M000100,1,0
0,0,0,1,0,0,0,0,0,-2.3,0,0,GO:0007051,spindle organization,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.4,GO:0090109,regulation of cell-substrate junction assembly,M000001,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0010665,regulation of cardiac muscle cell apoptotic process,M100000,1,0
0,0,1,0,0,0,0,0,-5,0,0,0,GO:0007596,blood coagulation,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:0002066,columnar/cuboidal epithelial cell development,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,GO:0032212,positive regulation of telomere maintenance via telomerase,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.3,GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",M000001,1,0
0,1,0,0,0,0,0,-2.9,0,0,0,0,M5938,HALLMARK REACTIVE OXYGEN SPECIES PATHWAY,M010000,1,0
1,0,0,0,0,0,-17,0,0,0,0,0,R-HSA-202424,Downstream TCR signaling,M100000,1,0
0,0,0,1,0,0,0,0,0,-6.5,0,0,GO:0048285,organelle fission,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,GO:0051225,spindle assembly,M000001,1,0
0,0,0,1,0,0,0,0,0,-2.7,0,0,GO:1901991,negative regulation of mitotic cell cycle phase transition,M000100,1,0
0,1,0,0,0,0,0,-7.4,0,0,0,0,GO:0001910,regulation of leukocyte mediated cytotoxicity,M010000,1,0
1,0,0,0,0,0,-4.1,0,0,0,0,0,WP4480,Altered glycosylation of MUC1 in tumor microenvironment,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,M000001,1,0
1,0,0,0,0,0,-4.9,0,0,0,0,0,GO:0070374,positive regulation of ERK1 and ERK2 cascade,M100000,1,0
0,0,1,0,0,0,0,0,-4.2,0,0,0,R-HSA-3928662,EPHB-mediated forward signaling,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.1,R-HSA-112315,Transmission across Chemical Synapses,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,M000010,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",M100000,1,0
1,0,0,0,0,0,-5.7,0,0,0,0,0,WP3656,Interleukin 1 induced activation of NF kB,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,R-HSA-6802957,Oncogenic MAPK signaling,M000001,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0071676,negative regulation of mononuclear cell migration,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,WP3844,PI3K AKT mTOR signaling pathway and therapeutic opportunities in prostate cancer,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-3.5,0,GO:0051492,regulation of stress fiber assembly,M000010,1,0
0,0,1,0,0,0,0,0,-5.2,0,0,0,GO:0045047,protein targeting to ER,M001000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0071354,cellular response to interleukin-6,M100000,1,0
1,0,0,0,0,0,-4.8,0,0,0,0,0,WP710,DNA damage response only ATM dependent,M100000,1,0
0,1,0,0,0,0,0,-4.5,0,0,0,0,R-HSA-197264,Nicotinamide salvaging,M010000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,GO:0051769,regulation of nitric-oxide synthase biosynthetic process,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,GO:0090307,mitotic spindle assembly,M000001,1,0
0,1,0,0,0,0,0,-2.8,0,0,0,0,GO:0045637,regulation of myeloid cell differentiation,M010000,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0050918,positive chemotaxis,M100000,1,0
0,1,0,0,0,0,0,-8.6,0,0,0,0,M22023,BIOCARTA MHC PATHWAY,M010000,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,M220,PID CASPASE PATHWAY,M100000,1,0
0,0,0,1,0,0,0,0,0,-4.9,0,0,GO:0090068,positive regulation of cell cycle process,M000100,1,0
0,1,0,0,0,0,0,-5,0,0,0,0,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,M010000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:0009165,nucleotide biosynthetic process,M010000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0002637,regulation of immunoglobulin production,M100000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0060416,response to growth hormone,M100000,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,GO:0071677,positive regulation of mononuclear cell migration,M010000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0021782,glial cell development,M010000,1,0
0,0,0,1,0,0,0,0,0,-6.3,0,0,R-HSA-141424,Amplification of signal from the kinetochores,M000100,1,0
1,0,0,0,0,0,-5.9,0,0,0,0,0,WP382,MAPK signaling pathway,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,GO:0006662,glycerol ether metabolic process,M000001,1,0
0,1,0,0,0,0,0,-14,0,0,0,0,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,M010000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:0014823,response to activity,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.4,0,0,GO:0033046,negative regulation of sister chromatid segregation,M000100,1,0
0,0,0,1,0,0,0,0,0,-6.3,0,0,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,M000100,1,0
1,0,0,0,0,0,-5,0,0,0,0,0,WP1533,Vitamin B12 metabolism,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.7,0,M7968,BIOCARTA CARM1 PATHWAY,M000010,1,0
1,0,0,0,0,0,-4.1,0,0,0,0,0,R-HSA-449836,Other interleukin signaling,M100000,1,0
1,0,0,0,0,0,-6.4,0,0,0,0,0,WP4396,Nonalcoholic fatty liver disease,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:1901019,regulation of calcium ion transmembrane transporter activity,M000001,1,0
0,0,1,0,0,0,0,0,-4.1,0,0,0,M12,PID RHOA PATHWAY,M001000,1,0
0,1,0,0,0,0,0,-3.7,0,0,0,0,GO:0001816,cytokine production,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-3.9,0,GO:0048638,regulation of developmental growth,M000010,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0072524,pyridine-containing compound metabolic process,M010000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0042157,lipoprotein metabolic process,M010000,1,0
1,0,0,0,0,0,-5.3,0,0,0,0,0,M5926,HALLMARK MYC TARGETS V1,M100000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,R-HSA-71387,Metabolism of carbohydrates,M100000,1,0
0,1,0,0,0,0,0,-3,0,0,0,0,R-HSA-2172127,DAP12 interactions,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,M5193,SIG CHEMOTAXIS,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:0001658,branching involved in ureteric bud morphogenesis,M000010,1,0
0,0,1,0,0,0,0,0,-5.1,0,0,0,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,M001000,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,hsa04640,Hematopoietic cell lineage,M010000,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,WP5172,Iron metabolism disorders,M010000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,GO:1990823,response to leukemia inhibitory factor,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.6,0,0,R-HSA-72187,mRNA 3'-end processing,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-5.2,WP4534,Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,GO:0048593,camera-type eye morphogenesis,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:0031641,regulation of myelination,M000010,1,0
1,0,0,0,0,0,-3.1,0,0,0,0,0,GO:0044706,multi-multicellular organism process,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4,R-HSA-392451,G beta:gamma signalling through PI3Kgamma,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0006469,negative regulation of protein kinase activity,M000010,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,WP5345,1p36 copy number variation syndrome,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,hsa00760,Nicotinate and nicotinamide metabolism,M000010,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:1902914,regulation of protein polyubiquitination,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-4.7,0,GO:0042326,negative regulation of phosphorylation,M000010,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,GO:0098543,detection of other organism,M010000,1,0
0,1,0,0,0,0,0,-3.4,0,0,0,0,WP2806,Complement system,M010000,1,0
0,1,0,0,0,0,0,-3.4,0,0,0,0,GO:0048147,negative regulation of fibroblast proliferation,M010000,1,0
0,1,0,0,0,0,0,-5,0,0,0,0,GO:0001906,cell killing,M010000,1,0
1,0,0,0,0,0,-2.9,0,0,0,0,0,GO:0001836,release of cytochrome c from mitochondria,M100000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0030177,positive regulation of Wnt signaling pathway,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.8,0,0,GO:0150104,transport across blood-brain barrier,M000100,1,0
0,1,0,0,0,0,0,-4.1,0,0,0,0,R-HSA-166663,Initial triggering of complement,M010000,1,0
0,1,0,0,0,0,0,-5.9,0,0,0,0,R-HSA-8983711,OAS antiviral response,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,M249,PID PI3KCI AKT PATHWAY,M000001,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0007044,cell-substrate junction assembly,M001000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0033865,nucleoside bisphosphate metabolic process,M100000,1,0
1,0,0,0,0,0,-4.3,0,0,0,0,0,GO:0070673,response to interleukin-18,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.1,hsa04371,Apelin signaling pathway,M000001,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,GO:0039531,regulation of cytoplasmic pattern recognition receptor signaling pathway,M010000,1,0
1,0,0,0,0,0,-9.8,0,0,0,0,0,R-HSA-453274,Mitotic G2-G2/M phases,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:1900181,negative regulation of protein localization to nucleus,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,WP716,Vitamin A and carotenoid metabolism,M000010,1,0
1,0,0,0,0,0,-5.5,0,0,0,0,0,GO:2001242,regulation of intrinsic apoptotic signaling pathway,M100000,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,GO:0032869,cellular response to insulin stimulus,M100000,1,0
0,0,0,1,0,0,0,0,0,-6,0,0,GO:0033045,regulation of sister chromatid segregation,M000100,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,WP5358,JAK STAT signaling in the regulation of Beta cells,M100000,1,0
1,0,0,0,0,0,-4.6,0,0,0,0,0,R-HSA-936964,"Activation of IRF3, IRF7 mediated by TBK1, IKBKE",M100000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:1905710,positive regulation of membrane permeability,M100000,1,0
0,1,0,0,0,0,0,-5.5,0,0,0,0,GO:0072331,signal transduction by p53 class mediator,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,M40,PID E2F PATHWAY,M000100,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,M272,PID CD8 TCR DOWNSTREAM PATHWAY,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,hsa05213,Endometrial cancer,M000001,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,GO:0034143,regulation of toll-like receptor 4 signaling pathway,M100000,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,GO:0006244,pyrimidine nucleotide catabolic process,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-4.5,0,GO:0031076,embryonic camera-type eye development,M000010,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",M010000,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0050672,negative regulation of lymphocyte proliferation,M010000,1,0
0,1,0,0,0,0,0,-3.5,0,0,0,0,GO:0075294,positive regulation by symbiont of entry into host,M010000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0043473,pigmentation,M001000,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,M010000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0043506,regulation of JUN kinase activity,M100000,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,GO:0006220,pyrimidine nucleotide metabolic process,M001000,1,0
0,1,0,0,0,0,0,-8.2,0,0,0,0,GO:0002708,positive regulation of lymphocyte mediated immunity,M010000,1,0
0,1,0,0,0,0,0,-2.9,0,0,0,0,M22003,BIOCARTA EICOSANOID PATHWAY,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0031069,hair follicle morphogenesis,M000001,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,GO:0051770,positive regulation of nitric-oxide synthase biosynthetic process,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.2,0,GO:0003143,embryonic heart tube morphogenesis,M000010,1,0
1,0,0,0,0,0,-3.7,0,0,0,0,0,GO:0033083,regulation of immature T cell proliferation,M100000,1,0
1,0,0,0,0,0,-6.2,0,0,0,0,0,WP4562,Canonical NF kB pathway,M100000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,R-HSA-1266695,Interleukin-7 signaling,M100000,1,0
1,0,0,0,0,0,-5.1,0,0,0,0,0,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,M100000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,hsa05212,Pancreatic cancer,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.9,GO:0001736,establishment of planar polarity,M000001,1,0
0,0,0,1,0,0,0,0,0,-2.1,0,0,GO:0030261,chromosome condensation,M000100,1,0
1,0,0,0,0,0,-9.5,0,0,0,0,0,M14971,BIOCARTA DEATH PATHWAY,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,GO:0007281,germ cell development,M000010,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,hsa01240,Biosynthesis of cofactors,M001000,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0010662,regulation of striated muscle cell apoptotic process,M100000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:0050853,B cell receptor signaling pathway,M100000,1,0
1,0,0,0,0,0,-11,0,0,0,0,0,M13968,BIOCARTA HIVNEF PATHWAY,M100000,1,0
0,1,0,0,0,0,0,-3.8,0,0,0,0,GO:0010543,regulation of platelet activation,M010000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:0001936,regulation of endothelial cell proliferation,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-5.4,hsa04611,Platelet activation,M000001,1,0
0,0,0,1,0,0,0,0,0,-7.6,0,0,GO:0007088,regulation of mitotic nuclear division,M000100,1,0
1,0,0,0,0,0,-4.5,0,0,0,0,0,WP4558,Overview of interferons mediated signaling pathway,M100000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0007369,gastrulation,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.2,0,M5887,NABA BASEMENT MEMBRANES,M000010,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0055007,cardiac muscle cell differentiation,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,R-HSA-76009,Platelet Aggregation (Plug Formation),M000001,1,0
0,0,1,0,0,0,0,0,-5.6,0,0,0,GO:0018126,protein hydroxylation,M001000,1,0
0,1,0,0,0,0,0,-2.9,0,0,0,0,GO:1901615,organic hydroxy compound metabolic process,M010000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0034405,response to fluid shear stress,M100000,1,0
0,1,0,0,0,0,0,-9.3,0,0,0,0,GO:0032642,regulation of chemokine production,M010000,1,0
1,0,0,0,0,0,-5.3,0,0,0,0,0,GO:0046683,response to organophosphorus,M100000,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,WP400,p38 MAPK signaling pathway,M100000,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,M001000,1,0
0,0,0,1,0,0,0,0,0,-3.6,0,0,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,M000100,1,0
0,0,1,0,0,0,0,0,-8.9,0,0,0,GO:0006891,intra-Golgi vesicle-mediated transport,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-HSA-74158,RNA Polymerase III Transcription,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,M000001,1,0
1,0,0,0,0,0,-5.5,0,0,0,0,0,R-HSA-69416,Dimerization of procaspase-8,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.4,0,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,M000010,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,M4047,BIOCARTA NKT PATHWAY,M100000,1,0
1,0,0,0,0,0,-4.7,0,0,0,0,0,GO:0034137,positive regulation of toll-like receptor 2 signaling pathway,M100000,1,0
1,0,0,0,0,0,-4.4,0,0,0,0,0,WP2355,Corticotropin releasing hormone signaling pathway,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-4.1,0,GO:0060411,cardiac septum morphogenesis,M000010,1,0
1,0,0,0,0,0,-14,0,0,0,0,0,M128,PID TNF PATHWAY,M100000,1,0
1,0,0,0,0,0,-3.9,0,0,0,0,0,M17941,BIOCARTA VIP PATHWAY,M100000,1,0
0,1,0,0,0,0,0,-3,0,0,0,0,GO:0050765,negative regulation of phagocytosis,M010000,1,0
0,1,0,0,0,0,0,-4.3,0,0,0,0,GO:0000165,MAPK cascade,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,GO:0044772,mitotic cell cycle phase transition,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,hsa00514,Other types of O-glycan biosynthesis,M000001,1,0
1,0,0,0,0,0,-3.7,0,0,0,0,0,GO:0034342,response to type III interferon,M100000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",M100000,1,0
0,0,0,1,0,0,0,0,0,-5.7,0,0,GO:0010965,regulation of mitotic sister chromatid separation,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,GO:0018904,ether metabolic process,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0046326,positive regulation of glucose import,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,M000001,1,0
0,0,1,0,0,0,0,0,-4.8,0,0,0,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,M001000,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,GO:0098657,import into cell,M001000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0031638,zymogen activation,M010000,1,0
0,1,0,0,0,0,0,-6.4,0,0,0,0,WP4705,Pathways of nucleic acid metabolism and innate immune sensing,M010000,1,0
1,0,0,0,0,0,-8.8,0,0,0,0,0,WP395,IL 4 signaling pathway,M100000,1,0
1,0,0,0,0,0,-3.7,0,0,0,0,0,GO:0051222,positive regulation of protein transport,M100000,1,0
1,0,0,0,0,0,-9.5,0,0,0,0,0,hsa05016,Huntington disease,M100000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,GO:0043535,regulation of blood vessel endothelial cell migration,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,R-HSA-9013149,RAC1 GTPase cycle,M000001,1,0
1,0,0,0,0,0,-4.7,0,0,0,0,0,WP4853,Linoleic acid metabolism affected by SARS CoV 2,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.4,WP4540,Hippo signaling regulation pathways,M000001,1,0
0,1,0,0,0,0,0,-8.1,0,0,0,0,R-HSA-5620971,Pyroptosis,M010000,1,0
1,0,0,0,0,0,-2.9,0,0,0,0,0,M15258,BIOCARTA AKT PATHWAY,M100000,1,0
0,0,0,1,0,0,0,0,0,-3.1,0,0,GO:0021692,cerebellar Purkinje cell layer morphogenesis,M000100,1,0
0,1,0,0,0,0,0,-5.9,0,0,0,0,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,M010000,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,GO:0060544,regulation of necroptotic process,M100000,1,0
0,1,0,0,0,0,0,-8.8,0,0,0,0,GO:0002711,positive regulation of T cell mediated immunity,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-3.8,0,GO:0030832,regulation of actin filament length,M000010,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:1901185,negative regulation of ERBB signaling pathway,M010000,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,R-HSA-196854,Metabolism of vitamins and cofactors,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0021536,diencephalon development,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),M000010,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,GO:0030968,endoplasmic reticulum unfolded protein response,M001000,1,0
0,0,1,0,0,0,0,0,-3.9,0,0,0,hsa00520,Amino sugar and nucleotide sugar metabolism,M001000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,R-HSA-9674555,Signaling by CSF3 (G-CSF),M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,GO:0050807,regulation of synapse organization,M000010,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,GO:0032418,lysosome localization,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0030500,regulation of bone mineralization,M000010,1,0
1,0,0,0,0,0,-4.2,0,0,0,0,0,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,M100000,1,0
0,1,0,0,0,0,0,-5.1,0,0,0,0,GO:1903901,negative regulation of viral life cycle,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0001763,morphogenesis of a branching structure,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,R-HSA-9696264,RND3 GTPase cycle,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.1,0,0,hsa00230,Purine metabolism,M000100,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,R-HSA-937041,IKK complex recruitment mediated by RIP1,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-4.4,0,R-HSA-9614085,FOXO-mediated transcription,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.8,R-HSA-8939211,ESR-mediated signaling,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-4,0,GO:0048732,gland development,M000010,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0045600,positive regulation of fat cell differentiation,M100000,1,0
1,0,0,0,0,0,-5.2,0,0,0,0,0,GO:2000108,positive regulation of leukocyte apoptotic process,M100000,1,0
0,0,1,0,0,0,0,0,-4,0,0,0,WP4535,Envelope proteins and their potential roles in EDMD physiopathology,M001000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,WP2380,Brain derived neurotrophic factor BDNF signaling pathway,M100000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0098660,inorganic ion transmembrane transport,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-4.2,0,R-HSA-5362517,Signaling by Retinoic Acid,M000010,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,M118,PID INTEGRIN A9B1 PATHWAY,M001000,1,0
1,0,0,0,0,0,-4.4,0,0,0,0,0,M10628,BIOCARTA ATM PATHWAY,M100000,1,0
1,0,0,0,0,0,-6.6,0,0,0,0,0,R-HSA-195721,Signaling by WNT,M100000,1,0
0,0,0,1,0,0,0,0,0,-4.4,0,0,GO:0032465,regulation of cytokinesis,M000100,1,0
0,1,0,0,0,0,0,-5.2,0,0,0,0,R-HSA-388396,GPCR downstream signalling,M010000,1,0
0,1,0,0,0,0,0,-2,0,0,0,0,GO:0050871,positive regulation of B cell activation,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-4.7,0,GO:0035108,limb morphogenesis,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,M000001,1,0
0,0,1,0,0,0,0,0,-3.4,0,0,0,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,M001000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,WP4871,Kisspeptin kisspeptin receptor system in the ovary,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.6,R-HSA-936837,Ion transport by P-type ATPases,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,hsa04910,Insulin signaling pathway,M000001,1,0
