Cluster,Score,Type,Gene,Symbol,Network
4,1.0,Clustered,2040,STOM,down_common_genes_SUB1
4,1.0,Seed,55240,STEAP3,down_common_genes_SUB1
5,1.0,Clustered,7067,THRA,down_common_genes_SUB1
5,1.0,Clustered,7068,THRB,down_common_genes_SUB1
5,1.0,Clustered,8850,KAT2B,down_common_genes_SUB1
1,2.642857142857143,Clustered,4922,NTS,down_epi_only_SUB1
1,2.642857142857143,Clustered,335,APOA1,down_epi_only_SUB1
1,2.642857142857143,Clustered,4923,NTSR1,down_epi_only_SUB1
1,2.642857142857143,Clustered,350,APOH,down_epi_only_SUB1
1,2.642857142857143,Clustered,2147,F2,down_epi_only_SUB1
1,2.642857142857143,Clustered,8997,KALRN,down_epi_only_SUB1
1,2.642857142857143,Clustered,4481,MSR1,down_epi_only_SUB1
1,2.642857142857143,Clustered,336,APOA2,down_epi_only_SUB1
1,2.642857142857143,Clustered,949,SCARB1,down_epi_only_SUB1
1,2.642857142857143,Clustered,3814,KISS1,down_epi_only_SUB1
1,2.642857142857143,Clustered,338,APOB,down_epi_only_SUB1
1,2.642857142857143,Clustered,3172,HNF4A,down_epi_only_SUB1
1,2.642857142857143,Seed,84634,KISS1R,down_epi_only_SUB1
1,2.642857142857143,Clustered,57121,LPAR5,down_epi_only_SUB1
2,1.7777777777777777,Clustered,144100,PLEKHA7,down_epi_only_SUB1
2,1.7777777777777777,Seed,9985,REC8,down_epi_only_SUB1
2,1.7777777777777777,Clustered,64787,EPS8L2,down_epi_only_SUB1
2,1.7777777777777777,Clustered,3026,HABP2,down_epi_only_SUB1
2,1.7777777777777777,Clustered,8573,CASK,down_epi_only_SUB1
2,1.7777777777777777,Clustered,5357,PLS1,down_epi_only_SUB1
2,1.7777777777777777,Clustered,4647,MYO7A,down_epi_only_SUB1
2,1.7777777777777777,Clustered,80258,EFHC2,down_epi_only_SUB1
2,1.7777777777777777,Clustered,22837,COBLL1,down_epi_only_SUB1
4,1.5,Clustered,4585,MUC4,down_epi_only_SUB1
4,1.5,Clustered,192134,B3GNT6,down_epi_only_SUB1
4,1.5,Seed,11227,GALNT5,down_epi_only_SUB1
4,1.5,Clustered,4586,MUC5AC,down_epi_only_SUB1
3,1.4000000000000001,Seed,3053,SERPIND1,down_epi_only_SUB1
3,1.4000000000000001,Clustered,5624,PROC,down_epi_only_SUB1
3,1.4000000000000001,Clustered,2153,F5,down_epi_only_SUB1
3,1.4000000000000001,Clustered,7018,TF,down_epi_only_SUB1
3,1.4000000000000001,Clustered,5265,SERPINA1,down_epi_only_SUB1
5,1.0,Clustered,7433,VIPR1,down_epi_only_SUB1
5,1.0,Clustered,2740,GLP1R,down_epi_only_SUB1
5,1.0,Seed,2696,GIPR,down_epi_only_SUB1
6,1.0,Clustered,257629,ANKS4B,down_epi_only_SUB1
6,1.0,Clustered,10083,USH1C,down_epi_only_SUB1
6,1.0,Seed,4648,MYO7B,down_epi_only_SUB1
7,1.0,Seed,476,ATP1A1,down_epi_only_SUB1
7,1.0,Clustered,538,ATP7A,down_epi_only_SUB1
7,1.0,Clustered,540,ATP7B,down_epi_only_SUB1
2,1.6153846153846154,Clustered,7514,XPO1,down_mes_only_SUB1
2,1.6153846153846154,Clustered,79885,HDAC11,down_mes_only_SUB1
2,1.6153846153846154,Clustered,1387,CREBBP,down_mes_only_SUB1
2,1.6153846153846154,Clustered,50717,DCAF8,down_mes_only_SUB1
2,1.6153846153846154,Clustered,11083,DIDO1,down_mes_only_SUB1
2,1.6153846153846154,Clustered,6601,SMARCC2,down_mes_only_SUB1
2,1.6153846153846154,Clustered,387640,SKIDA1,down_mes_only_SUB1
2,1.6153846153846154,Clustered,22981,NINL,down_mes_only_SUB1
2,1.6153846153846154,Clustered,54876,DCAF16,down_mes_only_SUB1
2,1.6153846153846154,Clustered,55023,PHIP,down_mes_only_SUB1
2,1.6153846153846154,Clustered,5931,RBBP7,down_mes_only_SUB1
2,1.6153846153846154,Clustered,55208,DCUN1D2,down_mes_only_SUB1
2,1.6153846153846154,Seed,7311,UBA52,down_mes_only_SUB1
3,1.25,Seed,8503,PIK3R3,down_mes_only_SUB1
3,1.25,Clustered,9475,ROCK2,down_mes_only_SUB1
3,1.25,Clustered,5305,PIP4K2A,down_mes_only_SUB1
3,1.25,Clustered,8396,PIP4K2B,down_mes_only_SUB1
1,1.1764705882352942,Clustered,2050,EPHB4,down_mes_only_SUB1
1,1.1764705882352942,Clustered,56288,PARD3,down_mes_only_SUB1
1,1.1764705882352942,Clustered,11228,RASSF8,down_mes_only_SUB1
1,1.1764705882352942,Seed,57690,TNRC6C,down_mes_only_SUB1
1,1.1764705882352942,Clustered,3643,INSR,down_mes_only_SUB1
1,1.1764705882352942,Clustered,64599,GIGYF1,down_mes_only_SUB1
1,1.1764705882352942,Clustered,84532,ACSS1,down_mes_only_SUB1
1,1.1764705882352942,Clustered,26986,PABPC1,down_mes_only_SUB1
1,1.1764705882352942,Clustered,1946,EFNA5,down_mes_only_SUB1
1,1.1764705882352942,Clustered,23059,CLUAP1,down_mes_only_SUB1
1,1.1764705882352942,Clustered,22828,SCAF8,down_mes_only_SUB1
1,1.1764705882352942,Clustered,154796,AMOT,down_mes_only_SUB1
1,1.1764705882352942,Clustered,10211,FLOT1,down_mes_only_SUB1
1,1.1764705882352942,Clustered,7001,PRDX2,down_mes_only_SUB1
1,1.1764705882352942,Clustered,583,BBS2,down_mes_only_SUB1
1,1.1764705882352942,Clustered,2044,EPHA5,down_mes_only_SUB1
1,1.1764705882352942,Clustered,5563,PRKAA2,down_mes_only_SUB1
4,1.0,Clustered,6256,RXRA,down_mes_only_SUB1
4,1.0,Clustered,5087,PBX1,down_mes_only_SUB1
4,1.0,Seed,3213,HOXB3,down_mes_only_SUB1
5,1.0,Seed,22994,CEP131,down_mes_only_SUB1
5,1.0,Clustered,5108,PCM1,down_mes_only_SUB1
5,1.0,Clustered,23354,HAUS5,down_mes_only_SUB1
6,1.0,Seed,10051,SMC4,down_mes_only_SUB1
6,1.0,Clustered,2766,GMPR,down_mes_only_SUB1
6,1.0,Clustered,9126,SMC3,down_mes_only_SUB1
7,1.0,Seed,64710,NUCKS1,down_mes_only_SUB1
7,1.0,Clustered,51780,KDM3B,down_mes_only_SUB1
7,1.0,Clustered,10951,CBX1,down_mes_only_SUB1
1,1.625,Clustered,6608,SMO,down_mes_up_epi_SUB1
1,1.625,Clustered,6844,VAMP2,down_mes_up_epi_SUB1
1,1.625,Clustered,23339,VPS39,down_mes_up_epi_SUB1
1,1.625,Seed,157,GRK3,down_mes_up_epi_SUB1
1,1.625,Clustered,2783,GNB2,down_mes_up_epi_SUB1
1,1.625,Clustered,54331,GNG2,down_mes_up_epi_SUB1
1,1.625,Clustered,3304,HSPA1B,down_mes_up_epi_SUB1
1,1.625,Clustered,9230,RAB11B,down_mes_up_epi_SUB1
2,1.4000000000000001,Seed,55742,PARVA,down_mes_up_epi_SUB1
2,1.4000000000000001,Clustered,3696,ITGB8,down_mes_up_epi_SUB1
2,1.4000000000000001,Clustered,3680,ITGA9,down_mes_up_epi_SUB1
2,1.4000000000000001,Clustered,857,CAV1,down_mes_up_epi_SUB1
2,1.4000000000000001,Clustered,1445,CSK,down_mes_up_epi_SUB1
1,8.100000000000001,Clustered,5709,PSMD3,up_common_genes_SUB1
1,8.100000000000001,Clustered,5690,PSMB2,up_common_genes_SUB1
1,8.100000000000001,Seed,4794,NFKBIE,up_common_genes_SUB1
1,8.100000000000001,Clustered,5971,RELB,up_common_genes_SUB1
1,8.100000000000001,Clustered,7353,UFD1,up_common_genes_SUB1
1,8.100000000000001,Clustered,4792,NFKBIA,up_common_genes_SUB1
1,8.100000000000001,Clustered,55666,NPLOC4,up_common_genes_SUB1
1,8.100000000000001,Clustered,4791,NFKB2,up_common_genes_SUB1
1,8.100000000000001,Clustered,5691,PSMB3,up_common_genes_SUB1
1,8.100000000000001,Clustered,7186,TRAF2,up_common_genes_SUB1
1,8.100000000000001,Clustered,5707,PSMD1,up_common_genes_SUB1
1,8.100000000000001,Clustered,5698,PSMB9,up_common_genes_SUB1
1,8.100000000000001,Clustered,5721,PSME2,up_common_genes_SUB1
1,8.100000000000001,Clustered,5687,PSMA6,up_common_genes_SUB1
1,8.100000000000001,Clustered,5717,PSMD11,up_common_genes_SUB1
1,8.100000000000001,Clustered,7157,TP53,up_common_genes_SUB1
1,8.100000000000001,Clustered,5720,PSME1,up_common_genes_SUB1
1,8.100000000000001,Clustered,7187,TRAF3,up_common_genes_SUB1
1,8.100000000000001,Clustered,330,BIRC3,up_common_genes_SUB1
1,8.100000000000001,Clustered,5682,PSMA1,up_common_genes_SUB1
2,3.25,Clustered,2921,CXCL3,up_common_genes_SUB1
2,3.25,Seed,1815,DRD4,up_common_genes_SUB1
2,3.25,Clustered,2919,CXCL1,up_common_genes_SUB1
2,3.25,Clustered,6374,CXCL5,up_common_genes_SUB1
2,3.25,Clustered,6376,CX3CL1,up_common_genes_SUB1
2,3.25,Clustered,3576,CXCL8,up_common_genes_SUB1
2,3.25,Clustered,718,C3,up_common_genes_SUB1
2,3.25,Clustered,6372,CXCL6,up_common_genes_SUB1
3,2.5,Clustered,6890,TAP1,up_common_genes_SUB1
3,2.5,Clustered,3105,HLA-A,up_common_genes_SUB1
3,2.5,Clustered,6891,TAP2,up_common_genes_SUB1
3,2.5,Clustered,3135,HLA-G,up_common_genes_SUB1
3,2.5,Seed,6892,TAPBP,up_common_genes_SUB1
3,2.5,Clustered,3106,HLA-B,up_common_genes_SUB1
4,2.0,Clustered,60,ACTB,up_common_genes_SUB1
4,2.0,Seed,6091,ROBO1,up_common_genes_SUB1
4,2.0,Clustered,1072,CFL1,up_common_genes_SUB1
4,2.0,Clustered,387,RHOA,up_common_genes_SUB1
4,2.0,Clustered,5216,PFN1,up_common_genes_SUB1
4,2.0,Clustered,5879,RAC1,up_common_genes_SUB1
6,1.25,Clustered,55605,KIF21A,up_common_genes_SUB1
6,1.25,Clustered,22920,KIFAP3,up_common_genes_SUB1
6,1.25,Clustered,377,ARF3,up_common_genes_SUB1
6,1.25,Seed,662,BNIP1,up_common_genes_SUB1
5,1.2,Seed,7128,TNFAIP3,up_common_genes_SUB1
5,1.2,Clustered,3656,IRAK2,up_common_genes_SUB1
5,1.2,Clustered,7529,YWHAB,up_common_genes_SUB1
5,1.2,Clustered,92799,SHKBP1,up_common_genes_SUB1
5,1.2,Clustered,92610,TIFA,up_common_genes_SUB1
7,1.0,Clustered,6776,STAT5A,up_common_genes_SUB1
7,1.0,Clustered,9466,IL27RA,up_common_genes_SUB1
7,1.0,Seed,10148,EBI3,up_common_genes_SUB1
1,2.0,Seed,58191,CXCL16,up_epi_only_SUB1
1,2.0,Clustered,6752,SSTR2,up_epi_only_SUB1
1,2.0,Clustered,6373,CXCL11,up_epi_only_SUB1
1,2.0,Clustered,3627,CXCL10,up_epi_only_SUB1
1,2.0,Clustered,6364,CCL20,up_epi_only_SUB1
2,1.5,Clustered,7846,TUBA1A,up_epi_only_SUB1
2,1.5,Seed,130574,LYPD6,up_epi_only_SUB1
2,1.5,Clustered,347733,TUBB2B,up_epi_only_SUB1
2,1.5,Clustered,203068,TUBB,up_epi_only_SUB1
3,1.0,Clustered,5582,PRKCG,up_epi_only_SUB1
3,1.0,Seed,154,ADRB2,up_epi_only_SUB1
3,1.0,Clustered,1080,CFTR,up_epi_only_SUB1
1,2.0,Clustered,9601,PDIA4,up_mes_down_epi_SUB1
1,2.0,Clustered,3309,HSPA5,up_mes_down_epi_SUB1
1,2.0,Clustered,2181,ACSL3,up_mes_down_epi_SUB1
1,2.0,Clustered,1650,DDOST,up_mes_down_epi_SUB1
1,2.0,Clustered,308,ANXA5,up_mes_down_epi_SUB1
1,2.0,Clustered,10549,PRDX4,up_mes_down_epi_SUB1
1,2.0,Clustered,2182,ACSL4,up_mes_down_epi_SUB1
1,2.0,Clustered,23065,EMC1,up_mes_down_epi_SUB1
1,2.0,Seed,1311,COMP,up_mes_down_epi_SUB1
3,1.8333333333333335,Clustered,80267,EDEM3,up_mes_down_epi_SUB1
3,1.8333333333333335,Clustered,5479,PPIB,up_mes_down_epi_SUB1
3,1.8333333333333335,Clustered,23193,GANAB,up_mes_down_epi_SUB1
3,1.8333333333333335,Seed,10130,PDIA6,up_mes_down_epi_SUB1
3,1.8333333333333335,Clustered,7184,HSP90B1,up_mes_down_epi_SUB1
3,1.8333333333333335,Clustered,2923,PDIA3,up_mes_down_epi_SUB1
4,1.5,Clustered,5286,PIK3C2A,up_mes_down_epi_SUB1
4,1.5,Clustered,54885,TBC1D8B,up_mes_down_epi_SUB1
4,1.5,Seed,1176,AP3S1,up_mes_down_epi_SUB1
4,1.5,Clustered,9685,CLINT1,up_mes_down_epi_SUB1
2,1.0,Clustered,57406,ABHD6,up_mes_down_epi_SUB1
2,1.0,Clustered,23376,UFL1,up_mes_down_epi_SUB1
2,1.0,Clustered,64748,PLPPR2,up_mes_down_epi_SUB1
2,1.0,Clustered,1718,DHCR24,up_mes_down_epi_SUB1
2,1.0,Clustered,8050,PDHX,up_mes_down_epi_SUB1
2,1.0,Clustered,8694,DGAT1,up_mes_down_epi_SUB1
2,1.0,Clustered,54884,RETSAT,up_mes_down_epi_SUB1
5,1.0,Clustered,3156,HMGCR,up_mes_down_epi_SUB1
5,1.0,Seed,3638,INSIG1,up_mes_down_epi_SUB1
5,1.0,Clustered,6720,SREBF1,up_mes_down_epi_SUB1
3,2.857142857142857,Seed,8634,RTCA,up_mes_only_SUB1
3,2.857142857142857,Clustered,10199,MPHOSPH10,up_mes_only_SUB1
3,2.857142857142857,Clustered,6183,MRPS12,up_mes_only_SUB1
3,2.857142857142857,Clustered,9790,BMS1,up_mes_only_SUB1
3,2.857142857142857,Clustered,57050,UTP3,up_mes_only_SUB1
3,2.857142857142857,Clustered,10171,RCL1,up_mes_only_SUB1
3,2.857142857142857,Clustered,92856,IMP4,up_mes_only_SUB1
2,2.75,Clustered,9919,SEC16A,up_mes_only_SUB1
2,2.75,Clustered,8729,GBF1,up_mes_only_SUB1
2,2.75,Clustered,11015,KDELR3,up_mes_only_SUB1
2,2.75,Clustered,10484,SEC23A,up_mes_only_SUB1
2,2.75,Clustered,10802,SEC24A,up_mes_only_SUB1
2,2.75,Clustered,1314,COPA,up_mes_only_SUB1
2,2.75,Clustered,372,ARCN1,up_mes_only_SUB1
2,2.75,Seed,11196,SEC23IP,up_mes_only_SUB1
2,2.75,Clustered,26286,ARFGAP3,up_mes_only_SUB1
2,2.75,Clustered,54732,TMED9,up_mes_only_SUB1
2,2.75,Clustered,6396,SEC13,up_mes_only_SUB1
2,2.75,Clustered,9871,SEC24D,up_mes_only_SUB1
1,1.8125,Clustered,7408,VASP,up_mes_only_SUB1
1,1.8125,Clustered,996,CDC27,up_mes_only_SUB1
1,1.8125,Clustered,6184,RPN1,up_mes_only_SUB1
1,1.8125,Clustered,8826,IQGAP1,up_mes_only_SUB1
1,1.8125,Clustered,5373,PMM2,up_mes_only_SUB1
1,1.8125,Clustered,9690,UBE3C,up_mes_only_SUB1
1,1.8125,Clustered,5315,PKM,up_mes_only_SUB1
1,1.8125,Clustered,58477,SRPRB,up_mes_only_SUB1
1,1.8125,Clustered,6746,SSR2,up_mes_only_SUB1
1,1.8125,Clustered,87,ACTN1,up_mes_only_SUB1
1,1.8125,Clustered,5533,PPP3CC,up_mes_only_SUB1
1,1.8125,Clustered,2068,ERCC2,up_mes_only_SUB1
1,1.8125,Clustered,22801,ITGA11,up_mes_only_SUB1
1,1.8125,Clustered,6730,SRP68,up_mes_only_SUB1
1,1.8125,Seed,51433,ANAPC5,up_mes_only_SUB1
1,1.8125,Clustered,3688,ITGB1,up_mes_only_SUB1
4,1.5,Clustered,10856,RUVBL2,up_mes_only_SUB1
4,1.5,Clustered,523,ATP6V1A,up_mes_only_SUB1
4,1.5,Seed,7416,VDAC1,up_mes_only_SUB1
4,1.5,Clustered,5223,PGAM1,up_mes_only_SUB1
5,1.0,Clustered,51510,CHMP5,up_mes_only_SUB1
5,1.0,Seed,137492,VPS37A,up_mes_only_SUB1
5,1.0,Clustered,55048,VPS37C,up_mes_only_SUB1
