_MEMBER_modules_epi_black_sorted_top300,_MEMBER_modules_epi_blue_sorted_top300,_MEMBER_modules_epi_pink_sorted_top300,_MEMBER_modules_epi_red_sorted_top300,_MEMBER_modules_epi_turquoise_sorted_top300,_MEMBER_modules_epi_yellow_sorted_top300,_LogP_modules_epi_black_sorted_top300,_LogP_modules_epi_blue_sorted_top300,_LogP_modules_epi_pink_sorted_top300,_LogP_modules_epi_red_sorted_top300,_LogP_modules_epi_turquoise_sorted_top300,_LogP_modules_epi_yellow_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,1,0,0,0,0,0,-3.8,0,0,PGB:00071,M000100,1,0,PaGenBase,36,Cell-specific: Vaginal Epithelial,,-3.8,14,7.1,30293,28,300,4,1.3,0.66,4680|6286|6947|26085,CEACAM6|S100P|TCN1|KLK13,-2.5,0
0,1,0,0,1,0,0,-2.7,0,0,-3.7,0,PGB:00014,M010010,2,0,PaGenBase,36,Cell-specific: DRG,,-3.7,3.1,4.5,30293,456,300,14,4.7,1.2,43|220|2771|3371|6236|7280|8642|10391|23148|23208|27151|57060|65009|259217,ACHE|ALDH1A3|GNAI2|TNC|RRAD|TUBB2A|DCHS1|CORO2B|NACAD|SYT11|CPAMD8|PCBP4|NDRG4|HSPA12A,-2.5,0
1,1,0,1,0,0,-2.7,-2.7,0,-3.7,0,0,PGB:00082,M110100,3,0,PaGenBase,36,Cell-specific: Breast cell,,-3.7,9.2,6.1,30293,55,300,5,1.7,0.74,2353|3856|3875|3880|94122,FOS|KRT8|KRT18|KRT19|SYTL5,-2.5,0
0,0,1,0,1,0,0,0,-3.3,0,-2.4,0,PGB:00018,M001010,2,0,PaGenBase,36,Tissue-specific: lung,,-3.3,2.8,4.2,30293,498,299,14,4.7,1.2,1435|3627|3684|3934|5743|6364|6373|7097|8741|8743|10475|27074|53905|164312,CSF1|CXCL10|ITGAM|LCN2|PTGS2|CCL20|CXCL11|TLR2|TNFSF13|TNFSF10|TRIM38|LAMP3|DUOX1|LRRN4,-2.2,0
1,0,1,0,0,0,-3.3,0,-3.3,0,0,0,PGB:00011,M101000,2,0,PaGenBase,36,Tissue-specific: spleen,,-3.3,2.8,4.1,30293,500,299,14,4.7,1.2,101|2516|2533|2811|3604|4050|4791|4794|6374|6689|7097|7133|7412|83593,ADAM8|NR5A1|FYB1|GP1BA|TNFRSF9|LTB|NFKB2|NFKBIE|CXCL5|SPIB|TLR2|TNFRSF1B|VCAM1|RASSF5,-2.2,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,PGB:00026,M000100,1,0,PaGenBase,36,Cell-specific: CD71+ EarlyErythroid,,-3.2,4.8,4.7,30293,146,300,7,2.3,0.87,538|598|1182|2039|2057|4485|23608,ATP7A|BCL2L1|CLCN3|DMTN|EPOR|MST1|MKRN1,-2.1,0
0,0,1,1,1,0,0,0,-3.2,-2.1,-2.1,0,PGB:00101,M001110,3,0,PaGenBase,36,Tissue-specific: Colorectal adenocarcinoma,,-3.2,9.9,5.7,30293,41,299,4,1.3,0.66,9582|9603|25984|60489,APOBEC3B|NFE2L3|KRT23|APOBEC3G,-2.1,0
1,0,0,1,0,0,-3.1,0,0,-2.1,0,0,PGB:00115,M100100,2,0,PaGenBase,36,Cell-specific: CD33+ Myeloid,,-3.1,9.9,5.7,30293,41,300,4,1.3,0.66,2920|3267|3576|80223,CXCL2|AGFG1|CXCL8|RAB11FIP1,-2.1,0
0,0,0,1,1,0,0,0,0,-3,-2.4,0,PGB:00045,M000110,2,0,PaGenBase,36,Tissue-specific: placenta,,-3,3.3,4.1,30293,305,300,10,3.3,1,827|2886|3481|6286|7991|9518|22874|54869|64764|145501,CAPN6|GRB7|IGF2|S100P|TUSC3|GDF15|PLEKHA6|EPS8L1|CREB3L2|ISM2,-2,0
0,1,0,0,0,0,0,-2.9,0,0,0,0,PGB:00068,M010000,1,0,PaGenBase,36,Tissue-specific: Stomach,,-2.9,8.4,5.2,30293,48,299,4,1.3,0.66,1728|2650|6819|11199,NQO1|GCNT1|SULT1C2|ANXA10,-1.9,0
0,1,0,0,0,0,0,-2.8,0,0,0,0,PGB:00109,M010000,1,0,PaGenBase,36,Cell-specific: COLO205,,-2.8,13,5.7,30293,24,299,3,1,0.58,6641|51084|53832,SNTB1|CRYL1|IL20RA,-1.8,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,PGB:00050,M001000,1,0,PaGenBase,36,Tissue-specific: trachea,,-2.7,5.6,4.4,30293,91,299,5,1.7,0.74,638|1302|3934|5284|8190,BIK|COL11A2|LCN2|PIGR|MIA,-1.7,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,PGB:00165,M000001,1,0,PaGenBase,36,Cell-specific: BDCA4+ Dentritic Cells,,-2.6,7.2,4.7,30293,56,300,4,1.3,0.66,2317|27242|29988|55829,FLNB|TNFRSF21|SLC2A8|SELENOS,-1.7,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,PGB:00025,M000100,1,0,PaGenBase,36,Tissue-specific: pancreas,,-2.5,3.3,3.6,30293,245,300,8,2.7,0.93,598|5644|5645|5646|6690|7076|92745|113220,BCL2L1|PRSS1|PRSS2|PRSS3|SPINK1|TIMP1|SLC38A5|KIF12,-1.6,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,PGB:00065,M000010,1,0,PaGenBase,36,Tissue-specific: Breast,,-2.4,4,3.7,30293,150,300,6,2,0.81,3084|5744|10865|23022|23531|56937,NRG1|PTHLH|ARID5A|PALLD|MMD|PMEPA1,-1.6,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,PGB:00022,M001000,1,0,PaGenBase,36,Tissue-specific: adrenal gland,,-2.4,3.5,3.6,30293,201,299,7,2.3,0.87,2516|2811|3604|4856|6689|9235|25966,NR5A1|GP1BA|TNFRSF9|CCN3|SPIB|IL32|C2CD2,-1.6,0
0,0,1,0,1,0,0,0,-2.4,0,-2.4,0,PGB:00067,M001010,2,0,PaGenBase,36,Cell-specific: Brain cell,,-2.4,6,4.1,30293,67,299,4,1.3,0.66,3486|5743|57552|81035,IGFBP3|PTGS2|NCEH1|COLEC12,-1.5,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,PGB:00053,M001000,1,0,PaGenBase,36,Cell-specific: NHEK,,-2.3,2.7,3.3,30293,377,299,10,3.3,1,1080|1302|2526|4050|5698|6621|6774|22809|54625|388591,CFTR|COL11A2|FUT4|LTB|PSMB9|SNAPC4|STAT3|ATF5|PARP14|RNF207,-1.5,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,PGB:00016,M001000,1,0,PaGenBase,36,Tissue-specific: thymus,,-2.3,3.4,3.4,30293,211,299,7,2.3,0.87,1117|2533|3604|4050|7092|55008|55275,CHI3L2|FYB1|TNFRSF9|LTB|TLL1|HERC6|VPS53,-1.5,0
0,0,0,0,1,0,0,0,0,0,-2,0,PGB:00072,M000010,1,0,PaGenBase,36,Tissue-specific: uterus,,-2,4.9,3.5,30293,83,300,4,1.3,0.66,1264|4319|9260|80045,CNN1|MMP10|PDLIM7|GPR157,-1.3,0
