_MEMBER_modules_epi_black_sorted_top300,_MEMBER_modules_epi_blue_sorted_top300,_MEMBER_modules_epi_pink_sorted_top300,_MEMBER_modules_epi_red_sorted_top300,_MEMBER_modules_epi_turquoise_sorted_top300,_MEMBER_modules_epi_yellow_sorted_top300,_LogP_modules_epi_black_sorted_top300,_LogP_modules_epi_blue_sorted_top300,_LogP_modules_epi_pink_sorted_top300,_LogP_modules_epi_red_sorted_top300,_LogP_modules_epi_turquoise_sorted_top300,_LogP_modules_epi_yellow_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,1,0,1,1,-2.4,0,-7.5,0,-3.1,-3.9,M39021,M101011,4,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS BRAIN IMMUNE,,-7.5,8.2,8.8,30293,148,299,12,4,1.1,567|972|2533|3105|4050|5696|5698|5720|5721|6892|9235|10410,B2M|CD74|FYB1|HLA-A|LTB|PSMB8|PSMB9|PSME1|PSME2|TAPBP|IL32|IFITM3,-5.5,0
1,1,1,0,0,0,-3.9,-3.2,-7.5,0,0,0,M41655,M111000,3,0,Cell Type Signatures,7,TRAVAGLINI LUNG GOBLET CELL,,-7.5,8.2,8.8,30293,148,299,12,4,1.1,638|718|3486|3934|5284|5699|6558|8743|9536|9957|55620|171177,BIK|C3|IGFBP3|LCN2|PIGR|PSMB10|SLC12A2|TNFSF10|PTGES|HS3ST1|STAP2|RHOV,-5.5,0
0,0,1,1,1,1,0,0,-7.5,-3.5,-6.6,-3.5,M40005,M001111,4,0,Cell Type Signatures,7,BUSSLINGER ESOPHAGEAL DENDRITIC CELLS,,-7.5,6.6,8.2,30293,214,299,14,4.7,1.2,101|157|567|972|1520|4050|5743|7128|7805|9144|9308|51522|58191|83593,ADAM8|GRK3|B2M|CD74|CTSS|LTB|PTGS2|TNFAIP3|LAPTM5|SYNGR2|CD83|TMEM14C|CXCL16|RASSF5,-5.5,0
1,1,0,1,0,1,-3.4,-6,0,-2.3,0,-7.5,M39238,M110101,4,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C19 COLLECTING DUCT INTERCALATED CELLS TYPE A MEDULLA,,-7.5,5.3,7.7,30293,326,300,17,5.7,1.3,71|394|481|754|824|966|3606|3716|6990|9289|9516|10550|10627|11059|23190|51474|103910,ACTG1|ARHGAP5|ATP1B1|PTTG1IP|CAPN2|CD59|IL18|JAK1|DYNLT3|ADGRG1|LITAF|ARL6IP5|MYL12A|WWP1|UBXN4|LIMA1|MYL12B,-5.5,0
0,1,0,0,0,0,0,-7.5,0,0,0,0,M40009,M010000,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC PPP1R1B POSITIVE CELLS,,-7.5,9.2,9,30293,121,299,11,3.7,1.1,1191|1915|1933|1937|1938|3615|4069|6819|7103|10399|51280,CLU|EEF1A1|EEF1B2|EEF1G|EEF2|IMPDH2|LYZ|SULT1C2|TSPAN8|RACK1|GOLM1,-5.4,0
1,1,0,1,1,1,-4,-4.5,0,-6.2,-3.5,-7.4,M41679,M110111,5,0,Cell Type Signatures,7,TRAVAGLINI LUNG MESOTHELIAL CELL,,-7.4,3.7,7,30293,649,300,24,8,1.6,822|1948|2017|2051|2150|2317|3606|5738|5792|5872|6277|7050|7262|9334|9540|10544|11282|23780|27242|51100|55858|58472|116984|140576,CAPG|EFNB2|CTTN|EPHB6|F2RL1|FLNB|IL18|PTGFRN|PTPRF|RAB13|S100A6|TGIF1|PHLDA2|B4GALT5|TP53I3|PROCR|MGAT4B|APOL2|TNFRSF21|SH3GLB1|TMEM165|SQOR|ARAP2|S100A16,-5.4,0
0,0,0,1,0,0,0,0,0,-7.4,0,0,M40145,M000100,1,0,Cell Type Signatures,7,DESCARTES FETAL ADRENAL CSH1 CSH2 POSITIVE CELLS,,-7.4,6.5,8.1,30293,218,300,14,4.7,1.2,827|2153|2878|3691|3856|3875|6286|9518|53405|54845|54869|84951|145501|168002,CAPN6|F5|GPX3|ITGB4|KRT8|KRT18|S100P|GDF15|CLIC5|ESRP1|EPS8L1|TNS4|ISM2|DACT2,-5.4,0
0,1,0,1,0,0,0,-4.3,0,-7.3,0,0,M39148,M010100,2,0,Cell Type Signatures,7,GAO SMALL INTESTINE 24W C4 ENTEROCYTE PROGENITOR SUBTYPE 2,,-7.3,10,9.3,30293,97,300,10,3.3,1,4485|5267|5476|5646|7448|9056|57462|79589|162417|388588,MST1|SERPINA4|CTSA|PRSS3|VTN|SLC7A7|MYORG|RNF128|NAGS|SMIM1,-5.4,0
0,0,0,0,1,0,0,0,0,0,-7.3,0,M39069,M000010,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HDA2,,-7.3,4.1,7.2,30293,513,300,21,7,1.5,1809|2774|3831|4131|4133|4644|5293|6509|7280|7846|8851|10231|10409|10962|22885|23710|26047|27092|65009|84446|90874,DPYSL3|GNAL|KLC1|MAP1B|MAP2|MYO5A|PIK3CD|SLC1A4|TUBB2A|TUBA1A|CDK5R1|RCAN2|BASP1|MLLT11|ABLIM3|GABARAPL1|CNTNAP2|CACNG4|NDRG4|BRSK1|ZNF697,-5.3,0
0,0,1,0,0,0,0,0,-7.3,0,0,0,M39152,M001000,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE 24W C1 DCLK1POS PROGENITOR,,-7.3,10,9.2,30293,99,299,10,3.3,1,716|718|1307|1435|2537|3437|4599|7412|81035|144165,C1S|C3|COL16A1|CSF1|IFI6|IFIT3|MX1|VCAM1|COLEC12|PRICKLE1,-5.3,0
1,1,0,1,1,1,-3.9,-4.6,0,-7.1,-4.6,-3.9,M39321,M110111,5,0,Cell Type Signatures,7,CUI DEVELOPING HEART VASCULAR ENDOTHELIAL CELL,,-7.1,6.8,8.1,30293,193,300,13,4.3,1.2,334|633|1471|2896|3485|3783|4054|4237|7832|8848|9022|10956|81621,APLP2|BGN|CST3|GRN|IGFBP2|KCNN4|LTBP3|MFAP2|BTG2|TSC22D1|CLIC3|OS9|KAZALD1,-5.2,0
0,1,0,0,0,0,0,-7.1,0,0,0,0,M40026,M010000,1,0,Cell Type Signatures,7,BUSSLINGER DUODENAL TRANSIT AMPLIFYING CELLS,,-7.1,6.8,8.1,30293,194,299,13,4.3,1.2,216|292|1891|1915|1933|1937|1938|4128|7184|10399|10551|51280|51386,ALDH1A1|SLC25A5|ECH1|EEF1A1|EEF1B2|EEF1G|EEF2|MAOA|HSP90B1|RACK1|AGR2|GOLM1|EIF3L,-5.2,0
0,0,0,1,1,1,0,0,0,-6.2,-7.1,-2.5,M39122,M000111,3,0,Cell Type Signatures,7,AIZARANI LIVER C21 STELLATE CELLS 1,,-7.1,6.8,8.1,30293,194,300,13,4.3,1.2,87|390|800|3491|3680|3688|3726|4131|5947|7077|7171|23022|439921,ACTN1|RND3|CALD1|CCN1|ITGA9|ITGB1|JUNB|MAP1B|RBP1|TIMP2|TPM4|PALLD|MXRA7,-5.1,0
1,1,0,1,0,1,-5.5,-7,0,-4.2,0,-7,M39229,M110101,4,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C10 THIN ASCENDING LIMB,,-7,4.9,7.3,30293,353,299,17,5.7,1.3,292|476|678|1915|1938|2923|3030|4128|7184|8763|9071|10399|51280|57509|64798|81618|84418,SLC25A5|ATP1A1|ZFP36L2|EEF1A1|EEF2|PDIA3|HADHA|MAOA|HSP90B1|CD164|CLDN10|RACK1|GOLM1|MTUS1|DEPTOR|ITM2C|CYSTM1,-5.1,0
1,1,1,1,1,1,-5.6,-2.3,-2.8,-5,-7,-7,M39039,M111111,6,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 1,,-7,4.4,7.1,30293,440,300,19,6.3,1.4,1000|1004|1906|3491|5947|5998|6509|7171|10763|22885|22979|23129|25780|26064|29995|56920|57493|84617|115908,CDH2|CDH6|EDN1|CCN1|RBP1|RGS3|SLC1A4|TPM4|NES|ABLIM3|EFR3B|PLXND1|RASGRP3|RAI14|LMCD1|SEMA3G|HEG1|TUBB6|CTHRC1,-5.1,0
0,0,0,0,1,0,0,0,0,0,-6.9,0,M39253,M000010,1,0,Cell Type Signatures,7,MENON FETAL KIDNEY 3 STROMAL CELLS,,-6.9,11,9.2,30293,81,300,9,3,0.98,800|3371|3688|5947|7171|7846|9590|23022|26064,CALD1|TNC|ITGB1|RBP1|TPM4|TUBA1A|AKAP12|PALLD|RAI14,-5,0
0,0,1,1,1,0,0,0,-2.9,-6.9,-2.9,0,M40033,M001110,3,0,Cell Type Signatures,7,BUSSLINGER DUODENAL TUFT CELLS,,-6.9,11,9.2,30293,81,300,9,3,0.98,1396|3856|3875|5265|26085|28959|55365|57326|401145,CRIP1|KRT8|KRT18|SERPINA1|KLK13|TMEM176B|TMEM176A|PBXIP1|CCSER1,-5,0
1,0,1,0,0,0,-6.9,0,-3.4,0,0,0,M41660,M101000,2,0,Cell Type Signatures,7,TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 2 CELL,,-6.9,8.2,8.4,30293,136,300,11,3.7,1.1,374|650|2920|2921|3162|4792|6648|7035|11254|55332|81615,AREG|BMP2|CXCL2|CXCL3|HMOX1|NFKBIA|SOD2|TFPI|SLC6A14|DRAM1|TMEM163,-5,0
1,0,0,1,1,1,-2.5,0,0,-6.8,-4.5,-3.2,M39236,M100111,4,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C17 COLLECTING SYSTEM PCS STRESSED DISSOC SUBSET,,-6.8,5.9,7.6,30293,240,300,14,4.7,1.2,1958|2353|2878|3880|5071|5209|7832|8491|9518|23303|55075|57488|90550|401145,EGR1|FOS|GPX3|KRT19|PRKN|PFKFB3|BTG2|MAP4K3|GDF15|KIF13B|UACA|ESYT2|MCU|CCSER1,-4.9,0
0,0,0,0,1,0,0,0,0,0,-6.8,0,M39288,M000010,1,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM IMMATURE NEURONS,,-6.8,8,8.3,30293,139,300,11,3.7,1.1,547|1809|2664|2782|3831|4131|7280|7846|10409|22979|23208,KIF1A|DPYSL3|GDI1|GNB1|KLC1|MAP1B|TUBB2A|TUBA1A|BASP1|EFR3B|SYT11,-4.9,0
0,0,0,1,1,1,0,0,0,-2.5,-6.8,-2.5,M41672,M000111,3,0,Cell Type Signatures,7,TRAVAGLINI LUNG VASCULAR SMOOTH MUSCLE CELL,,-6.8,13,9.6,30293,61,300,8,2.7,0.93,87|800|1004|1264|6876|7171|9260|10231,ACTN1|CALD1|CDH6|CNN1|TAGLN|TPM4|PDLIM7|RCAN2,-4.9,0
1,0,1,1,1,1,-3.3,0,-2.5,-2.5,-6.8,-2.5,M39322,M101111,5,0,Cell Type Signatures,7,CUI DEVELOPING HEART VALVAR ENDOTHELIAL CELL,,-6.8,7.9,8.2,30293,141,300,11,3.7,1.1,467|960|5744|7280|7286|7980|10085|10865|23710|26353|27295,ATF3|CD44|PTHLH|TUBB2A|TUFT1|TFPI2|EDIL3|ARID5A|GABARAPL1|HSPB8|PDLIM3,-4.9,0
1,1,0,1,0,0,-2.3,-6.8,0,-4.8,0,0,M39255,M110100,3,0,Cell Type Signatures,7,MENON FETAL KIDNEY 5 PROXIMAL TUBULE CELLS,,-6.8,9,8.5,30293,112,299,10,3.3,1,174|1191|2109|3030|6414|6519|8763|9368|51390|55937,AFP|CLU|ETFB|HADHA|SELENOP|SLC3A1|CD164|NHERF1|AIG1|APOM,-4.9,0
0,1,1,1,0,1,0,-6.7,-2.3,-4.6,0,-4,M39074,M011101,4,0,Cell Type Signatures,7,ZHONG PFC MAJOR TYPES ASTROCYTES,,-6.7,5,7.2,30293,325,299,16,5.4,1.3,230|678|1191|1312|1595|2752|5033|5360|7108|9071|9368|10099|25840|51084|51144|81618,ALDOC|ZFP36L2|CLU|COMT|CYP51A1|GLUL|P4HA1|PLTP|TM7SF2|CLDN10|NHERF1|TSPAN3|TMT1A|CRYL1|HSD17B12|ITM2C,-4.9,0
0,0,0,1,1,1,0,0,0,-4.5,-2.1,-6.6,M41750,M000111,3,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE FBN1 FAP CELLS,,-6.6,5.2,7.2,30293,289,300,15,5,1.3,71|1462|2335|3423|4323|5937|6277|6282|6284|10544|10550|23190|51474|55829|80762,ACTG1|VCAN|FN1|IDS|MMP14|RBMS1|S100A6|S100A11|S100A13|PROCR|ARL6IP5|UBXN4|LIMA1|SELENOS|NDFIP1,-4.8,0
0,1,0,1,1,1,0,-6.6,0,-5.7,-2,-2.7,M39308,M010111,4,0,Cell Type Signatures,7,CUI DEVELOPING HEART TRABECULAR ATRIAL CARDIOMYOCYTE,,-6.6,6.8,7.8,30293,179,299,12,4,1.1,476|682|1515|1595|2923|4758|5033|7184|8763|51109|54504|79971,ATP1A1|BSG|CTSV|CYP51A1|PDIA3|NEU1|P4HA1|HSP90B1|CD164|RDH11|CPVL|WLS,-4.7,0
0,1,0,1,0,0,0,-5.1,0,-6.6,0,0,M39271,M010100,2,0,Cell Type Signatures,7,HU FETAL RETINA RPE,,-6.6,5.2,7.2,30293,292,300,15,5,1.3,334|348|351|652|894|1471|3856|3875|4054|10276|10577|11145|51171|55075|57326,APLP2|APOE|APP|BMP4|CCND2|CST3|KRT8|KRT18|LTBP3|NET1|NPC2|PLAAT3|HSD17B14|UACA|PBXIP1,-4.7,0
0,0,0,0,1,0,0,0,0,0,-6.5,0,M39065,M000010,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRN,,-6.5,4.8,7,30293,335,300,16,5.3,1.3,390|1809|3797|3831|4131|4133|4644|7746|8851|8905|10085|10409|10656|10962|90874|201191,RND3|DPYSL3|KIF3C|KLC1|MAP1B|MAP2|MYO5A|ZSCAN9|CDK5R1|AP1S2|EDIL3|BASP1|KHDRBS3|MLLT11|ZNF697|SAMD14,-4.7,0
0,0,0,0,1,0,0,0,0,0,-6.5,0,M39063,M000010,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HNBM,,-6.5,5.1,7.1,30293,295,300,15,5,1.3,390|1809|3831|4131|4133|7746|7846|10085|10745|10962|23710|25822|57060|64780|140685,RND3|DPYSL3|KLC1|MAP1B|MAP2|ZSCAN9|TUBA1A|EDIL3|PHTF1|MLLT11|GABARAPL1|DNAJB5|PCBP4|MICAL1|ZBTB46,-4.7,0
0,1,1,1,1,0,0,-5.1,-3.7,-4.4,-6.5,0,M41675,M011110,4,0,Cell Type Signatures,7,TRAVAGLINI LUNG ADVENTITIAL FIBROBLAST CELL,,-6.5,5.1,7.1,30293,296,300,15,5,1.3,220|960|1809|1843|3491|3726|5744|6498|7077|8460|9590|23710|26353|57142|84617,ALDH1A3|CD44|DPYSL3|DUSP1|CCN1|JUNB|PTHLH|SKIL|TIMP2|TPST1|AKAP12|GABARAPL1|HSPB8|RTN4|TUBB6,-4.7,0
1,0,1,0,1,1,-4.1,0,-6.5,0,-2.8,-5.6,M39124,M101011,4,0,Cell Type Signatures,7,AIZARANI LIVER C23 KUPFFER CELLS 3,,-6.5,6,7.4,30293,221,299,13,4.3,1.2,1520|2533|3684|5724|5743|7097|7127|7133|7805|10475|10970|150372|255488,CTSS|FYB1|ITGAM|PTAFR|PTGS2|TLR2|TNFAIP2|TNFRSF1B|LAPTM5|TRIM38|CKAP4|NFAM1|RNF144B,-4.6,0
1,0,0,0,0,0,-6.5,0,0,0,0,0,M39280,M100000,1,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM RESPIRATORY SECRETORY CELLS,,-6.5,21,11,30293,29,300,6,2,0.81,2919|2920|2921|3576|124220|135112,CXCL1|CXCL2|CXCL3|CXCL8|ZG16B|NCOA7,-4.6,0
0,1,0,0,0,0,0,-6.4,0,0,0,0,M40031,M010000,1,0,Cell Type Signatures,7,BUSSLINGER DUODENAL GOBLET CELLS,,-6.4,32,12,30293,16,299,5,1.7,0.74,4069|7033|8537|10551|83998,LYZ|TFF3|BCAS1|AGR2|REG4,-4.6,0
1,1,0,1,0,0,-2.9,-4,0,-6.4,0,0,M39278,M110100,3,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM SUSTENTACULAR CELLS,,-6.4,15,9.6,30293,47,300,7,2.3,0.87,3856|3875|3880|4586|6286|10103|23584,KRT8|KRT18|KRT19|MUC5AC|S100P|TSPAN1|VSIG2,-4.6,0
0,0,1,0,0,0,0,0,-6.4,0,0,0,M40143,M001000,1,0,Cell Type Signatures,7,DESCARTES MAIN FETAL ANTIGEN PRESENTING CELLS,,-6.4,7.2,7.7,30293,154,299,11,3.7,1.1,101|972|3604|3627|9111|9873|23180|27074|57458|83637|259307,ADAM8|CD74|TNFRSF9|CXCL10|NMI|FCHSD2|RFTN1|LAMP3|TMCC3|ZMIZ2|IL4I1,-4.6,0
0,0,1,0,0,0,0,0,-6.4,0,0,0,M40127,M001000,1,0,Cell Type Signatures,7,DESCARTES MAIN FETAL CCL19 CCL21 POSITIVE CELLS,,-6.4,5.4,7.1,30293,263,299,14,4.7,1.2,716|1435|2526|2907|4791|4794|5971|7128|7412|10741|57722|79139|79140|91107,C1S|CSF1|FUT4|GRINA|NFKB2|NFKBIE|RELB|TNFAIP3|VCAM1|RBBP9|IGDCC4|DERL1|CCDC28B|TRIM47,-4.6,0
1,1,0,0,1,0,-2.1,-6.4,0,0,-2.7,0,M41747,M110010,3,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE PCV ENDOTHELIAL CELLS,,-6.4,5.9,7.3,30293,225,299,13,4.3,1.2,678|1075|1191|1915|1975|4059|4061|7048|9452|10397|51162|57509|84418,ZFP36L2|CTSC|CLU|EEF1A1|EIF4B|BCAM|LY6E|TGFBR2|ITM2A|NDRG1|EGFL7|MTUS1|CYSTM1,-4.5,0
1,1,0,1,0,0,-2.6,-3.2,0,-6.4,0,0,M41651,M110100,3,0,Cell Type Signatures,7,TRAVAGLINI LUNG BASAL CELL,,-6.4,6.4,7.5,30293,188,300,12,4,1.1,360|558|894|2034|3485|3691|3783|3866|7076|8848|27122|84951,AQP3|AXL|CCND2|EPAS1|IGFBP2|ITGB4|KCNN4|KRT15|TIMP1|TSC22D1|DKK3|TNS4,-4.5,0
0,0,0,1,1,0,0,0,0,-3,-6.3,0,M39246,M000110,2,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C27 VASCULAR SMOOTH MUSCLE CELLS AND PERICYTES,,-6.3,7.2,7.7,30293,155,300,11,3.7,1.1,467|800|1843|2316|3726|5074|6876|9590|9693|10231|23022,ATF3|CALD1|DUSP1|FLNA|JUNB|PAWR|TAGLN|AKAP12|RAPGEF2|RCAN2|PALLD,-4.5,0
1,0,1,0,0,0,-5.3,0,-6.3,0,0,0,M39131,M101000,2,0,Cell Type Signatures,7,AIZARANI LIVER C32 MVECS 3,,-6.3,8.1,7.9,30293,125,299,10,3.3,1,567|684|3105|6373|7412|8542|8743|9235|10410|54625,B2M|BST2|HLA-A|CXCL11|VCAM1|APOL1|TNFSF10|IL32|IFITM3|PARP14,-4.5,0
1,0,1,0,1,0,-5.4,0,-6.3,0,-6.3,0,M41666,M101010,3,0,Cell Type Signatures,7,TRAVAGLINI LUNG CAPILLARY INTERMEDIATE 1 CELL,,-6.3,7.1,7.6,30293,158,299,11,3.7,1.1,94|972|1435|3384|3459|6376|9144|9235|9308|23555|79683,ACVRL1|CD74|CSF1|ICAM2|IFNGR1|CX3CL1|SYNGR2|IL32|CD83|TSPAN15|ZDHHC14,-4.5,0
0,1,0,1,1,0,0,-6.3,0,-2.4,-2.4,0,M41748,M010110,3,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE SATELLITE CELLS,,-6.3,4.9,6.9,30293,310,299,15,5,1.3,216|341|1191|1312|1915|1933|1938|2752|3030|3615|3646|10399|26355|51386|83939,ALDH1A1|APOC1|CLU|COMT|EEF1A1|EEF1B2|EEF2|GLUL|HADHA|IMPDH2|EIF3E|RACK1|FAM162A|EIF3L|EIF2A,-4.5,0
1,1,0,1,1,1,-2.6,-3.9,0,-3.9,-5.4,-6.2,M41718,M110111,5,0,Cell Type Signatures,7,FAN OVARY CL16 LYMPHATIC ENDOTHELIAL CELL,,-6.2,5.7,7.1,30293,232,300,13,4.3,1.2,389|966|977|2335|5504|6277|9592|10544|10627|54741|103910|140576|221035,RHOC|CD59|CD151|FN1|PPP1R2|S100A6|IER2|PROCR|MYL12A|LEPROT|MYL12B|S100A16|REEP3,-4.4,0
1,0,1,0,0,1,-2.9,0,-2.3,0,0,-6.2,M41714,M101001,3,0,Cell Type Signatures,7,FAN OVARY CL12 T LYMPHOCYTE NK CELL 2,,-6.2,6.9,7.5,30293,161,300,11,3.7,1.1,391|998|3716|5504|6277|6282|8407|10109|11214|23471|51646,RHOG|CDC42|JAK1|PPP1R2|S100A6|S100A11|TAGLN2|ARPC2|AKAP13|TRAM1|YPEL5,-4.4,0
1,1,0,1,1,0,-2.1,-3.5,0,-6.1,-3.4,0,M39055,M110110,4,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL2A,,-6.1,3.5,6.3,30293,600,300,21,7,1.5,1182|1471|1958|2040|2353|3485|4035|4240|7018|7089|9138|10253|10577|27122|55824|57326|57462|57537|81628|284111|341019,CLCN3|CST3|EGR1|STOM|FOS|IGFBP2|LRP1|MFGE8|TF|TLE2|ARHGEF1|SPRY2|NPC2|DKK3|PAG1|PBXIP1|MYORG|SORCS2|TSC22D4|SLC13A5|DCDC1,-4.4,0
0,1,0,0,0,1,0,-6.1,0,0,0,-3.5,M41662,M010001,2,0,Cell Type Signatures,7,TRAVAGLINI LUNG ARTERY CELL,,-6.1,7.7,7.7,30293,131,299,10,3.3,1,476|1075|2752|5360|5801|9071|10217|29116|51144|54810,ATP1A1|CTSC|GLUL|PLTP|PTPRR|CLDN10|CTDSPL|MYLIP|HSD17B12|GIPC2,-4.3,0
1,0,1,0,1,0,-2.5,0,-3.6,0,-6.1,0,M39166,M101010,3,0,Cell Type Signatures,7,GAO LARGE INTESTINE ADULT CI MESENCHYMAL CELLS,,-6.1,4.5,6.6,30293,361,300,16,5.3,1.3,241|4478|4644|6509|8676|8728|10409|11010|23433|25780|51177|55454|84230|84446|122786|170954,ALOX5AP|MSN|MYO5A|SLC1A4|STX11|ADAM19|BASP1|GLIPR1|RHOQ|RASGRP3|PLEKHO1|CSGALNACT2|LRRC8C|BRSK1|FRMD6|PPP1R18,-4.3,0
1,1,0,1,0,1,-2.7,-4,0,-6.1,0,-6.1,M39227,M110101,4,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C8 DECENDING THIN LIMB,,-6.1,5.1,6.8,30293,278,300,14,4.7,1.2,334|1832|1958|3856|3875|5209|5265|7009|7076|7178|8848|9518|9528|9741,APLP2|DSP|EGR1|KRT8|KRT18|PFKFB3|SERPINA1|TMBIM6|TIMP1|TPT1|TSC22D1|GDF15|TMEM59|LAPTM4A,-4.3,0
0,0,0,1,1,0,0,0,0,-2.3,-6.1,0,M39067,M000110,2,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HDA,,-6.1,3.8,6.3,30293,506,300,19,6.3,1.4,1809|2774|4131|4133|4644|6509|7846|8609|8851|8905|9590|10085|10409|10962|51339|64207|90874|127829|201191,DPYSL3|GNAL|MAP1B|MAP2|MYO5A|SLC1A4|TUBA1A|KLF7|CDK5R1|AP1S2|AKAP12|EDIL3|BASP1|MLLT11|DACT1|IRF2BPL|ZNF697|ARL8A|SAMD14,-4.3,0
1,1,0,1,0,1,-3.4,-6.1,0,-5.3,0,-4.6,M39237,M110101,4,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C18 COLLECTING DUCT PRINCIPAL CELLS MEDULLA,,-6.1,4.7,6.7,30293,322,299,15,5,1.3,1191|1915|1938|2923|3030|7184|8763|9121|10397|10399|23446|57509|81618|84418|114569,CLU|EEF1A1|EEF2|PDIA3|HADHA|HSP90B1|CD164|SLC16A5|NDRG1|RACK1|SLC44A1|MTUS1|ITM2C|CYSTM1|MAL2,-4.3,0
0,1,0,1,0,0,0,-6,0,-4.9,0,0,M40001,M010100,2,0,Cell Type Signatures,7,BUSSLINGER ESOPHAGEAL QUIESCENT BASAL CELLS,,-6,11,8.4,30293,77,299,8,2.7,0.93,678|1191|1915|1937|1938|1975|2752|10399,ZFP36L2|CLU|EEF1A1|EEF1G|EEF2|EIF4B|GLUL|RACK1,-4.3,0
1,0,0,1,0,1,-6,0,0,-2.2,0,-2.8,M39230,M100101,3,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C11 THIN ASCENDING LIMB,,-6,6.6,7.3,30293,169,300,11,3.7,1.1,102|2120|2131|6648|6840|7035|23286|55757|64759|65983|135112,ADAM10|ETV6|EXT1|SOD2|SVIL|TFPI|WWC1|UGGT2|TNS3|GRAMD2B|NCOA7,-4.2,0
0,0,0,1,1,0,0,0,0,-2.6,-6,0,M39066,M000110,2,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HNBML5,,-6,3.9,6.3,30293,465,300,18,6,1.4,1809|3831|4131|4133|6624|8609|8851|10336|10409|10962|22885|23413|26047|51339|64207|65009|90874|201191,DPYSL3|KLC1|MAP1B|MAP2|FSCN1|KLF7|CDK5R1|PCGF3|BASP1|MLLT11|ABLIM3|NCS1|CNTNAP2|DACT1|IRF2BPL|NDRG4|ZNF697|SAMD14,-4.2,0
0,1,1,1,0,0,0,-3.2,-2.8,-5.9,0,0,M39168,M011100,3,0,Cell Type Signatures,7,MURARO PANCREAS ALPHA CELL,,-5.9,3.6,6.1,30293,568,300,20,6.7,1.4,1471|2159|2878|4253|5066|5174|6594|7832|7991|9528|10083|25849|28959|51171|55365|78987|79660|91947|113220|144402,CST3|F10|GPX3|MIA2|PAM|PDZK1|SMARCA1|BTG2|TUSC3|TMEM59|USH1C|PARM1|TMEM176B|HSD17B14|TMEM176A|CRELD1|PPP1R3B|ARRDC4|KIF12|CPNE8,-4.2,0
0,0,0,0,1,0,0,0,0,0,-5.9,0,M41670,M000010,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG LYMPHATIC CELL,,-5.9,5.8,7,30293,209,300,12,4,1.1,87|2004|2318|3976|4131|6624|7045|7077|9590|25780|56950|122786,ACTN1|ELK3|FLNC|LIF|MAP1B|FSCN1|TGFBI|TIMP2|AKAP12|RASGRP3|SMYD2|FRMD6,-4.1,0
0,1,0,0,1,1,0,-2.8,0,0,-5.8,-3.3,M41703,M010011,3,0,Cell Type Signatures,7,FAN OVARY CL1 GPRC5A TNFRS12A HIGH SELECTABLE FOLLICLE STROMAL CELL,,-5.8,4.3,6.4,30293,380,300,16,5.3,1.3,800|1407|4131|5074|5516|7321|7798|7846|8682|9590|23022|27295|29940|57142|81631|84617,CALD1|CRY1|MAP1B|PAWR|PPP2CB|UBE2D1|LUZP1|TUBA1A|PEA15|AKAP12|PALLD|PDLIM3|DSE|RTN4|MAP1LC3B|TUBB6,-4.1,0
0,0,0,0,1,0,0,0,0,0,-5.8,0,M39274,M000010,1,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM FIBROBLASTS STROMAL CELLS,,-5.8,9.9,8,30293,82,300,8,2.7,0.93,800|3491|6876|7045|7077|9590|11010|56892,CALD1|CCN1|TAGLN|TGFBI|TIMP2|AKAP12|GLIPR1|TCIM,-4.1,0
