_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,1,1,1,1,0,0,0,-6.7,-3,-4.9,-6.3,-3,0,GO:0031344,regulation of cell projection organization,M00111110,5,0
1,0,1,1,1,1,0,0,-2.4,0,-3.9,-5.6,-4.8,-5.1,0,0,GO:0045785,positive regulation of cell adhesion,M10111100,5,0
1,0,1,1,1,1,0,0,-2.2,0,-2.5,-2.6,-4,-2.1,0,0,GO:0040013,negative regulation of locomotion,M10111100,5,0
0,0,1,1,1,1,0,0,0,0,-3,-2.4,-6.2,-2,0,0,GO:0007409,axonogenesis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-5.3,-5.3,-11,-6.4,0,0,GO:2000147,positive regulation of cell motility,M00111100,4,0
1,0,1,1,0,1,0,0,-3.1,0,-3.5,-2.8,0,-3,0,0,GO:0036293,response to decreased oxygen levels,M10110100,4,0
1,0,0,1,1,1,0,0,-2.6,0,0,-3.8,-5,-2.9,0,0,hsa05200,Pathways in cancer,M10011100,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.4,-6.6,-4,0,-2.1,WP4816,TGF beta receptor signaling in skeletal dysplasias,M00011101,4,0
0,0,1,0,1,1,1,0,0,0,-3.5,0,-3.8,-6,-3.2,0,GO:0010975,regulation of neuron projection development,M00101110,4,0
0,0,1,1,1,1,0,0,0,0,-4.6,-4.7,-2.9,-4,0,0,GO:0042330,taxis,M00111100,4,0
1,1,0,0,0,1,0,1,-2.1,-2.8,0,0,0,-2.5,0,-3,GO:0001822,kidney development,M11000101,4,0
0,1,1,0,1,1,0,0,0,-3.6,-3.4,0,-2.2,-3.7,0,0,GO:0098657,import into cell,M01101100,4,0
0,0,0,1,1,1,0,1,0,0,0,-3.2,-5,-4.1,0,-3.3,GO:0045596,negative regulation of cell differentiation,M00011101,4,0
0,1,1,0,1,1,0,0,0,-2.9,-2.2,0,-2.7,-3.2,0,0,M3468,NABA ECM REGULATORS,M01101100,4,0
0,1,0,1,1,1,0,0,0,-2.4,0,-2.2,-2.4,-3.9,0,0,GO:0061041,regulation of wound healing,M01011100,4,0
0,0,1,0,1,1,0,1,0,0,-2.5,0,-9.5,-2.1,0,-2.6,GO:0061061,muscle structure development,M00101101,4,0
1,1,0,0,1,1,0,0,-2.2,-3.4,0,0,-2.3,-2.1,0,0,GO:0003013,circulatory system process,M11001100,4,0
1,0,0,1,1,1,0,0,-2,0,0,-3.3,-5.7,-2.7,0,0,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M10011100,4,0
0,0,1,1,0,1,0,1,0,0,-2.8,-2.5,0,-2.4,0,-2.1,hsa04621,NOD-like receptor signaling pathway,M00110101,4,0
0,0,1,0,1,1,1,0,0,0,-2.5,0,-3.8,-3,-2.7,0,GO:0046903,secretion,M00101110,4,0
1,1,0,0,1,1,0,0,-2.7,-2,0,0,-2.8,-2.1,0,0,GO:0009991,response to extracellular stimulus,M11001100,4,0
0,1,0,1,1,1,0,0,0,-3.1,0,-3.4,-13,-2.6,0,0,GO:0097435,supramolecular fiber organization,M01011100,4,0
1,0,1,1,1,0,0,0,-2.9,0,-2.3,-2.5,-2.1,0,0,0,GO:0071417,cellular response to organonitrogen compound,M10111000,4,0
0,0,1,1,1,1,0,0,0,0,-2.7,-3.5,-3.4,-3.1,0,0,GO:0001934,positive regulation of protein phosphorylation,M00111100,4,0
0,0,0,1,1,1,0,1,0,0,0,-3.5,-4.4,-2.9,0,-2.3,GO:2001233,regulation of apoptotic signaling pathway,M00011101,4,0
0,0,1,1,1,1,0,0,0,0,-2.2,-4.2,-3.7,-3.4,0,0,GO:0031401,positive regulation of protein modification process,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.5,-2.8,-3.6,-3.3,0,0,GO:0010562,positive regulation of phosphorus metabolic process,M00111100,4,0
1,0,0,1,1,1,0,0,-2.2,0,0,-3.4,-2.8,-2.6,0,0,GO:1902532,negative regulation of intracellular signal transduction,M10011100,4,0
0,0,1,0,1,1,0,1,0,0,-2.5,0,-6,-4.1,0,-4.7,GO:0043062,extracellular structure organization,M00101101,4,0
1,1,0,1,0,0,1,0,-7,-2.5,0,-3.6,0,0,-4.1,0,R-HSA-556833,Metabolism of lipids,M11010010,4,0
0,1,0,1,1,1,0,0,0,-3.4,0,-2.7,-7.4,-3.9,0,0,R-HSA-109582,Hemostasis,M01011100,4,0
0,1,0,1,1,0,1,0,0,-3.2,0,-3.5,-9.6,0,-2.4,0,GO:0042060,wound healing,M01011010,4,0
1,1,0,0,0,0,1,1,-2.2,-2.2,0,0,0,0,-3.4,-2.4,hsa01240,Biosynthesis of cofactors,M11000011,4,0
1,0,0,1,1,1,0,0,-2.1,0,0,-2.5,-7.2,-3.5,0,0,GO:0002009,morphogenesis of an epithelium,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-3,-3.4,-5.5,-2,0,0,GO:0032989,cellular anatomical entity morphogenesis,M00111100,4,0
1,1,1,0,1,0,0,0,-7.9,-2.6,-4.1,0,-4.8,0,0,0,GO:0007167,enzyme-linked receptor protein signaling pathway,M11101000,4,0
0,0,1,1,1,1,0,0,0,0,-4.6,-4.8,-3,-4,0,0,GO:0006935,chemotaxis,M00111100,4,0
0,1,0,1,1,1,0,0,0,-4.3,0,-3.1,-7.6,-2.2,0,0,GO:0007015,actin filament organization,M01011100,4,0
0,0,1,1,1,1,0,0,0,0,-5.6,-5.5,-12,-6.7,0,0,GO:0030335,positive regulation of cell migration,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.3,-2.3,-5.5,-2.3,0,0,GO:0048812,neuron projection morphogenesis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-6.1,-2.2,-5,-2.2,0,0,GO:0051129,negative regulation of cellular component organization,M00111100,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.3,-2.3,-4,0,-2.1,GO:0030162,regulation of proteolysis,M00011101,4,0
0,0,1,1,1,1,0,0,0,0,-3.2,-2.3,-5.4,-2.7,0,0,GO:0048858,cell projection morphogenesis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.2,-4.7,-3.7,-2.1,0,0,hsa05417,Lipid and atherosclerosis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.7,-2.8,-4,-2.1,0,0,GO:0044089,positive regulation of cellular component biogenesis,M00111100,4,0
0,1,0,1,1,1,0,0,0,-3.1,0,-5.1,-14,-2.4,0,0,GO:0030036,actin cytoskeleton organization,M01011100,4,0
0,0,1,1,1,1,0,0,0,0,-3.3,-2.3,-5.4,-2.2,0,0,GO:0120039,plasma membrane bounded cell projection morphogenesis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-5.2,-5.2,-12,-6.2,0,0,GO:0040017,positive regulation of locomotion,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-4.3,-4.5,-2.8,-4.4,0,0,GO:0040011,locomotion,M00111100,4,0
0,0,1,0,1,1,0,1,0,0,-2.6,0,-6,-4.2,0,-4.8,GO:0030198,extracellular matrix organization,M00101101,4,0
1,0,0,1,1,1,0,0,-2.1,0,0,-3.3,-5.2,-3.2,0,0,GO:0008283,cell population proliferation,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-2.1,-6.6,-4.1,-4.7,0,0,GO:0008285,negative regulation of cell population proliferation,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.6,-5,-6,-2.3,0,0,hsa05418,Fluid shear stress and atherosclerosis,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-3.4,-4.3,-3.6,-2.3,0,0,GO:0043065,positive regulation of apoptotic process,M00111100,4,0
1,1,0,0,0,0,1,1,-3.1,-2.7,0,0,0,0,-5.9,-7.6,GO:1901137,carbohydrate derivative biosynthetic process,M11000011,4,0
0,0,1,1,1,1,0,0,0,0,-4.2,-3.3,-6.5,-2.1,0,0,GO:0090066,regulation of anatomical structure size,M00111100,4,0
0,1,0,1,1,0,1,0,0,-4.1,0,-3,-2.1,0,-3.2,0,GO:0010876,lipid localization,M01011010,4,0
0,1,1,1,0,1,0,0,0,-2.9,-3.2,-2.2,0,-4.5,0,0,GO:0051336,regulation of hydrolase activity,M01110100,4,0
0,0,1,0,1,1,1,0,0,0,-3.5,0,-4.7,-2.4,-2,0,GO:0060322,head development,M00101110,4,0
0,0,1,1,1,1,0,0,0,0,-2.4,-2.3,-5.6,-3.2,0,0,GO:0010632,regulation of epithelial cell migration,M00111100,4,0
0,1,0,1,1,1,0,0,0,-2.2,0,-2.1,-2.4,-2.2,0,0,GO:0008015,blood circulation,M01011100,4,0
0,0,1,1,1,1,0,0,0,0,-3.9,-4,-6.5,-2.8,0,0,GO:0032956,regulation of actin cytoskeleton organization,M00111100,4,0
0,0,1,1,1,1,0,0,0,0,-2.4,-3.3,-3.6,-2.8,0,0,GO:0042327,positive regulation of phosphorylation,M00111100,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.9,-3.4,-3.2,0,-4.6,R-HSA-216083,Integrin cell surface interactions,M00011101,4,0
1,0,1,0,0,0,1,1,-2.8,0,-2.5,0,0,0,-3.4,-12,GO:0048193,Golgi vesicle transport,M10100011,4,0
1,0,0,1,1,1,0,0,-2.7,0,0,-4,-5.2,-2.6,0,0,WP5434,Pathways in cancer,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-2.1,-4,-4.8,-2.4,0,0,GO:0031175,neuron projection development,M00111100,4,0
1,0,1,1,1,0,0,0,-2.6,0,-2,-2.4,-3.5,0,0,0,hsa04071,Sphingolipid signaling pathway,M10111000,4,0
0,0,1,0,1,0,1,1,0,0,-2.7,0,-2.4,0,-4.1,-4.8,GO:0061024,membrane organization,M00101011,4,0
0,1,1,1,0,1,0,0,0,-4.7,-2.7,-2.3,0,-4.5,0,0,GO:1903829,positive regulation of protein localization,M01110100,4,0
1,0,0,1,1,1,0,0,-2.1,0,0,-2.5,-5.5,-4.1,0,0,WP560,TGF beta receptor signaling,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-2.5,-2.5,-2.3,-2.6,0,0,GO:1901342,regulation of vasculature development,M00111100,4,0
1,1,0,0,1,1,0,0,-2.4,-2.2,0,0,-2.5,-2.3,0,0,GO:0031667,response to nutrient levels,M11001100,4,0
0,1,0,1,1,1,0,0,0,-2.6,0,-4,-11,-4.4,0,0,GO:0009611,response to wounding,M01011100,4,0
1,1,0,0,0,0,1,1,-3.1,-2.3,0,0,0,0,-2.4,-4.2,GO:0055086,nucleobase-containing small molecule metabolic process,M11000011,4,0
0,0,1,1,1,1,0,0,0,0,-3.2,-4.2,-3.4,-2.2,0,0,GO:0043068,positive regulation of programmed cell death,M00111100,4,0
1,1,1,1,0,0,0,0,-2.1,-3.6,-3.4,-2.6,0,0,0,0,M2404,BIOCARTA PPARA PATHWAY,M11110000,4,0
0,0,1,0,1,1,1,0,0,0,-3.4,0,-3.7,-4,-2,0,GO:0051960,regulation of nervous system development,M00101110,4,0
1,0,1,0,1,1,0,0,-2.2,0,-2.1,0,-7.4,-3,0,0,GO:0000902,cell morphogenesis,M10101100,4,0
0,0,1,1,1,1,0,0,0,0,-4.2,-3.9,-5.1,-3,0,0,GO:0051493,regulation of cytoskeleton organization,M00111100,4,0
1,1,0,0,1,1,0,0,-3.1,-6.5,0,0,-2.6,-4.4,0,0,WP2882,Nuclear receptors meta pathway,M11001100,4,0
1,0,1,1,0,0,1,0,-2.8,0,-5.7,-3.4,0,0,-2.4,0,GO:0032870,cellular response to hormone stimulus,M10110010,4,0
0,0,1,1,1,1,0,0,0,0,-2.5,-2.8,-3.6,-3.3,0,0,GO:0045937,positive regulation of phosphate metabolic process,M00111100,4,0
1,0,1,1,0,1,0,0,-3.5,0,-3.2,-2.6,0,-2.8,0,0,GO:0070482,response to oxygen levels,M10110100,4,0
1,0,0,1,1,0,1,0,-2.1,0,0,-2.5,-3.8,0,-2.1,0,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M10011010,4,0
0,0,1,0,1,1,0,1,0,0,-2.5,0,-6,-4.1,0,-4.7,GO:0045229,external encapsulating structure organization,M00101101,4,0
1,1,0,1,0,1,0,0,-3.1,-6.6,0,-3.1,0,-3,0,0,M5907,HALLMARK ESTROGEN RESPONSE LATE,M11010100,4,0
0,0,0,0,1,1,0,1,0,0,0,0,-9.8,-2.5,0,-2,R-HSA-9006936,Signaling by TGFB family members,M00001101,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.1,-2.7,-4.8,0,0,GO:0010720,positive regulation of cell development,M00011100,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-2.7,0,-7.2,-15,R-HSA-446203,Asparagine N-linked glycosylation,M00001011,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.8,-4.6,-2.1,0,0,hsa04390,Hippo signaling pathway,M00011100,3,0
0,0,1,0,1,0,1,0,0,0,-2.2,0,-2.1,0,-2.3,0,GO:0090497,mesenchymal cell migration,M00101010,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.2,-2.2,-3.6,0,0,GO:0032102,negative regulation of response to external stimulus,M00011100,3,0
0,1,0,0,1,1,0,0,0,-2,0,0,-5.5,-2.6,0,0,GO:0042476,odontogenesis,M01001100,3,0
0,0,1,1,0,0,1,0,0,0,-2.3,-5,0,0,-7.8,0,GO:0051668,localization within membrane,M00110010,3,0
0,0,0,1,1,1,0,0,0,0,0,-8.5,-2.5,-5.7,0,0,GO:0071345,cellular response to cytokine stimulus,M00011100,3,0
1,1,0,0,0,0,1,0,-3.1,-6.1,0,0,0,0,-2.2,0,GO:0008202,steroid metabolic process,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.4,-2.8,-5.9,0,0,GO:0030856,regulation of epithelial cell differentiation,M00011100,3,0
1,0,0,0,1,1,0,0,-2.1,0,0,0,-5.5,-2,0,0,GO:0002011,morphogenesis of an epithelial sheet,M10001100,3,0
0,0,0,1,1,1,0,0,0,0,0,-11,-3.7,-4.5,0,0,hsa04668,TNF signaling pathway,M00011100,3,0
0,0,1,0,1,1,0,0,0,0,-2.7,0,-2.5,-3.4,0,0,GO:0030900,forebrain development,M00101100,3,0
0,1,0,0,0,0,1,1,0,-2.2,0,0,0,0,-2.3,-2.2,GO:0090277,positive regulation of peptide hormone secretion,M01000011,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-5,-2.1,0,-2.5,GO:0010721,negative regulation of cell development,M00001101,3,0
0,0,0,1,1,0,0,1,0,0,0,-4.9,-25,0,0,-6,M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,M00011001,3,0
0,0,1,1,1,0,0,0,0,0,-2.3,-2.1,-3.6,0,0,0,GO:0097485,neuron projection guidance,M00111000,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.5,-2.3,-5.3,0,0,GO:0002237,response to molecule of bacterial origin,M00011100,3,0
1,0,1,0,1,0,0,0,-3,0,-2.5,0,-2.4,0,0,0,GO:0060491,regulation of cell projection assembly,M10101000,3,0
1,0,0,0,1,0,1,0,-2,0,0,0,-2.1,0,-2.4,0,GO:0072330,monocarboxylic acid biosynthetic process,M10001010,3,0
0,0,1,0,0,1,1,0,0,0,-2.1,0,0,-3.1,-2.3,0,GO:0050803,regulation of synapse structure or activity,M00100110,3,0
0,0,0,1,1,1,0,0,0,0,0,-3,-2.8,-2.1,0,0,GO:0030099,myeloid cell differentiation,M00011100,3,0
1,0,0,0,1,1,0,0,-3,0,0,0,-8.4,-2.2,0,0,hsa05205,Proteoglycans in cancer,M10001100,3,0
1,0,0,1,1,0,0,0,-2.5,0,0,-2.3,-3.4,0,0,0,hsa04068,FoxO signaling pathway,M10011000,3,0
1,1,0,0,0,0,1,0,-2.2,-2.2,0,0,0,0,-2.5,0,GO:0170033,L-amino acid metabolic process,M11000010,3,0
0,0,1,0,1,0,1,0,0,0,-3.1,0,-3.8,0,-2.5,0,GO:0050770,regulation of axonogenesis,M00101010,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-2.1,-2.5,-3.2,0,GO:0051056,regulation of small GTPase mediated signal transduction,M00001110,3,0
1,0,0,1,1,0,0,0,-2.9,0,0,-2.6,-2.1,0,0,0,GO:0051338,regulation of transferase activity,M10011000,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-3.6,-2.8,-2.1,0,GO:0198738,cell-cell signaling by wnt,M00001110,3,0
1,1,0,0,0,0,1,0,-2.3,-3.4,0,0,0,0,-2.6,0,WP3925,Amino acid metabolism,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.9,-2.1,-2.5,0,0,GO:0070372,regulation of ERK1 and ERK2 cascade,M00011100,3,0
0,0,0,1,0,0,1,1,0,0,0,-3.5,0,0,-7.9,-2.2,GO:0051604,protein maturation,M00010011,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.5,-2.6,-3.1,0,0,WP2877,Vitamin D receptor pathway,M00011100,3,0
0,1,0,1,0,0,1,0,0,-4.4,0,-2.2,0,0,-2.4,0,GO:0006790,sulfur compound metabolic process,M01010010,3,0
0,0,0,1,1,1,0,0,0,0,0,-7,-2.6,-3.8,0,0,WP382,MAPK signaling pathway,M00011100,3,0
0,0,1,0,1,0,1,0,0,0,-3,0,-2.8,0,-2.1,0,GO:0050771,negative regulation of axonogenesis,M00101010,3,0
1,1,0,0,1,0,0,0,-2.1,-2.5,0,0,-4.3,0,0,0,hsa04024,cAMP signaling pathway,M11001000,3,0
0,0,1,0,1,1,0,0,0,0,-2.2,0,-2.6,-3.1,0,0,GO:0050769,positive regulation of neurogenesis,M00101100,3,0
0,1,0,0,1,0,0,1,0,-2.7,0,0,-3.1,0,0,-2.1,R-HSA-76002,"Platelet activation, signaling and aggregation",M01001001,3,0
0,1,0,1,0,0,1,0,0,-2.9,0,-2.4,0,0,-2.9,0,GO:0019725,cellular homeostasis,M01010010,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.3,-2.6,-2.5,0,0,WP2036,TNF related weak inducer of apoptosis TWEAK signaling pathway,M00011100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-6.7,-4.3,0,-8.8,GO:0001501,skeletal system development,M00001101,3,0
0,1,1,0,0,1,0,0,0,-2.3,-2.4,0,0,-2,0,0,GO:0043087,regulation of GTPase activity,M01100100,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.7,-3,-6,0,0,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,M00011100,3,0
1,0,0,0,1,0,0,1,-3.6,0,0,0,-5.9,0,0,-5,M160,PID AVB3 INTEGRIN PATHWAY,M10001001,3,0
1,0,0,1,1,0,0,0,-3.5,0,0,-2.8,-2.4,0,0,0,R-HSA-9035034,RHOF GTPase cycle,M10011000,3,0
0,0,1,1,1,0,0,0,0,0,-2.4,-2.7,-2.3,0,0,0,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,M00111000,3,0
0,1,0,0,0,0,1,1,0,-4.1,0,0,0,0,-2.6,-2.6,WP5220,Metabolic reprogramming in pancreatic cancer,M01000011,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.2,-3.3,-3.1,0,0,GO:0007162,negative regulation of cell adhesion,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.3,-2.4,-2.7,0,0,GO:1903706,regulation of hemopoiesis,M00011100,3,0
1,0,1,1,0,0,0,0,-2.5,0,-2.4,-2.7,0,0,0,0,GO:1901699,cellular response to nitrogen compound,M10110000,3,0
0,0,0,1,1,1,0,0,0,0,0,-8,-4.1,-2.6,0,0,hsa04010,MAPK signaling pathway,M00011100,3,0
0,0,1,0,1,1,0,0,0,0,-3.2,0,-5.5,-2.7,0,0,GO:0043254,regulation of protein-containing complex assembly,M00101100,3,0
1,1,0,0,0,0,1,0,-10,-5.3,0,0,0,0,-4.4,0,GO:0019752,carboxylic acid metabolic process,M11000010,3,0
0,0,1,1,0,1,0,0,0,0,-2.2,-4.6,0,-7.8,0,0,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M00110100,3,0
1,0,1,1,0,0,0,0,-3.3,0,-3.6,-2.9,0,0,0,0,GO:0001666,response to hypoxia,M10110000,3,0
0,1,0,0,0,1,0,1,0,-2.7,0,0,0,-2.4,0,-2.9,GO:0072001,renal system development,M01000101,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.7,-2.5,-5.6,0,0,GO:0032496,response to lipopolysaccharide,M00011100,3,0
0,0,1,1,1,0,0,0,0,0,-2.3,-2.1,-3.6,0,0,0,GO:0007411,axon guidance,M00111000,3,0
0,0,1,1,1,0,0,0,0,0,-4.3,-3.4,-4.8,0,0,0,hsa05131,Shigellosis,M00111000,3,0
0,0,1,1,0,1,0,0,0,0,-3.2,-2.2,0,-2.1,0,0,GO:1901888,regulation of cell junction assembly,M00110100,3,0
0,0,0,1,0,0,1,1,0,0,0,-2.2,0,0,-5.9,-6.5,GO:0043413,macromolecule glycosylation,M00010011,3,0
0,1,0,0,0,1,1,0,0,-2.1,0,0,0,-2.2,-2.2,0,GO:0050708,regulation of protein secretion,M01000110,3,0
0,0,1,0,1,0,0,1,0,0,-2.5,0,-6,0,0,-4.7,M5884,NABA CORE MATRISOME,M00101001,3,0
1,0,0,0,1,0,0,1,-2.2,0,0,0,-9.3,0,0,-3.1,GO:0001503,ossification,M10001001,3,0
1,0,0,1,1,0,0,0,-3.1,0,0,-3.2,-2.7,0,0,0,GO:0043549,regulation of kinase activity,M10011000,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-9.2,-3.4,-2.3,0,GO:0001525,angiogenesis,M00001110,3,0
0,0,0,1,0,0,1,1,0,0,0,-2.6,0,0,-10,-6.6,hsa04141,Protein processing in endoplasmic reticulum,M00010011,3,0
1,0,0,0,1,0,0,1,-2.1,0,0,0,-11,0,0,-3.8,hsa04820,Cytoskeleton in muscle cells,M10001001,3,0
1,0,0,1,0,1,0,0,-2.4,0,0,-4,0,-8.1,0,0,M5921,HALLMARK COMPLEMENT,M10010100,3,0
1,1,0,0,0,0,1,0,-4.2,-2.5,0,0,0,0,-2.6,0,GO:0043648,dicarboxylic acid metabolic process,M11000010,3,0
1,1,0,0,0,0,1,0,-3.5,-2,0,0,0,0,-2.2,0,GO:0034032,purine nucleoside bisphosphate metabolic process,M11000010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-2.4,-2.3,0,-3.4,R-HSA-1474228,Degradation of the extracellular matrix,M00001101,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.6,-3.1,-3,0,0,GO:0007264,small GTPase-mediated signal transduction,M00011100,3,0
0,1,0,0,0,0,1,1,0,-2.1,0,0,0,0,-2.3,-2.1,GO:0002793,positive regulation of peptide secretion,M01000011,3,0
1,1,0,0,0,0,1,0,-3.5,-2,0,0,0,0,-2.2,0,GO:0033865,nucleoside bisphosphate metabolic process,M11000010,3,0
0,0,0,1,0,0,1,1,0,0,0,-2.8,0,0,-5.6,-8.1,GO:0070085,glycosylation,M00010011,3,0
1,0,1,0,1,0,0,0,-5.3,0,-2.6,0,-2.4,0,0,0,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M10101000,3,0
0,0,0,1,1,1,0,0,0,0,0,-6.6,-3.7,-3.5,0,0,M5902,HALLMARK APOPTOSIS,M00011100,3,0
0,0,1,0,1,1,0,0,0,0,-3.2,0,-3,-3.4,0,0,GO:0021537,telencephalon development,M00101100,3,0
