_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,1,1,1,0,0,0,0,-3.7,-5.6,-2.1,-6.8,0,0,GO:0000902,cell morphogenesis,M00111100,4,0
1,0,1,1,0,0,0,1,-2.7,0,-2.5,-6.5,0,0,0,-2.2,GO:0043009,chordate embryonic development,M10110001,4,0
1,0,0,1,1,1,0,0,-2,0,0,-2.2,-3.6,-6.6,0,0,R-HSA-194315,Signaling by Rho GTPases,M10011100,4,0
1,0,1,0,0,1,1,0,-5,0,-2.7,0,0,-2.1,-2.4,0,GO:0071417,cellular response to organonitrogen compound,M10100110,4,0
1,0,0,1,1,1,0,0,-2.2,0,0,-4.8,-8.3,-3.7,0,0,GO:0040017,positive regulation of locomotion,M10011100,4,0
1,1,0,1,0,0,1,0,-5.2,-2.5,0,-2,0,0,-10,0,GO:0006644,phospholipid metabolic process,M11010010,4,0
1,0,1,1,0,1,0,0,-3.1,0,-2.7,-3.4,0,-3.6,0,0,GO:0006468,protein phosphorylation,M10110100,4,0
1,0,1,0,1,0,1,0,-2.2,0,-2.3,0,-2.4,0,-3,0,GO:0031669,cellular response to nutrient levels,M10101010,4,0
0,0,1,1,0,1,0,1,0,0,-2.5,-4.5,0,-4,0,-2.2,GO:0045596,negative regulation of cell differentiation,M00110101,4,0
1,1,0,0,1,0,1,0,-2.8,-2.8,0,0,-2.3,0,-8.6,0,GO:0006753,nucleoside phosphate metabolic process,M11001010,4,0
1,1,0,0,0,0,1,1,-2.7,-5.1,0,0,0,0,-16,-4,GO:1901137,carbohydrate derivative biosynthetic process,M11000011,4,0
0,1,0,1,1,1,0,0,0,-2.3,0,-3,-6.3,-5.6,0,0,GO:0030036,actin cytoskeleton organization,M01011100,4,0
1,0,1,0,1,1,0,0,-3.9,0,-2.2,0,-2.4,-4.2,0,0,hsa04014,Ras signaling pathway,M10101100,4,0
1,0,1,0,1,1,0,0,-3.2,0,-3.1,0,-2.1,-3.7,0,0,GO:0071560,cellular response to transforming growth factor beta stimulus,M10101100,4,0
0,1,0,0,1,0,1,1,0,-5.3,0,0,-2.2,0,-3.4,-3,R-HSA-8957275,Post-translational protein phosphorylation,M01001011,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.3,-9.2,-2.5,0,-2.1,GO:0045785,positive regulation of cell adhesion,M00011101,4,0
0,1,1,0,1,1,0,0,0,-2.5,-2.6,0,-8.5,-3.2,0,0,GO:0010562,positive regulation of phosphorus metabolic process,M01101100,4,0
1,0,0,1,1,1,0,0,-2.4,0,0,-4.5,-8.3,-3.5,0,0,GO:0030335,positive regulation of cell migration,M10011100,4,0
1,0,0,1,1,1,0,0,-2.3,0,0,-2.7,-2,-2.4,0,0,GO:0042063,gliogenesis,M10011100,4,0
1,0,0,1,1,1,0,0,-4.8,0,0,-3.8,-3.9,-3.4,0,0,GO:0043408,regulation of MAPK cascade,M10011100,4,0
1,1,0,0,1,0,1,0,-2.5,-7.9,0,0,-11,0,-4.4,0,R-HSA-382551,Transport of small molecules,M11001010,4,0
1,0,1,0,1,1,0,0,-5,0,-5.1,0,-2.7,-3,0,0,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M10101100,4,0
1,1,0,0,0,1,1,0,-9.5,-2.3,0,0,0,-4.2,-3.2,0,GO:0009725,response to hormone,M11000110,4,0
1,0,1,0,0,1,0,1,-2.3,0,-2.5,0,0,-2.4,0,-2.5,GO:0048511,rhythmic process,M10100101,4,0
0,0,0,0,1,1,1,1,0,0,0,0,-2.1,-2.5,-4.9,-4.3,GO:0006886,intracellular protein transport,M00001111,4,0
1,1,0,0,0,0,1,1,-2.6,-5.1,0,0,0,0,-4.9,-2.3,R-HSA-71387,Metabolism of carbohydrates,M11000011,4,0
0,0,1,1,1,1,0,0,0,0,-5.3,-3.3,-2,-3.4,0,0,GO:0044089,positive regulation of cellular component biogenesis,M00111100,4,0
1,1,1,0,0,1,0,0,-2.4,-3.2,-5,0,0,-2.2,0,0,GO:0098657,import into cell,M11100100,4,0
1,0,1,1,0,0,0,1,-2.6,0,-2.4,-6.3,0,0,0,-2.5,GO:0009792,embryo development ending in birth or egg hatching,M10110001,4,0
0,0,1,1,1,1,0,0,0,0,-4.2,-6.9,-2.2,-6.9,0,0,GO:0031344,regulation of cell projection organization,M00111100,4,0
0,1,0,1,1,1,0,0,0,-2.4,0,-2,-2.2,-2.7,0,0,GO:0098609,cell-cell adhesion,M01011100,4,0
0,1,0,0,1,0,1,1,0,-2.8,0,0,-2.5,0,-5.9,-2.4,GO:0009101,glycoprotein biosynthetic process,M01001011,4,0
1,0,1,1,0,1,0,0,-2.5,0,-2.6,-2.2,0,-2.6,0,0,hsa04144,Endocytosis,M10110100,4,0
0,1,1,0,1,1,0,0,0,-2.5,-2.6,0,-8.5,-3.2,0,0,GO:0045937,positive regulation of phosphate metabolic process,M01101100,4,0
0,0,0,1,1,1,1,0,0,0,0,-3.6,-5.1,-2.6,-2.9,0,GO:0001944,vasculature development,M00011110,4,0
1,1,1,0,1,0,0,0,-3.3,-3.8,-2.4,0,-2.1,0,0,0,GO:0051336,regulation of hydrolase activity,M11101000,4,0
1,0,1,0,1,1,0,0,-7,0,-2.2,0,-2.6,-4.2,0,0,GO:0071363,cellular response to growth factor stimulus,M10101100,4,0
1,0,0,0,1,1,0,1,-6.2,0,0,0,-16,-2.7,0,-2.3,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M10001101,4,0
1,0,0,1,1,1,0,0,-3.9,0,0,-3.3,-12,-3.4,0,0,WP5434,Pathways in cancer,M10011100,4,0
1,0,0,1,1,1,0,0,-2,0,0,-2.4,-4.6,-5.7,0,0,hsa04010,MAPK signaling pathway,M10011100,4,0
1,1,0,0,1,0,1,0,-2.2,-2.7,0,0,-3.5,0,-3.8,0,GO:0051223,regulation of protein transport,M11001010,4,0
1,0,1,0,1,1,0,0,-2.3,0,-2.2,0,-3.1,-2.2,0,0,GO:0008283,cell population proliferation,M10101100,4,0
0,0,1,1,0,1,0,1,0,0,-2,-2.1,0,-2.3,0,-3.4,GO:0018193,peptidyl-amino acid modification,M00110101,4,0
1,0,1,0,1,1,0,0,-2.9,0,-3,0,-7.1,-2.5,0,0,GO:0048729,tissue morphogenesis,M10101100,4,0
1,1,1,0,0,1,0,0,-5,-2.9,-2.8,0,0,-4.3,0,0,GO:1905475,regulation of protein localization to membrane,M11100100,4,0
0,1,0,0,1,0,1,1,0,-2.9,0,0,-2,0,-2.5,-2.5,GO:0030198,extracellular matrix organization,M01001011,4,0
1,0,1,1,1,0,0,0,-2,0,-3.9,-4.5,-2.3,0,0,0,GO:0048598,embryonic morphogenesis,M10111000,4,0
1,1,0,0,1,0,1,0,-2.8,-2.9,0,0,-2.3,0,-8.7,0,GO:0009117,nucleotide metabolic process,M11001010,4,0
1,1,0,0,1,1,0,0,-4.6,-2.9,0,0,-4.6,-2.1,0,0,GO:0051338,regulation of transferase activity,M11001100,4,0
1,0,1,1,0,1,0,0,-2.5,0,-4,-2.4,0,-2.2,0,0,GO:0043087,regulation of GTPase activity,M10110100,4,0
1,0,0,1,1,1,0,0,-3.7,0,0,-3.1,-11,-3.3,0,0,hsa05200,Pathways in cancer,M10011100,4,0
1,0,1,0,1,1,0,0,-3.2,0,-2.4,0,-5.8,-2.9,0,0,M5902,HALLMARK APOPTOSIS,M10101100,4,0
1,0,1,1,1,0,0,0,-2.4,0,-3.8,-2.3,-3.8,0,0,0,GO:0060562,epithelial tube morphogenesis,M10111000,4,0
1,0,0,1,1,1,0,0,-2.3,0,0,-3.2,-5.3,-2.3,0,0,GO:0048514,blood vessel morphogenesis,M10011100,4,0
1,0,1,0,1,1,0,0,-3.4,0,-4,0,-5.6,-2.7,0,0,GO:0002009,morphogenesis of an epithelium,M10101100,4,0
1,0,0,1,1,1,0,0,-2.7,0,0,-3.5,-11,-4.5,0,0,hsa05165,Human papillomavirus infection,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-2.1,-3.4,-17,-3,0,0,R-HSA-9675108,Nervous system development,M00111100,4,0
0,0,0,1,1,1,1,0,0,0,0,-4.3,-19,-2.5,-3.4,0,M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,M00011110,4,0
1,0,0,1,1,1,0,0,-5.3,0,0,-2.6,-3.4,-3.1,0,0,hsa05205,Proteoglycans in cancer,M10011100,4,0
0,1,0,0,1,1,1,0,0,-3.4,0,0,-3.8,-6.8,-2,0,R-HSA-109582,Hemostasis,M01001110,4,0
0,0,1,0,1,0,1,1,0,0,-3.2,0,-3,0,-20,-4.9,GO:0051604,protein maturation,M00101011,4,0
1,0,1,1,0,1,0,0,-2.4,0,-2.1,-2.3,0,-2.4,0,0,GO:0007423,sensory organ development,M10110100,4,0
1,1,0,0,0,0,1,0,-2.3,-7.6,0,0,0,0,-3,0,GO:0015850,organic hydroxy compound transport,M11000010,3,0
0,0,1,1,0,0,1,0,0,0,-2.6,-2,0,0,-5,0,GO:0060348,bone development,M00110010,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-13,0,-4.6,-6.3,M5911,HALLMARK INTERFERON ALPHA RESPONSE,M00001011,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-21,0,-2.3,-2.3,GO:0030163,protein catabolic process,M00001011,3,0
1,0,0,0,1,1,0,0,-3.6,0,0,0,-7.4,-2.8,0,0,WP3932,Focal adhesion PI3K Akt mTOR signaling pathway,M10001100,3,0
1,1,0,0,0,0,1,0,-2.9,-3,0,0,0,0,-4.4,0,GO:0019725,cellular homeostasis,M11000010,3,0
0,1,0,0,1,1,0,0,0,-3.2,0,0,-4.1,-6.4,0,0,GO:0097435,supramolecular fiber organization,M01001100,3,0
1,1,0,0,0,0,1,0,-2.9,-3.9,0,0,0,0,-3.5,0,GO:0006081,cellular aldehyde metabolic process,M11000010,3,0
1,0,1,0,0,1,0,0,-2,0,-5.1,0,0,-2.3,0,0,GO:0006897,endocytosis,M10100100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-9.9,-2.3,0,-4.6,GO:0002831,regulation of response to biotic stimulus,M00001101,3,0
1,0,0,1,0,1,0,0,-2.6,0,0,-4.1,0,-2.2,0,0,hsa04150,mTOR signaling pathway,M10010100,3,0
1,1,0,0,0,0,1,0,-4.5,-2.7,0,0,0,0,-6.6,0,GO:0008654,phospholipid biosynthetic process,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.4,-5.1,-2.2,0,0,hsa04820,Cytoskeleton in muscle cells,M00011100,3,0
0,0,1,1,0,1,0,0,0,0,-3.2,-5.2,0,-6.3,0,0,GO:0007409,axonogenesis,M00110100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-41,-4.2,0,-11,R-HSA-1280215,Cytokine Signaling in Immune system,M00001101,3,0
1,1,0,0,0,0,1,0,-3.2,-3.9,0,0,0,0,-5,0,GO:0006520,amino acid metabolic process,M11000010,3,0
1,0,0,0,1,1,0,0,-3.2,0,0,0,-13,-2.3,0,0,R-HSA-5684996,MAPK1/MAPK3 signaling,M10001100,3,0
0,0,1,0,1,1,0,0,0,0,-2,0,-3.7,-3.2,0,0,GO:0071214,cellular response to abiotic stimulus,M00101100,3,0
1,0,0,0,1,1,0,0,-5.9,0,0,0,-7.1,-2.9,0,0,hsa04151,PI3K-Akt signaling pathway,M10001100,3,0
1,1,0,0,1,0,0,0,-3.3,-2.1,0,0,-2.7,0,0,0,GO:0010035,response to inorganic substance,M11001000,3,0
0,1,1,0,1,0,0,0,0,-2,-2.4,0,-2.1,0,0,0,GO:1903578,regulation of ATP metabolic process,M01101000,3,0
1,1,0,0,0,0,1,0,-7.8,-6.2,0,0,0,0,-2.3,0,GO:0046395,carboxylic acid catabolic process,M11000010,3,0
1,0,1,0,0,1,0,0,-3.1,0,-3,0,0,-3.6,0,0,GO:0071559,response to transforming growth factor beta,M10100100,3,0
0,0,1,1,0,1,0,0,0,0,-4.3,-6.8,0,-6.2,0,0,GO:0048812,neuron projection morphogenesis,M00110100,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.9,-4.1,-4,0,0,WP382,MAPK signaling pathway,M00011100,3,0
1,0,1,0,1,0,0,0,-2,0,-2.6,0,-4.9,0,0,0,M5939,HALLMARK P53 PATHWAY,M10101000,3,0
1,1,0,0,0,0,1,0,-2,-6.9,0,0,0,0,-18,0,GO:0044283,small molecule biosynthetic process,M11000010,3,0
1,0,0,1,0,1,0,0,-2.2,0,0,-2.4,0,-2.2,0,0,hsa01522,Endocrine resistance,M10010100,3,0
1,1,0,0,0,0,1,0,-3.6,-7.5,0,0,0,0,-4.8,0,GO:0006869,lipid transport,M11000010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-2.6,-2.3,0,-2.8,GO:0008285,negative regulation of cell population proliferation,M00001101,3,0
1,1,0,0,0,0,1,0,-2.8,-6.5,0,0,0,0,-3.8,0,GO:0019216,regulation of lipid metabolic process,M11000010,3,0
0,0,1,1,0,1,0,0,0,0,-2.7,-4.6,0,-4.8,0,0,GO:0031346,positive regulation of cell projection organization,M00110100,3,0
1,1,0,0,0,0,1,0,-2.7,-3.2,0,0,0,0,-10,0,GO:0072521,purine-containing compound metabolic process,M11000010,3,0
1,1,0,0,0,0,1,0,-3,-3.5,0,0,0,0,-2.7,0,GO:0009991,response to extracellular stimulus,M11000010,3,0
1,1,0,0,0,1,0,0,-2.1,-3.2,0,0,0,-2.7,0,0,GO:0090313,regulation of protein targeting to membrane,M11000100,3,0
1,1,0,0,0,0,1,0,-2.8,-2.8,0,0,0,0,-3.4,0,GO:0006664,glycolipid metabolic process,M11000010,3,0
0,1,0,0,1,1,0,0,0,-4.6,0,0,-3.6,-6,0,0,GO:0007015,actin filament organization,M01001100,3,0
0,0,0,0,0,1,1,1,0,0,0,0,0,-3,-2.6,-2.3,R-HSA-199977,ER to Golgi Anterograde Transport,M00000111,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-4.9,-2.5,-2.1,0,M5947,HALLMARK IL2 STAT5 SIGNALING,M00001110,3,0
1,0,0,0,1,1,0,0,-4.9,0,0,0,-6.7,-3.1,0,0,WP4172,PI3K Akt signaling pathway,M10001100,3,0
1,0,0,0,1,1,0,0,-4.6,0,0,0,-6.9,-2.2,0,0,hsa04933,AGE-RAGE signaling pathway in diabetic complications,M10001100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-8.6,-2.5,0,-4.9,GO:0032103,positive regulation of response to external stimulus,M00001101,3,0
1,0,1,0,0,1,0,0,-4.2,0,-2.7,0,0,-4.1,0,0,GO:0051056,regulation of small GTPase mediated signal transduction,M10100100,3,0
1,1,0,0,0,0,1,0,-9.9,-4.1,0,0,0,0,-16,0,R-HSA-556833,Metabolism of lipids,M11000010,3,0
0,1,1,0,0,0,1,0,0,-5.1,-3,0,0,0,-2.5,0,GO:0062012,regulation of small molecule metabolic process,M01100010,3,0
1,0,0,0,1,1,0,0,-2.3,0,0,0,-5.7,-2.5,0,0,hsa04380,Osteoclast differentiation,M10001100,3,0
0,1,0,0,1,0,0,1,0,-2.8,0,0,-4.1,0,0,-2.8,GO:0001818,negative regulation of cytokine production,M01001001,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-2.5,-2.9,-3.8,0,GO:0033365,protein localization to organelle,M00001110,3,0
1,1,0,0,0,0,1,0,-2.6,-3.3,0,0,0,0,-8.5,0,M5937,HALLMARK GLYCOLYSIS,M11000010,3,0
0,0,1,1,0,1,0,0,0,0,-3.3,-8.4,0,-7,0,0,GO:0032989,cellular anatomical entity morphogenesis,M00110100,3,0
1,1,0,0,0,0,1,0,-6.6,-3.4,0,0,0,0,-6.6,0,GO:0032787,monocarboxylic acid metabolic process,M11000010,3,0
1,1,0,0,0,0,1,0,-3.2,-8.3,0,0,0,0,-5.7,0,GO:0010876,lipid localization,M11000010,3,0
1,1,0,0,0,0,1,0,-5,-3.8,0,0,0,0,-2.9,0,GO:0016042,lipid catabolic process,M11000010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-6.6,-3.8,0,-11,R-HSA-913531,Interferon Signaling,M00001101,3,0
0,0,1,0,1,1,0,0,0,0,-2,0,-2.4,-2.8,0,0,GO:0061061,muscle structure development,M00101100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-11,-3.6,0,-4.3,R-HSA-68886,M Phase,M00001101,3,0
1,1,0,0,0,1,0,0,-3.6,-2.1,0,0,0,-3,0,0,GO:1905477,positive regulation of protein localization to membrane,M11000100,3,0
0,1,0,0,0,0,1,1,0,-2.8,0,0,0,0,-2.2,-2.5,GO:0042398,cellular modified amino acid biosynthetic process,M01000011,3,0
1,1,0,0,0,0,1,0,-5,-2.7,0,0,0,0,-4.2,0,GO:0006650,glycerophospholipid metabolic process,M11000010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-6.3,-10,0,-2.1,hsa05132,Salmonella infection,M00001101,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-3.6,0,-2.7,-3,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",M00001011,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.1,-3.4,-2.8,0,0,R-HSA-9012999,RHO GTPase cycle,M00011100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.6,-16,-3.1,0,0,R-HSA-422475,Axon guidance,M00011100,3,0
1,0,1,1,0,0,0,0,-3.1,0,-2.4,-7.3,0,0,0,0,GO:1902903,regulation of supramolecular fiber organization,M10110000,3,0
0,0,0,1,1,1,0,0,0,0,0,-5.5,-2.4,-2.4,0,0,GO:0030111,regulation of Wnt signaling pathway,M00011100,3,0
0,0,1,1,0,1,0,0,0,0,-2.9,-2.4,0,-5.2,0,0,GO:0097485,neuron projection guidance,M00110100,3,0
0,0,0,1,1,0,1,0,0,0,0,-2.2,-22,0,-2.6,0,GO:0051603,proteolysis involved in protein catabolic process,M00011010,3,0
1,0,0,0,1,1,0,0,-2.8,0,0,0,-14,-2,0,0,R-HSA-5683057,MAPK family signaling cascades,M10001100,3,0
1,1,1,0,0,0,0,0,-2.5,-2.6,-2.1,0,0,0,0,0,GO:0032374,regulation of cholesterol transport,M11100000,3,0
1,0,0,0,0,1,1,0,-6.7,0,0,0,0,-2.1,-2.5,0,GO:1901652,response to peptide,M10000110,3,0
0,1,0,0,1,0,0,1,0,-3.3,0,0,-4.2,0,0,-2.5,M5953,HALLMARK KRAS SIGNALING UP,M01001001,3,0
0,1,0,0,0,0,1,1,0,-5.7,0,0,0,0,-3.1,-2.7,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),M01000011,3,0
1,0,0,0,1,1,0,0,-2.9,0,0,0,-2.2,-2.8,0,0,hsa04664,Fc epsilon RI signaling pathway,M10001100,3,0
0,1,0,0,0,0,1,1,0,-4.9,0,0,0,0,-4.5,-2.4,GO:0009410,response to xenobiotic stimulus,M01000011,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-16,-4.2,0,-3.5,R-HSA-68882,Mitotic Anaphase,M00001101,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.4,-3.4,-2.2,0,0,WP4239,Epithelial to mesenchymal transition in colorectal cancer,M00011100,3,0
0,0,1,1,0,1,0,0,0,0,-2.8,-2.1,0,-2.6,0,0,R-HSA-9013149,RAC1 GTPase cycle,M00110100,3,0
1,0,1,0,1,0,0,0,-4.7,0,-2.6,0,-2.8,0,0,0,GO:1901699,cellular response to nitrogen compound,M10101000,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-16,-4.2,0,-3.5,R-HSA-2555396,Mitotic Metaphase and Anaphase,M00001101,3,0
0,1,0,0,1,1,0,0,0,-4.2,0,0,-2.5,-2.9,0,0,M5885,NABA MATRISOME ASSOCIATED,M01001100,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.4,-2.8,-3.9,0,0,GO:0007163,establishment or maintenance of cell polarity,M00011100,3,0
1,0,0,1,1,0,0,0,-4.9,0,0,-2.4,-2.5,0,0,0,GO:0010563,negative regulation of phosphorus metabolic process,M10011000,3,0
0,0,1,0,1,1,0,0,0,0,-2.3,0,-7.7,-2.2,0,0,GO:0042327,positive regulation of phosphorylation,M00101100,3,0
0,1,1,0,0,0,1,0,0,-2.6,-3.1,0,0,0,-3.2,0,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,M01100010,3,0
1,0,0,0,1,1,0,0,-3.1,0,0,0,-5.1,-2.3,0,0,R-HSA-170834,Signaling by TGF-beta Receptor Complex,M10001100,3,0
1,0,1,0,0,1,0,0,-2,0,-2.3,0,0,-2.6,0,0,R-HSA-2129379,Molecules associated with elastic fibres,M10100100,3,0
0,1,0,0,0,0,1,1,0,-2.4,0,0,0,0,-7,-3,GO:0043413,macromolecule glycosylation,M01000011,3,0
1,0,0,0,1,0,1,0,-2.4,0,0,0,-2.7,0,-2.6,0,GO:0031668,cellular response to extracellular stimulus,M10001010,3,0
0,0,0,1,0,1,1,0,0,0,0,-3.5,0,-2.1,-4.6,0,GO:0072657,protein localization to membrane,M00010110,3,0
0,1,0,0,1,0,0,1,0,-3,0,0,-18,0,0,-5.3,R-HSA-5619115,Disorders of transmembrane transporters,M01001001,3,0
0,1,0,0,1,1,0,0,0,-2.5,0,0,-6,-2.8,0,0,GO:0033674,positive regulation of kinase activity,M01001100,3,0
1,0,0,1,1,0,0,0,-5.3,0,0,-2.9,-2.1,0,0,0,GO:0042326,negative regulation of phosphorylation,M10011000,3,0
1,0,0,1,0,1,0,0,-2.3,0,0,-2.2,0,-2.8,0,0,GO:0051216,cartilage development,M10010100,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-6.5,0,-14,-2.9,hsa04141,Protein processing in endoplasmic reticulum,M00001011,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.5,-3.5,-6.4,0,0,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M00011100,3,0
0,0,0,1,1,0,0,1,0,0,0,-5.7,-5,0,0,-2.3,GO:0010720,positive regulation of cell development,M00011001,3,0
1,1,0,0,0,0,1,0,-7.4,-9,0,0,0,0,-5.4,0,GO:0044282,small molecule catabolic process,M11000010,3,0
0,0,1,0,1,1,0,0,0,0,-3,0,-2.6,-3,0,0,GO:0009612,response to mechanical stimulus,M00101100,3,0
1,0,1,0,0,1,0,0,-2.9,0,-4.6,0,0,-2,0,0,GO:0007507,heart development,M10100100,3,0
1,0,0,0,0,0,1,1,-6.7,0,0,0,0,0,-2.9,-2.2,GO:0006518,peptide metabolic process,M10000011,3,0
1,0,0,0,1,1,0,0,-2.5,0,0,0,-6,-2.7,0,0,R-HSA-9006936,Signaling by TGFB family members,M10001100,3,0
0,0,0,1,0,1,1,0,0,0,0,-4.1,0,-2.1,-3.8,0,GO:0051668,localization within membrane,M00010110,3,0
1,1,0,0,0,0,1,0,-2.5,-3.1,0,0,0,0,-4.7,0,GO:1901605,alpha-amino acid metabolic process,M11000010,3,0
1,0,0,1,0,1,0,0,-3.2,0,0,-3.2,0,-2.2,0,0,WP481,Insulin signaling,M10010100,3,0
1,0,0,1,1,0,0,0,-2.1,0,0,-3.6,-4.1,0,0,0,GO:0022604,regulation of cell morphogenesis,M10011000,3,0
0,0,1,1,0,1,0,0,0,0,-3.1,-6.6,0,-5.3,0,0,GO:0048667,cell morphogenesis involved in neuron differentiation,M00110100,3,0
1,1,0,0,0,0,1,0,-2,-8.8,0,0,0,0,-3.4,0,R-HSA-196854,Metabolism of vitamins and cofactors,M11000010,3,0
1,1,0,0,0,0,1,0,-6.2,-6.9,0,0,0,0,-16,0,GO:0008610,lipid biosynthetic process,M11000010,3,0
