Gene,TotalEvidenceCounts,EvidenceHit:modules_epi_black_sorted_top300,EvidenceHit:modules_epi_blue_sorted_top300,EvidenceHit:modules_epi_pink_sorted_top300,EvidenceHit:modules_epi_red_sorted_top300,EvidenceHit:modules_epi_turquoise_sorted_top300,EvidenceHit:modules_epi_yellow_sorted_top300,EvidenceGO:modules_epi_black_sorted_top300,EvidenceGO:modules_epi_blue_sorted_top300,EvidenceGO:modules_epi_pink_sorted_top300,EvidenceGO:modules_epi_red_sorted_top300,EvidenceGO:modules_epi_turquoise_sorted_top300,EvidenceGO:modules_epi_yellow_sorted_top300,EvidencePPI:modules_epi_black_sorted_top300,EvidencePPI:modules_epi_blue_sorted_top300,EvidencePPI:modules_epi_pink_sorted_top300,EvidencePPI:modules_epi_red_sorted_top300,EvidencePPI:modules_epi_turquoise_sorted_top300,EvidencePPI:modules_epi_yellow_sorted_top300
340267,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29927,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7280,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3572,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3065,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3728,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
55196,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2113,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
56938,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10577,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
124056,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1203,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9261,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1938,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
529,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
54331,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2159,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
115201,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
80772,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
51144,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
145482,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
84875,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51429,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3934,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4054,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8642,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5817,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9575,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
65018,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3696,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5970,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4739,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2319,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5641,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3486,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8743,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6342,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2235,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1522,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23022,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29940,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25777,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4615,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
55742,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
64780,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
55275,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6646,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3984,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1849,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6624,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26085,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
58476,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5236,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
85441,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
960,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3371,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7846,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
861,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6249,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2353,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8605,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6414,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
220,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7103,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6237,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7097,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2308,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
103,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4772,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7448,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
80024,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
840,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
11221,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7128,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4318,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4133,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
316,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7297,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51284,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4319,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2530,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6373,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
54704,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
102,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23710,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2886,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
51752,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1975,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4938,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7791,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
83998,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9528,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
64834,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5256,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8793,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4758,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29956,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2181,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8682,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8871,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
27289,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
56920,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5190,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5646,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4856,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
55075,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
598,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1650,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11059,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5265,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10682,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
847,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
567,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10019,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
148229,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6469,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9283,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3455,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3880,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1595,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2264,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23344,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
84440,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7414,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
200186,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
678,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2782,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7157,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
55454,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
81693,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9138,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10765,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3460,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
221,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2017,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
103910,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3797,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1520,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
285590,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2896,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6277,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7092,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
353189,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5774,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
57162,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9124,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5337,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
57599,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
84959,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6892,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25819,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
55284,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7096,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4237,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7358,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4478,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
348,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
79837,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
54431,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5176,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
336,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3664,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10979,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
55207,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
9308,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64065,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
114569,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1729,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9734,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
80854,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4734,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1499,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
80221,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3981,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8574,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23081,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
84902,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5530,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55293,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
144165,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7018,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9191,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1515,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5872,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2064,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11227,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
639,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6242,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5867,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5582,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
83939,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
144811,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
11344,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
11214,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
335,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
79798,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
637,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3098,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9452,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10121,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
9448,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
215,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5645,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
54981,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1471,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5744,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
738,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1080,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
127829,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1643,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
51094,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3684,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5584,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4092,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
80724,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
60626,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1302,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60489,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3688,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2335,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10961,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3074,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3140,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2852,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10962,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4312,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9260,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
132864,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
433,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
83593,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10540,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
30011,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3716,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2153,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8463,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6840,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2643,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4940,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8676,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
84876,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10550,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10276,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5874,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28956,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
388323,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23555,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53841,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23303,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56937,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
64761,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
124739,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23094,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5371,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6446,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9564,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
22874,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8801,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30061,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
57617,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
24145,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3416,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7805,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
118,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5164,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1948,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
81035,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3597,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5603,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4599,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
860,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5345,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2950,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2537,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8912,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
25984,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
85462,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5627,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2920,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
210,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
51100,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8431,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
157922,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2147,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
292,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2548,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
55740,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
977,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5699,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9856,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51006,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22890,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1627,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3162,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26030,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
718,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3680,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8942,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10253,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
54845,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2137,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
80198,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6576,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8611,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7093,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8887,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
57326,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5151,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6760,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8848,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9536,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7108,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
874,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1462,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
