_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.7,R-HSA-5625900,RHO GTPases activate CIT,M1,1,0
1,-2.4,R-HSA-9772572,Early SARS-CoV-2 Infection Events,M1,1,0
1,-2.5,R-HSA-1236977,Endosomal/Vacuolar pathway,M1,1,0
1,-4.2,R-HSA-1963640,GRB2 events in ERBB2 signaling,M1,1,0
1,-3.3,R-HSA-8941856,RUNX3 regulates NOTCH signaling,M1,1,0
1,-2.8,R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,M1,1,0
1,-2.9,R-HSA-8863795,Downregulation of ERBB2 signaling,M1,1,0
1,-10,R-HSA-1630316,Glycosaminoglycan metabolism,M1,1,0
1,-2.2,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,M1,1,0
1,-3.3,R-HSA-2024096,HS-GAG degradation,M1,1,0
1,-3.1,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,M1,1,0
1,-2.5,R-HSA-195721,Signaling by WNT,M1,1,0
1,-2.4,R-HSA-452723,Transcriptional regulation of pluripotent stem cells,M1,1,0
1,-2.8,R-HSA-8878159,Transcriptional regulation by RUNX3,M1,1,0
1,-8.9,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,M1,1,0
1,-3.2,R-HSA-400685,Sema4D in semaphorin signaling,M1,1,0
1,-2.7,R-HSA-1251985,Nuclear signaling by ERBB4,M1,1,0
1,-2.2,R-HSA-3928662,EPHB-mediated forward signaling,M1,1,0
1,-12,R-HSA-1280215,Cytokine Signaling in Immune system,M1,1,0
1,-3.7,R-HSA-975634,Retinoid metabolism and transport,M1,1,0
1,-11,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M1,1,0
1,-24,R-HSA-1474228,Degradation of the extracellular matrix,M1,1,0
1,-4.4,R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",M1,1,0
1,-3.8,R-HSA-388396,GPCR downstream signalling,M1,1,0
1,-3.5,R-HSA-1250196,SHC1 events in ERBB2 signaling,M1,1,0
1,-2.2,R-HSA-186797,Signaling by PDGF,M1,1,0
1,-16,R-HSA-1474290,Collagen formation,M1,1,0
1,-7.2,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,M1,1,0
1,-15,R-HSA-3000171,Non-integrin membrane-ECM interactions,M1,1,0
1,-12,R-HSA-2129379,Molecules associated with elastic fibres,M1,1,0
1,-14,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,M1,1,0
1,-4.2,R-HSA-9012852,Signaling by NOTCH3,M1,1,0
1,-2.3,R-HSA-6798695,Neutrophil degranulation,M1,1,0
1,-2.9,R-HSA-2682334,EPH-Ephrin signaling,M1,1,0
1,-2.2,R-HSA-186712,Regulation of beta-cell development,M1,1,0
1,-2.1,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,M1,1,0
1,-2.5,R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,M1,1,0
1,-3.6,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,M1,1,0
1,-2.2,R-HSA-112316,Neuronal System,M1,1,0
1,-4.4,R-HSA-6785631,ERBB2 Regulates Cell Motility,M1,1,0
1,-2.8,R-HSA-211859,Biological oxidations,M1,1,0
1,-3.8,R-HSA-419037,NCAM1 interactions,M1,1,0
1,-2.5,R-HSA-382551,Transport of small molecules,M1,1,0
1,-4.1,R-HSA-500792,GPCR ligand binding,M1,1,0
1,-11,R-HSA-445355,Smooth Muscle Contraction,M1,1,0
1,-8.1,R-HSA-380108,Chemokine receptors bind chemokines,M1,1,0
1,-2.8,R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,M1,1,0
1,-2.2,R-HSA-5357769,Caspase activation via extrinsic apoptotic signalling pathway,M1,1,0
1,-4.7,R-HSA-8847993,ERBB2 Activates PTK6 Signaling,M1,1,0
1,-2.9,R-HSA-418886,Netrin mediated repulsion signals,M1,1,0
1,-13,R-HSA-9675108,Nervous system development,M1,1,0
1,-9.1,R-HSA-1793185,Chondroitin sulfate/dermatan sulfate metabolism,M1,1,0
1,-8.8,R-HSA-3000170,Syndecan interactions,M1,1,0
1,-4.4,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,M1,1,0
1,-8.9,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,M1,1,0
1,-3.9,R-HSA-8964058,HDL remodeling,M1,1,0
1,-12,R-HSA-8948216,Collagen chain trimerization,M1,1,0
1,-11,R-HSA-3000178,ECM proteoglycans,M1,1,0
1,-11,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),M1,1,0
1,-3,R-HSA-201681,TCF dependent signaling in response to WNT,M1,1,0
1,-2.2,R-HSA-1250347,SHC1 events in ERBB4 signaling,M1,1,0
1,-4.4,R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,M1,1,0
1,-2.2,R-HSA-9664424,Cell recruitment (pro-inflammatory response),M1,1,0
1,-2.9,R-HSA-5638302,Signaling by Overexpressed Wild-Type EGFR in Cancer,M1,1,0
1,-3.1,R-HSA-9013405,RHOD GTPase cycle,M1,1,0
1,-2.9,R-HSA-157118,Signaling by NOTCH,M1,1,0
1,-7.4,R-HSA-2022870,Chondroitin sulfate biosynthesis,M1,1,0
1,-3.2,R-HSA-9664565,Signaling by ERBB2 KD Mutants,M1,1,0
1,-2.9,R-HSA-2243919,Crosslinking of collagen fibrils,M1,1,0
1,-3.6,R-HSA-4641263,Regulation of FZD by ubiquitination,M1,1,0
1,-3.2,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,M1,1,0
1,-5.6,R-HSA-913531,Interferon Signaling,M1,1,0
1,-7.6,R-HSA-446728,Cell junction organization,M1,1,0
1,-2.1,R-HSA-2214320,Anchoring fibril formation,M1,1,0
1,-8.9,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",M1,1,0
1,-2.5,R-HSA-70263,Gluconeogenesis,M1,1,0
1,-7.9,R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,M1,1,0
1,-4.4,R-HSA-3595172,Defective CHST3 causes SEDCJD,M1,1,0
1,-5,R-HSA-373752,Netrin-1 signaling,M1,1,0
1,-3.8,R-HSA-9694614,Attachment and Entry,M1,1,0
1,-3.8,R-HSA-9035034,RHOF GTPase cycle,M1,1,0
1,-9.2,R-HSA-114608,Platelet degranulation,M1,1,0
1,-5.2,R-HSA-446353,Cell-extracellular matrix interactions,M1,1,0
1,-2.2,R-HSA-5682910,LGI-ADAM interactions,M1,1,0
1,-2.6,R-HSA-2187338,Visual phototransduction,M1,1,0
1,-2.5,R-HSA-390522,Striated Muscle Contraction,M1,1,0
1,-2,R-HSA-6802957,Oncogenic MAPK signaling,M1,1,0
1,-2.6,R-HSA-8963899,Plasma lipoprotein remodeling,M1,1,0
1,-4.5,R-HSA-3656237,Defective EXT2 causes exostoses 2,M1,1,0
1,-11,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M1,1,0
1,-2.3,R-HSA-9758941,Gastrulation,M1,1,0
1,-2.8,R-HSA-166520,Signaling by NTRKs,M1,1,0
1,-5.5,R-HSA-352230,Amino acid transport across the plasma membrane,M1,1,0
1,-4.7,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M1,1,0
1,-3.1,R-HSA-9031628,NGF-stimulated transcription,M1,1,0
1,-12,R-HSA-422475,Axon guidance,M1,1,0
1,-3.8,R-HSA-2022923,Dermatan sulfate biosynthesis,M1,1,0
1,-3.1,R-HSA-420597,Nectin/Necl  trans heterodimerization,M1,1,0
1,-3,R-HSA-379724,tRNA Aminoacylation,M1,1,0
1,-8.3,R-HSA-3000157,Laminin interactions,M1,1,0
1,-3.4,R-HSA-6806834,Signaling by MET,M1,1,0
1,-2.2,R-HSA-9656223,Signaling by RAF1 mutants,M1,1,0
1,-4.1,R-HSA-373755,Semaphorin interactions,M1,1,0
1,-2.8,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),M1,1,0
1,-6.6,R-HSA-449147,Signaling by Interleukins,M1,1,0
1,-2.3,R-HSA-8853659,RET signaling,M1,1,0
1,-2.2,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,M1,1,0
1,-5.5,R-HSA-1592389,Activation of Matrix Metalloproteinases,M1,1,0
1,-7,R-HSA-8874081,MET activates PTK2 signaling,M1,1,0
1,-4.5,R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",M1,1,0
1,-2.1,R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins,M1,1,0
1,-6.5,R-HSA-375276,Peptide ligand-binding receptors,M1,1,0
1,-2.6,R-HSA-9634815,Transcriptional Regulation by NPAS4,M1,1,0
1,-3.1,R-HSA-418594,G alpha (i) signalling events,M1,1,0
1,-3.8,R-HSA-5673001,RAF/MAP kinase cascade,M1,1,0
1,-3.3,R-HSA-2024101,CS/DS degradation,M1,1,0
1,-2.8,R-HSA-187037,Signaling by NTRK1 (TRKA),M1,1,0
1,-2.7,R-HSA-9006931,Signaling by Nuclear Receptors,M1,1,0
1,-3.4,R-HSA-196854,Metabolism of vitamins and cofactors,M1,1,0
1,-4.5,R-HSA-418990,Adherens junctions interactions,M1,1,0
1,-4.2,R-HSA-1963642,PI3K events in ERBB2 signaling,M1,1,0
1,-7.3,R-HSA-5083635,Defective B3GALTL causes PpS,M1,1,0
1,-4.9,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),M1,1,0
1,-2.6,R-HSA-445144,Signal transduction by L1,M1,1,0
1,-2.2,R-HSA-9660826,Purinergic signaling in leishmaniasis infection,M1,1,0
1,-6.2,R-HSA-6783783,Interleukin-10 signaling,M1,1,0
1,-3.2,R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),M1,1,0
1,-3.4,R-HSA-6806667,Metabolism of fat-soluble vitamins,M1,1,0
1,-4.3,R-HSA-210991,Basigin interactions,M1,1,0
1,-53,R-HSA-1474244,Extracellular matrix organization,M1,1,0
1,-4.5,R-HSA-373760,L1CAM interactions,M1,1,0
1,-3.5,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,M1,1,0
1,-2.1,R-HSA-5576893,Phase 2 - plateau phase,M1,1,0
1,-7.9,R-HSA-202733,Cell surface interactions at the vascular wall,M1,1,0
1,-2.5,R-HSA-9768919,NPAS4 regulates expression of target genes,M1,1,0
1,-5.8,R-HSA-2022928,HS-GAG biosynthesis,M1,1,0
1,-5.8,R-HSA-8875878,MET promotes cell motility,M1,1,0
1,-6.4,R-HSA-1500931,Cell-Cell communication,M1,1,0
1,-3.8,R-HSA-8878166,Transcriptional regulation by RUNX2,M1,1,0
1,-3.1,R-HSA-1227990,Signaling by ERBB2 in Cancer,M1,1,0
1,-2.3,R-HSA-179812,GRB2 events in EGFR signaling,M1,1,0
1,-15,R-HSA-1442490,Collagen degradation,M1,1,0
1,-4.4,R-HSA-379716,Cytosolic tRNA aminoacylation,M1,1,0
1,-3.1,R-HSA-8848021,Signaling by PTK6,M1,1,0
1,-2.3,R-HSA-5674135,MAP2K and MAPK activation,M1,1,0
1,-3.5,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,M1,1,0
1,-4.8,R-HSA-372790,Signaling by GPCR,M1,1,0
1,-2.2,R-HSA-211976,Endogenous sterols,M1,1,0
1,-4.4,R-HSA-3595177,Defective CHSY1 causes TPBS,M1,1,0
1,-2.9,R-HSA-1236394,Signaling by ERBB4,M1,1,0
1,-2.2,R-HSA-9759194,Nuclear events mediated by NFE2L2,M1,1,0
1,-3.4,R-HSA-375165,NCAM signaling for neurite out-growth,M1,1,0
1,-2.5,R-HSA-9823739,Formation of the anterior neural plate,M1,1,0
1,-2.6,R-HSA-9824443,Parasitic Infection Pathways,M1,1,0
1,-14,R-HSA-1566948,Elastic fibre formation,M1,1,0
1,-2.3,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,M1,1,0
1,-4.2,R-HSA-5683057,MAPK family signaling cascades,M1,1,0
1,-2.5,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,M1,1,0
1,-16,R-HSA-216083,Integrin cell surface interactions,M1,1,0
1,-9.7,R-HSA-8957275,Post-translational protein phosphorylation,M1,1,0
1,-9.2,R-HSA-71387,Metabolism of carbohydrates,M1,1,0
