_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-4.5,R-HSA-500792,GPCR ligand binding,M1,1,0
1,-5.6,R-HSA-112315,Transmission across Chemical Synapses,M1,1,0
1,-4.4,R-HSA-380108,Chemokine receptors bind chemokines,M1,1,0
1,-6.1,R-HSA-977443,GABA receptor activation,M1,1,0
1,-2,R-HSA-1482839,Acyl chain remodelling of PE,M1,1,0
1,-6.3,R-HSA-9675108,Nervous system development,M1,1,0
1,-3.8,R-HSA-419037,NCAM1 interactions,M1,1,0
1,-5,R-HSA-1793185,Chondroitin sulfate/dermatan sulfate metabolism,M1,1,0
1,-5.2,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,M1,1,0
1,-8.6,R-HSA-3000178,ECM proteoglycans,M1,1,0
1,-5.5,R-HSA-8948216,Collagen chain trimerization,M1,1,0
1,-4.9,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),M1,1,0
1,-3.1,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),M1,1,0
1,-2.8,R-HSA-629597,Highly calcium permeable nicotinic acetylcholine receptors,M1,1,0
1,-4.4,R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,M1,1,0
1,-4.1,R-HSA-3000170,Syndecan interactions,M1,1,0
1,-3.3,R-HSA-9614085,FOXO-mediated transcription,M1,1,0
1,-2.7,R-HSA-913709,O-linked glycosylation of mucins,M1,1,0
1,-3.6,R-HSA-9664420,Killing mechanisms,M1,1,0
1,-3.7,R-HSA-388844,Receptor-type tyrosine-protein phosphatases,M1,1,0
1,-4.4,R-HSA-2214320,Anchoring fibril formation,M1,1,0
1,-3.8,R-HSA-8874081,MET activates PTK2 signaling,M1,1,0
1,-4.1,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,M1,1,0
1,-5.7,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M1,1,0
1,-2.6,R-HSA-8963899,Plasma lipoprotein remodeling,M1,1,0
1,-6.1,R-HSA-2022870,Chondroitin sulfate biosynthesis,M1,1,0
1,-6.2,R-HSA-210746,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,M1,1,0
1,-2.5,R-HSA-111931,PKA-mediated phosphorylation of CREB,M1,1,0
1,-2.8,R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes,M1,1,0
1,-8.4,R-HSA-446728,Cell junction organization,M1,1,0
1,-4.8,R-HSA-375276,Peptide ligand-binding receptors,M1,1,0
1,-2.2,R-HSA-354192,Integrin signaling,M1,1,0
1,-2.4,R-HSA-629594,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,M1,1,0
1,-6.1,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",M1,1,0
1,-4.8,R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,M1,1,0
1,-6,R-HSA-3595172,Defective CHST3 causes SEDCJD,M1,1,0
1,-2.8,R-HSA-9694614,Attachment and Entry,M1,1,0
1,-5.4,R-HSA-114608,Platelet degranulation,M1,1,0
1,-2.9,R-HSA-420029,Tight junction interactions,M1,1,0
1,-2.1,R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins,M1,1,0
1,-2.1,R-HSA-181431,Acetylcholine binding and downstream events,M1,1,0
1,-2.3,R-HSA-8853659,RET signaling,M1,1,0
1,-4.5,R-HSA-449147,Signaling by Interleukins,M1,1,0
1,-2.3,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,M1,1,0
1,-3.3,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,M1,1,0
1,-4.1,R-HSA-5173105,O-linked glycosylation,M1,1,0
1,-4,R-HSA-166520,Signaling by NTRKs,M1,1,0
1,-2.2,R-HSA-9696273,RND1 GTPase cycle,M1,1,0
1,-4.5,R-HSA-352230,Amino acid transport across the plasma membrane,M1,1,0
1,-3.1,R-HSA-629587,Highly sodium permeable postsynaptic acetylcholine nicotinic receptors,M1,1,0
1,-2.8,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,M1,1,0
1,-5.9,R-HSA-422475,Axon guidance,M1,1,0
1,-2.1,R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,M1,1,0
1,-5.2,R-HSA-2022923,Dermatan sulfate biosynthesis,M1,1,0
1,-2.2,R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,M1,1,0
1,-2.9,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,M1,1,0
1,-3.8,R-HSA-3000157,Laminin interactions,M1,1,0
1,-2.8,R-HSA-6806834,Signaling by MET,M1,1,0
1,-2,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M1,1,0
1,-2,R-HSA-373755,Semaphorin interactions,M1,1,0
1,-2.4,R-HSA-449836,Other interleukin signaling,M1,1,0
1,-3.9,R-HSA-170660,Adenylate cyclase activating pathway,M1,1,0
1,-4.5,R-HSA-9634597,GPER1 signaling,M1,1,0
1,-2.4,R-HSA-5083635,Defective B3GALTL causes PpS,M1,1,0
1,-5.2,R-HSA-446107,Type I hemidesmosome assembly,M1,1,0
1,-2.8,R-HSA-9664433,Leishmania parasite growth and survival,M1,1,0
1,-2.3,R-HSA-187037,Signaling by NTRK1 (TRKA),M1,1,0
1,-3,R-HSA-210747,Regulation of gene expression in early pancreatic precursor cells,M1,1,0
1,-2.4,R-HSA-6783589,Interleukin-6 family signaling,M1,1,0
1,-4.6,R-HSA-991365,Activation of GABAB receptors,M1,1,0
1,-3,R-HSA-418990,Adherens junctions interactions,M1,1,0
1,-3.6,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),M1,1,0
1,-4.3,R-HSA-6783783,Interleukin-10 signaling,M1,1,0
1,-2.6,R-HSA-432720,Lysosome Vesicle Biogenesis,M1,1,0
1,-2.1,R-HSA-9759475,Regulation of CDH11 Expression and Function,M1,1,0
1,-3.6,R-HSA-9673324,WNT5:FZD7-mediated leishmania damping,M1,1,0
1,-20,R-HSA-1474244,Extracellular matrix organization,M1,1,0
1,-3.9,R-HSA-373760,L1CAM interactions,M1,1,0
1,-2.3,R-HSA-76009,Platelet Aggregation (Plug Formation),M1,1,0
1,-7.2,R-HSA-202733,Cell surface interactions at the vascular wall,M1,1,0
1,-4.9,R-HSA-418594,G alpha (i) signalling events,M1,1,0
1,-2.5,R-HSA-9762292,Regulation of CDH11 function,M1,1,0
1,-2.6,R-HSA-189200,Cellular hexose transport,M1,1,0
1,-3,R-HSA-8875878,MET promotes cell motility,M1,1,0
1,-4.6,R-HSA-2024101,CS/DS degradation,M1,1,0
1,-7.9,R-HSA-1500931,Cell-Cell communication,M1,1,0
1,-5.8,R-HSA-1442490,Collagen degradation,M1,1,0
1,-3.2,R-HSA-1296071,Potassium Channels,M1,1,0
1,-3.8,R-HSA-3928663,EPHA-mediated growth cone collapse,M1,1,0
1,-5.3,R-HSA-372790,Signaling by GPCR,M1,1,0
1,-2.6,R-HSA-5576892,Phase 0 - rapid depolarisation,M1,1,0
1,-6,R-HSA-3595177,Defective CHSY1 causes TPBS,M1,1,0
1,-2.4,R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,M1,1,0
1,-2.7,R-HSA-375165,NCAM signaling for neurite out-growth,M1,1,0
1,-2.5,R-HSA-9823739,Formation of the anterior neural plate,M1,1,0
1,-2.1,R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,M1,1,0
1,-4.8,R-HSA-9824443,Parasitic Infection Pathways,M1,1,0
1,-3.5,R-HSA-140875,Common Pathway of Fibrin Clot Formation,M1,1,0
1,-3.7,R-HSA-1566948,Elastic fibre formation,M1,1,0
1,-2.4,R-HSA-622323,Presynaptic nicotinic acetylcholine receptors,M1,1,0
1,-11,R-HSA-216083,Integrin cell surface interactions,M1,1,0
1,-5,R-HSA-8957275,Post-translational protein phosphorylation,M1,1,0
1,-3.6,R-HSA-163359,Glucagon signaling in metabolic regulation,M1,1,0
1,-3.5,R-HSA-71387,Metabolism of carbohydrates,M1,1,0
