_MEMBER_modules_epi_black_sorted_top300,_MEMBER_modules_epi_blue_sorted_top300,_MEMBER_modules_epi_pink_sorted_top300,_MEMBER_modules_epi_red_sorted_top300,_MEMBER_modules_epi_turquoise_sorted_top300,_MEMBER_modules_epi_yellow_sorted_top300,_LogP_modules_epi_black_sorted_top300,_LogP_modules_epi_blue_sorted_top300,_LogP_modules_epi_pink_sorted_top300,_LogP_modules_epi_red_sorted_top300,_LogP_modules_epi_turquoise_sorted_top300,_LogP_modules_epi_yellow_sorted_top300,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,0,0,1,1,0,0,0,0,-4,-4,GO:0051495,positive regulation of cytoskeleton organization,M000011,2,0
0,0,1,0,1,0,0,0,-4.9,0,-2.1,0,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,M001010,2,0
0,0,0,0,1,1,0,0,0,0,-7.4,-6,GO:0032535,regulation of cellular component size,M000011,2,0
1,0,0,0,1,0,-2.9,0,0,0,-2.9,0,WP5205,Clock controlled autophagy in bone metabolism,M100010,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-3.2,M81,PID CDC42 PATHWAY,M000011,2,0
1,0,0,0,0,1,-2.3,0,0,0,0,-2.3,GO:2000379,positive regulation of reactive oxygen species metabolic process,M100001,2,0
0,0,0,0,1,1,0,0,0,0,-7,-4.3,WP366,TGF beta signaling pathway,M000011,2,0
0,0,1,0,0,1,0,0,-3.1,0,0,-3.1,WP1742,TP53 network,M001001,2,0
0,0,1,0,0,1,0,0,-2.7,0,0,-2,GO:0098661,inorganic anion transmembrane transport,M001001,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2.3,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,M000011,2,0
1,0,1,0,0,0,-3.1,0,-7.2,0,0,0,R-HSA-9694516,SARS-CoV-2 Infection,M101000,2,0
1,0,1,0,0,0,-2.1,0,-2.1,0,0,0,GO:0060443,mammary gland morphogenesis,M101000,2,0
0,0,0,1,0,1,0,0,0,-2.1,0,-2.8,GO:0050680,negative regulation of epithelial cell proliferation,M000101,2,0
1,0,1,0,0,0,-4.4,0,-9.6,0,0,0,GO:0002819,regulation of adaptive immune response,M101000,2,0
0,1,0,1,0,0,0,-5.6,0,-2.5,0,0,GO:0046942,carboxylic acid transport,M010100,2,0
1,0,0,0,0,1,-3.3,0,0,0,0,-3.3,WP2324,AGE RAGE pathway,M100001,2,0
1,0,1,0,0,0,-2,0,-2,0,0,0,M144,PID CERAMIDE PATHWAY,M101000,2,0
0,0,1,0,1,0,0,0,-2,0,-3.9,0,R-HSA-2555396,Mitotic Metaphase and Anaphase,M001010,2,0
0,1,0,1,0,0,0,-3.7,0,-2.4,0,0,GO:0002791,regulation of peptide secretion,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-9.1,-6,R-HSA-195258,RHO GTPase Effectors,M000011,2,0
1,0,0,1,0,0,-2,0,0,-2.7,0,0,GO:0000302,response to reactive oxygen species,M100100,2,0
1,0,0,1,0,0,-3.1,0,0,-2.1,0,0,WP364,IL6 signaling pathway,M100100,2,0
1,0,0,0,1,0,-2.3,0,0,0,-7,0,GO:0007423,sensory organ development,M100010,2,0
1,0,1,0,0,0,-6.9,0,-4,0,0,0,hsa04659,Th17 cell differentiation,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-3.3,-2.5,GO:2000177,regulation of neural precursor cell proliferation,M000011,2,0
1,0,1,0,0,0,-5.4,0,-3.3,0,0,0,hsa05321,Inflammatory bowel disease,M101000,2,0
0,1,0,1,0,0,0,-3,0,-2.5,0,0,GO:0006644,phospholipid metabolic process,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-7.9,-6.2,GO:0001667,ameboidal-type cell migration,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-4.2,-2.1,M53,PID INTEGRIN3 PATHWAY,M000011,2,0
1,0,0,1,0,0,-3,0,0,-3,0,0,GO:0070849,response to epidermal growth factor,M100100,2,0
1,0,1,0,0,0,-2.1,0,-3.2,0,0,0,M161,PID IFNG PATHWAY,M101000,2,0
0,1,0,0,0,1,0,-3.1,0,0,0,-2.1,GO:0009409,response to cold,M010001,2,0
1,0,1,0,0,0,-6.5,0,-6.5,0,0,0,WP4666,Hepatitis B infection,M101000,2,0
0,0,0,1,1,0,0,0,0,-2.6,-2.6,0,R-HSA-3000170,Syndecan interactions,M000110,2,0
1,0,0,0,1,0,-2.1,0,0,0,-2.1,0,GO:0001763,morphogenesis of a branching structure,M100010,2,0
0,1,0,1,0,0,0,-3.8,0,-2.4,0,0,GO:0090276,regulation of peptide hormone secretion,M010100,2,0
1,0,1,0,0,0,-3.2,0,-5.2,0,0,0,hsa04622,RIG-I-like receptor signaling pathway,M101000,2,0
0,0,1,0,1,0,0,0,-2.1,0,-5.4,0,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,M001010,2,0
1,0,0,1,0,0,-2.8,0,0,-2.8,0,0,WP3612,Photodynamic therapy induced NFE2L2 NRF2 survival signaling,M100100,2,0
0,0,0,0,1,1,0,0,0,0,-4,-2.2,GO:0007611,learning or memory,M000011,2,0
1,0,0,0,0,1,-4.7,0,0,0,0,-3.2,GO:0035872,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",M100001,2,0
0,1,0,1,0,0,0,-10,0,-3.3,0,0,GO:0015850,organic hydroxy compound transport,M010100,2,0
1,0,0,0,0,1,-2.8,0,0,0,0,-2,GO:0022405,hair cycle process,M100001,2,0
1,0,1,0,0,0,-4.7,0,-5.8,0,0,0,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),M101000,2,0
1,0,1,0,0,0,-3.6,0,-9.3,0,0,0,WP3858,Toll like receptor signaling related to MyD88,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-8.4,-2.3,GO:0048667,cell morphogenesis involved in neuron differentiation,M000011,2,0
0,0,1,0,0,1,0,0,-2.8,0,0,-3.8,GO:0030838,positive regulation of actin filament polymerization,M001001,2,0
0,0,0,0,1,1,0,0,0,0,-4.9,-3.8,GO:0034332,adherens junction organization,M000011,2,0
1,0,1,0,0,0,-7.6,0,-2.4,0,0,0,GO:0140895,cell surface toll-like receptor signaling pathway,M101000,2,0
1,0,1,0,0,0,-3.4,0,-4.2,0,0,0,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M101000,2,0
1,0,1,0,0,0,-3.3,0,-10,0,0,0,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M101000,2,0
1,0,1,0,0,0,-6.8,0,-11,0,0,0,hsa05164,Influenza A,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-2,-2,M2,PID SMAD2 3NUCLEAR PATHWAY,M000011,2,0
1,0,1,0,0,0,-3,0,-4.1,0,0,0,GO:0002224,toll-like receptor signaling pathway,M101000,2,0
1,0,1,0,0,0,-5.5,0,-2.7,0,0,0,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,M101000,2,0
0,1,0,1,0,0,0,-12,0,-2.2,0,0,GO:0008610,lipid biosynthetic process,M010100,2,0
0,0,1,1,0,0,0,0,-3.3,-3.3,0,0,WP3614,Photodynamic therapy induced HIF 1 survival signaling,M001100,2,0
1,0,1,0,0,0,-2.3,0,-3.5,0,0,0,GO:1902624,positive regulation of neutrophil migration,M101000,2,0
0,0,0,1,0,1,0,0,0,-2.2,0,-2.2,R-HSA-9659379,Sensory processing of sound,M000101,2,0
1,0,0,0,0,1,-3.2,0,0,0,0,-2.4,WP4932,7q11 23 copy number variation syndrome,M100001,2,0
0,0,1,0,0,1,0,0,-5.6,0,0,-5.6,GO:0051603,proteolysis involved in protein catabolic process,M001001,2,0
0,0,0,1,1,0,0,0,0,-3.6,-2.7,0,GO:0035023,regulation of Rho protein signal transduction,M000110,2,0
1,0,0,0,0,1,-5.6,0,0,0,0,-4.7,WP4659,Gastrin signaling pathway,M100001,2,0
1,0,0,0,0,1,-4.4,0,0,0,0,-2.9,hsa04630,JAK-STAT signaling pathway,M100001,2,0
0,1,0,1,0,0,0,-2.1,0,-3.2,0,0,GO:0006650,glycerophospholipid metabolic process,M010100,2,0
1,0,1,0,0,0,-5.4,0,-4.3,0,0,0,WP5039,SARS CoV 2 innate immunity evasion and cell specific immune response,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-9.4,-4.4,R-HSA-422475,Axon guidance,M000011,2,0
1,0,0,0,1,0,-2.2,0,0,0,-2.2,0,GO:0010717,regulation of epithelial to mesenchymal transition,M100010,2,0
1,0,1,0,0,0,-5.3,0,-7.5,0,0,0,hsa04657,IL-17 signaling pathway,M101000,2,0
1,0,0,0,0,1,-2,0,0,0,0,-6.9,GO:0010506,regulation of autophagy,M100001,2,0
1,0,0,0,0,1,-2.5,0,0,0,0,-2.5,GO:0050921,positive regulation of chemotaxis,M100001,2,0
1,0,1,0,0,0,-12,0,-4.1,0,0,0,hsa04064,NF-kappa B signaling pathway,M101000,2,0
0,0,0,1,0,1,0,0,0,-2,0,-3.5,GO:0002761,regulation of myeloid leukocyte differentiation,M000101,2,0
1,0,0,0,1,0,-2.8,0,0,0,-2.8,0,hsa05210,Colorectal cancer,M100010,2,0
0,1,1,0,0,0,0,-3.1,-2.3,0,0,0,GO:1905954,positive regulation of lipid localization,M011000,2,0
1,0,0,1,0,0,-3,0,0,-3,0,0,M60,PID NFAT TFPATHWAY,M100100,2,0
0,0,0,0,1,1,0,0,0,0,-2.2,-2.2,GO:0032091,negative regulation of protein binding,M000011,2,0
0,0,1,0,1,0,0,0,-2.1,0,-2.1,0,M238,PID THROMBIN PAR1 PATHWAY,M001010,2,0
1,0,1,0,0,0,-5.8,0,-4.5,0,0,0,WP619,Type II interferon signaling,M101000,2,0
1,0,1,0,0,0,-4.3,0,-3.4,0,0,0,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,M101000,2,0
1,0,0,1,0,0,-2.1,0,0,-2.8,0,0,GO:0043200,response to amino acid,M100100,2,0
0,0,1,0,0,1,0,0,-11,0,0,-2.7,GO:0032675,regulation of interleukin-6 production,M001001,2,0
1,0,1,0,0,0,-2.2,0,-2.2,0,0,0,R-HSA-448424,Interleukin-17 signaling,M101000,2,0
1,1,0,0,0,0,-2.5,-5.6,0,0,0,0,GO:0006687,glycosphingolipid metabolic process,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-5.4,-3.6,GO:0031032,actomyosin structure organization,M000011,2,0
0,0,1,0,0,1,0,0,-5.1,0,0,-4,GO:0019941,modification-dependent protein catabolic process,M001001,2,0
1,0,1,0,0,0,-9,0,-10,0,0,0,M5897,HALLMARK IL6 JAK STAT3 SIGNALING,M101000,2,0
1,0,0,1,0,0,-4.3,0,0,-2.6,0,0,WP4963,p53 transcriptional gene network,M100100,2,0
0,0,0,1,1,0,0,0,0,-2.4,-5.3,0,GO:0031345,negative regulation of cell projection organization,M000110,2,0
0,1,0,1,0,0,0,-5.5,0,-3,0,0,GO:0046486,glycerolipid metabolic process,M010100,2,0
1,0,1,0,0,0,-6.8,0,-11,0,0,0,GO:0002758,innate immune response-activating signaling pathway,M101000,2,0
1,0,0,0,0,1,-2.8,0,0,0,0,-8.6,GO:0110053,regulation of actin filament organization,M100001,2,0
1,0,0,0,0,1,-3.2,0,0,0,0,-5.7,R-HSA-8856828,Clathrin-mediated endocytosis,M100001,2,0
1,0,1,0,0,0,-4.3,0,-9.4,0,0,0,hsa05170,Human immunodeficiency virus 1 infection,M101000,2,0
0,0,0,1,0,1,0,0,0,-2.8,0,-2.2,GO:1903828,negative regulation of protein localization,M000101,2,0
0,0,0,0,1,1,0,0,0,0,-3.7,-5,GO:0043087,regulation of GTPase activity,M000011,2,0
1,0,1,0,0,0,-2.5,0,-5.8,0,0,0,R-HSA-9678108,SARS-CoV-1 Infection,M101000,2,0
1,0,0,0,0,1,-3.8,0,0,0,0,-4.7,GO:0098773,skin epidermis development,M100001,2,0
0,0,0,1,0,1,0,0,0,-3,0,-5.4,R-HSA-9013148,CDC42 GTPase cycle,M000101,2,0
0,1,0,0,0,1,0,-2.2,0,0,0,-2.2,GO:0006835,dicarboxylic acid transport,M010001,2,0
1,0,1,0,0,0,-2,0,-2,0,0,0,GO:0051279,regulation of release of sequestered calcium ion into cytosol,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.4,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",M000011,2,0
1,0,0,0,1,0,-3.3,0,0,0,-2.6,0,GO:0072006,nephron development,M100010,2,0
0,1,1,0,0,0,0,-15,-3,0,0,0,GO:1901615,organic hydroxy compound metabolic process,M011000,2,0
0,1,1,0,0,0,0,-9.2,-3.5,0,0,0,GO:1901136,carbohydrate derivative catabolic process,M011000,2,0
1,0,0,1,0,0,-4.3,0,0,-2,0,0,GO:0070555,response to interleukin-1,M100100,2,0
1,0,0,0,0,1,-2.8,0,0,0,0,-2.8,R-HSA-6802957,Oncogenic MAPK signaling,M100001,2,0
0,0,0,0,1,1,0,0,0,0,-2.7,-2.7,M286,PID TGFBR PATHWAY,M000011,2,0
1,0,1,0,0,0,-2.2,0,-2.2,0,0,0,M94,PID FAS PATHWAY,M101000,2,0
0,1,0,1,0,0,0,-6.2,0,-4.6,0,0,R-HSA-196854,Metabolism of vitamins and cofactors,M010100,2,0
0,0,1,0,0,1,0,0,-2.2,0,0,-2.2,GO:0032732,positive regulation of interleukin-1 production,M001001,2,0
0,0,1,0,1,0,0,0,-3.5,0,-4.2,0,WP5124,Alzheimer 39 s disease,M001010,2,0
1,0,1,0,0,0,-7,0,-2.7,0,0,0,hsa04650,Natural killer cell mediated cytotoxicity,M101000,2,0
1,0,0,0,1,0,-3.4,0,0,0,-4.7,0,R-HSA-2262752,Cellular responses to stress,M100010,2,0
0,0,1,0,0,1,0,0,-3.6,0,0,-2.6,GO:0001954,positive regulation of cell-matrix adhesion,M001001,2,0
1,0,0,0,1,0,-3.5,0,0,0,-4.1,0,GO:0060562,epithelial tube morphogenesis,M100010,2,0
0,1,0,1,0,0,0,-2.9,0,-2.9,0,0,GO:0050819,negative regulation of coagulation,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-6.7,-5.9,GO:0022604,regulation of cell morphogenesis,M000011,2,0
1,0,1,0,0,0,-2.9,0,-7.7,0,0,0,R-HSA-6783783,Interleukin-10 signaling,M101000,2,0
0,0,1,0,0,1,0,0,-3.1,0,0,-3.1,GO:0042098,T cell proliferation,M001001,2,0
0,0,0,0,1,1,0,0,0,0,-2.5,-3.7,GO:1990778,protein localization to cell periphery,M000011,2,0
1,0,0,0,1,0,-2.1,0,0,0,-2.1,0,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,M100010,2,0
0,0,1,0,0,1,0,0,-2.3,0,0,-2.3,GO:0050852,T cell receptor signaling pathway,M001001,2,0
0,1,0,0,1,0,0,-2.1,0,0,-2.1,0,GO:0015865,purine nucleotide transport,M010010,2,0
1,1,0,0,0,0,-2.8,-2.8,0,0,0,0,WP1533,Vitamin B12 metabolism,M110000,2,0
1,0,0,0,0,1,-2.7,0,0,0,0,-2.7,GO:0031529,ruffle organization,M100001,2,0
1,0,0,0,0,1,-2.5,0,0,0,0,-2.5,M76,PID P38 ALPHA BETA PATHWAY,M100001,2,0
1,0,1,0,0,0,-12,0,-5.9,0,0,0,GO:0032496,response to lipopolysaccharide,M101000,2,0
0,0,1,0,0,1,0,0,-2,0,0,-2.9,GO:0034762,regulation of transmembrane transport,M001001,2,0
0,0,0,0,1,1,0,0,0,0,-2.7,-4.8,WP2272,Pathogenic Escherichia coli infection,M000011,2,0
1,0,0,0,0,1,-2.5,0,0,0,0,-3.7,M72,PID NECTIN PATHWAY,M100001,2,0
1,0,1,0,0,0,-7.6,0,-12,0,0,0,GO:0002221,pattern recognition receptor signaling pathway,M101000,2,0
1,0,1,0,0,0,-12,0,-7.8,0,0,0,GO:0002237,response to molecule of bacterial origin,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-9,-4.1,R-HSA-9675108,Nervous system development,M000011,2,0
1,1,0,0,0,0,-4.3,-5.8,0,0,0,0,GO:0033500,carbohydrate homeostasis,M110000,2,0
0,1,0,1,0,0,0,-5.2,0,-5.2,0,0,GO:0015914,phospholipid transport,M010100,2,0
1,0,1,0,0,0,-3,0,-2.1,0,0,0,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,M101000,2,0
0,0,0,1,0,1,0,0,0,-2.2,0,-2.2,GO:0051702,biological process involved in interaction with symbiont,M000101,2,0
0,0,0,0,1,1,0,0,0,0,-2.6,-2.6,R-HSA-3000171,Non-integrin membrane-ECM interactions,M000011,2,0
1,0,1,0,0,0,-4.5,0,-5.2,0,0,0,GO:0002429,immune response-activating cell surface receptor signaling pathway,M101000,2,0
1,0,0,1,0,0,-3.3,0,0,-2.1,0,0,GO:0071695,anatomical structure maturation,M100100,2,0
0,0,1,0,0,1,0,0,-2.1,0,0,-2.1,GO:0071634,regulation of transforming growth factor beta production,M001001,2,0
1,0,1,0,0,0,-2.2,0,-2.2,0,0,0,GO:0046632,alpha-beta T cell differentiation,M101000,2,0
0,0,1,0,1,0,0,0,-2.1,0,-2.1,0,R-HSA-9696264,RND3 GTPase cycle,M001010,2,0
1,0,1,0,0,0,-2.5,0,-4.8,0,0,0,GO:0032946,positive regulation of mononuclear cell proliferation,M101000,2,0
0,1,0,0,1,0,0,-3.2,0,0,-4,0,GO:0072593,reactive oxygen species metabolic process,M010010,2,0
0,0,1,0,1,0,0,0,-2.5,0,-2.5,0,WP2064,Neural crest differentiation,M001010,2,0
1,0,1,0,0,0,-2.4,0,-3,0,0,0,R-HSA-9006925,Intracellular signaling by second messengers,M101000,2,0
0,0,1,0,0,1,0,0,-2.3,0,0,-3,GO:0007041,lysosomal transport,M001001,2,0
1,0,0,0,1,0,-2.9,0,0,0,-2.9,0,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,M100010,2,0
0,0,0,0,1,1,0,0,0,0,-5.6,-3.3,GO:0031589,cell-substrate adhesion,M000011,2,0
1,0,1,0,0,0,-5.4,0,-5.4,0,0,0,hsa04062,Chemokine signaling pathway,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-3.2,-2.2,GO:0050808,synapse organization,M000011,2,0
1,0,0,0,0,1,-4.1,0,0,0,0,-4.1,WP5300,TROP2 regulatory signaling,M100001,2,0
1,0,1,0,0,0,-15,0,-4.2,0,0,0,hsa05417,Lipid and atherosclerosis,M101000,2,0
0,0,0,1,0,1,0,0,0,-2.1,0,-4.5,GO:0006986,response to unfolded protein,M000101,2,0
1,0,1,0,0,0,-2.8,0,-6.4,0,0,0,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M101000,2,0
1,0,1,0,0,0,-3.6,0,-4.9,0,0,0,R-HSA-5602358,Diseases associated with the TLR signaling cascade,M101000,2,0
1,0,1,0,0,0,-3,0,-4.1,0,0,0,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation,M101000,2,0
0,0,1,0,1,0,0,0,-6.7,0,-2.3,0,R-HSA-372790,Signaling by GPCR,M001010,2,0
1,0,0,0,1,0,-5.8,0,0,0,-2.2,0,M65,PID FRA PATHWAY,M100010,2,0
0,0,0,0,1,1,0,0,0,0,-6.5,-4.1,M12,PID RHOA PATHWAY,M000011,2,0
1,1,0,0,0,0,-3.5,-2.3,0,0,0,0,GO:0070670,response to interleukin-4,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-9.9,-3.4,GO:0048812,neuron projection morphogenesis,M000011,2,0
1,0,1,0,0,0,-6,0,-5.1,0,0,0,WP75,Toll like receptor signaling pathway,M101000,2,0
1,0,0,0,0,1,-2.6,0,0,0,0,-3.5,R-HSA-9664422,FCGR3A-mediated phagocytosis,M100001,2,0
0,0,0,0,1,1,0,0,0,0,-2.8,-2.8,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.3,-6.8,GO:0008360,regulation of cell shape,M000011,2,0
1,0,0,0,1,0,-2.2,0,0,0,-3.1,0,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,M100010,2,0
0,0,1,0,1,0,0,0,-3.8,0,-2.3,0,hsa04934,Cushing syndrome,M001010,2,0
1,0,1,0,0,0,-3,0,-3,0,0,0,R-HSA-5621575,CD209 (DC-SIGN) signaling,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-5.8,-13,GO:0032970,regulation of actin filament-based process,M000011,2,0
1,0,1,0,0,0,-3.2,0,-6.9,0,0,0,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,M101000,2,0
0,0,1,0,1,0,0,0,-2.5,0,-2.5,0,GO:0030308,negative regulation of cell growth,M001010,2,0
0,0,1,0,0,1,0,0,-2.1,0,0,-2.1,WP2526,PDGF pathway,M001001,2,0
1,0,0,0,0,1,-2.8,0,0,0,0,-2.8,R-HSA-177929,Signaling by EGFR,M100001,2,0
1,0,1,0,0,0,-2.5,0,-3.6,0,0,0,WP4912,SARS coronavirus and innate immunity,M101000,2,0
1,0,1,0,0,0,-3.6,0,-3.6,0,0,0,GO:0060333,type II interferon-mediated signaling pathway,M101000,2,0
1,0,0,0,1,0,-2.6,0,0,0,-2.6,0,GO:0007159,leukocyte cell-cell adhesion,M100010,2,0
1,0,1,0,0,0,-3.6,0,-5.2,0,0,0,WP3929,Chemokine signaling pathway,M101000,2,0
0,0,1,0,0,1,0,0,-2.1,0,0,-2.9,hsa04919,Thyroid hormone signaling pathway,M001001,2,0
0,0,0,0,1,1,0,0,0,0,-5.6,-4,GO:0051648,vesicle localization,M000011,2,0
1,0,0,0,1,0,-3.1,0,0,0,-7.5,0,GO:0050769,positive regulation of neurogenesis,M100010,2,0
0,0,0,0,1,1,0,0,0,0,-3.7,-2.7,WP560,TGF beta receptor signaling,M000011,2,0
0,0,0,1,1,0,0,0,0,-2.4,-4.7,0,GO:0050768,negative regulation of neurogenesis,M000110,2,0
0,0,0,1,0,1,0,0,0,-3.4,0,-2.4,GO:0070050,neuron cellular homeostasis,M000101,2,0
1,0,0,0,0,1,-3,0,0,0,0,-2.3,GO:0031099,regeneration,M100001,2,0
1,0,1,0,0,0,-4.1,0,-4.1,0,0,0,R-HSA-975155,MyD88 dependent cascade initiated on endosome,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-2.8,-2,GO:1905037,autophagosome organization,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.5,-2.6,GO:0046330,positive regulation of JNK cascade,M000011,2,0
1,0,0,1,0,0,-5.1,0,0,-4.2,0,0,GO:0030218,erythrocyte differentiation,M100100,2,0
1,0,0,0,0,1,-2.6,0,0,0,0,-2.6,M5910,HALLMARK PROTEIN SECRETION,M100001,2,0
0,0,0,1,0,1,0,0,0,-6,0,-2.4,GO:1905477,positive regulation of protein localization to membrane,M000101,2,0
0,0,1,0,0,1,0,0,-4.4,0,0,-2.8,R-HSA-9755511,KEAP1-NFE2L2 pathway,M001001,2,0
0,0,1,0,0,1,0,0,-3.7,0,0,-5.1,GO:0016032,viral process,M001001,2,0
1,0,0,0,0,1,-2.1,0,0,0,0,-4.2,GO:0006469,negative regulation of protein kinase activity,M100001,2,0
0,1,0,1,0,0,0,-3.1,0,-2.3,0,0,GO:0007586,digestion,M010100,2,0
1,0,1,0,0,0,-2.4,0,-5.6,0,0,0,GO:0002705,positive regulation of leukocyte mediated immunity,M101000,2,0
0,0,0,1,0,1,0,0,0,-2.1,0,-2.9,GO:0007492,endoderm development,M000101,2,0
1,0,0,0,1,0,-2.1,0,0,0,-2.1,0,GO:0042476,odontogenesis,M100010,2,0
0,0,0,0,1,1,0,0,0,0,-2.1,-6.7,GO:0150115,cell-substrate junction organization,M000011,2,0
1,0,0,1,0,0,-2.1,0,0,-3.4,0,0,GO:0030178,negative regulation of Wnt signaling pathway,M100100,2,0
1,0,1,0,0,0,-3.5,0,-3.5,0,0,0,GO:0060416,response to growth hormone,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-4.7,-3.2,GO:0002064,epithelial cell development,M000011,2,0
1,0,1,0,0,0,-3.2,0,-3.2,0,0,0,R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,M101000,2,0
1,0,1,0,0,0,-4.7,0,-4.7,0,0,0,GO:0035456,response to interferon-beta,M101000,2,0
0,0,1,0,0,1,0,0,-3.3,0,0,-2.7,GO:1903050,regulation of proteolysis involved in protein catabolic process,M001001,2,0
0,0,0,0,1,1,0,0,0,0,-7.6,-8.2,GO:0051640,organelle localization,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.5,-2.5,GO:0048041,focal adhesion assembly,M000011,2,0
0,0,0,1,0,1,0,0,0,-2.4,0,-2.4,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,M000101,2,0
0,0,1,0,0,1,0,0,-2.7,0,0,-2.7,GO:0032943,mononuclear cell proliferation,M001001,2,0
0,0,0,0,1,1,0,0,0,0,-7,-14,WP306,Focal adhesion,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.5,-4.1,WP185,Integrin mediated cell adhesion,M000011,2,0
0,0,0,1,0,1,0,0,0,-3.8,0,-2.6,GO:0030111,regulation of Wnt signaling pathway,M000101,2,0
0,0,0,0,1,1,0,0,0,0,-3.5,-2.6,hsa05222,Small cell lung cancer,M000011,2,0
0,1,0,1,0,0,0,-6.5,0,-4.7,0,0,GO:0015748,organophosphate ester transport,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-5.3,-4.4,GO:0007229,integrin-mediated signaling pathway,M000011,2,0
1,0,1,0,0,0,-4.7,0,-3.6,0,0,0,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",M101000,2,0
0,0,1,0,1,0,0,0,-3.9,0,-3.1,0,hsa04145,Phagosome,M001010,2,0
0,0,1,0,1,0,0,0,-7,0,-2.8,0,GO:0060907,positive regulation of macrophage cytokine production,M001010,2,0
1,0,1,0,0,0,-5.8,0,-2.2,0,0,0,M196,PID IL23 PATHWAY,M101000,2,0
1,0,1,0,0,0,-2.2,0,-7.3,0,0,0,WP4341,Non genomic actions of 1 25 dihydroxyvitamin D3,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.4,GO:2000179,positive regulation of neural precursor cell proliferation,M000011,2,0
1,0,0,0,0,1,-3.4,0,0,0,0,-2.4,GO:0062208,positive regulation of pattern recognition receptor signaling pathway,M100001,2,0
0,1,0,1,0,0,0,-2.6,0,-3.6,0,0,WP558,Complement and coagulation cascades,M010100,2,0
1,0,1,0,0,0,-6.3,0,-5.3,0,0,0,R-HSA-877300,Interferon gamma signaling,M101000,2,0
0,1,0,1,0,0,0,-2.8,0,-3.7,0,0,hsa04610,Complement and coagulation cascades,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-7.2,-4.2,M124,PID CXCR4 PATHWAY,M000011,2,0
1,0,0,0,1,0,-5,0,0,0,-7.2,0,hsa04010,MAPK signaling pathway,M100010,2,0
1,0,0,0,0,1,-4.2,0,0,0,0,-5,hsa05135,Yersinia infection,M100001,2,0
0,0,0,0,1,1,0,0,0,0,-6,-2.7,M5896,HALLMARK TGF BETA SIGNALING,M000011,2,0
0,0,1,0,1,0,0,0,-2.2,0,-6,0,GO:0071559,response to transforming growth factor beta,M001010,2,0
0,0,0,1,0,1,0,0,0,-2.1,0,-2.1,M174,PID UPA UPAR PATHWAY,M000101,2,0
0,1,0,0,1,0,0,-2.1,0,0,-2.1,0,R-HSA-9007101,Rab regulation of trafficking,M010010,2,0
