_MEMBER_modules_epi_black_sorted_top300,_MEMBER_modules_epi_blue_sorted_top300,_MEMBER_modules_epi_pink_sorted_top300,_MEMBER_modules_epi_red_sorted_top300,_MEMBER_modules_epi_turquoise_sorted_top300,_MEMBER_modules_epi_yellow_sorted_top300,_LogP_modules_epi_black_sorted_top300,_LogP_modules_epi_blue_sorted_top300,_LogP_modules_epi_pink_sorted_top300,_LogP_modules_epi_red_sorted_top300,_LogP_modules_epi_turquoise_sorted_top300,_LogP_modules_epi_yellow_sorted_top300,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0035336,long-chain fatty-acyl-CoA metabolic process,M010000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0009268,response to pH,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-5.6,0,GO:0043009,chordate embryonic development,M000010,1,0
0,0,1,0,0,0,0,0,-3.2,0,0,0,GO:0002830,positive regulation of type 2 immune response,M001000,1,0
0,0,1,0,0,0,0,0,-4.8,0,0,0,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.6,GO:1901879,regulation of protein depolymerization,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:1901991,negative regulation of mitotic cell cycle phase transition,M000010,1,0
1,0,0,0,0,0,-3.9,0,0,0,0,0,WP2018,RANKL RANK signaling pathway,M100000,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,GO:0009416,response to light stimulus,M100000,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,GO:0005976,polysaccharide metabolic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0140747,regulation of ncRNA transcription,M000010,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0035304,regulation of protein dephosphorylation,M100000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0042093,T-helper cell differentiation,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,GO:0045649,regulation of macrophage differentiation,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,M240,PID SYNDECAN 2 PATHWAY,M000001,1,0
0,1,0,0,0,0,0,-7.1,0,0,0,0,GO:0016125,sterol metabolic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,GO:0097485,neuron projection guidance,M000010,1,0
0,1,0,0,0,0,0,-2.6,0,0,0,0,WP4905,1q21 1 copy number variation syndrome,M010000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0003176,aortic valve development,M100000,1,0
0,0,0,1,0,0,0,0,0,-3,0,0,GO:0010799,regulation of peptidyl-threonine phosphorylation,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,GO:0008088,axo-dendritic transport,M000010,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,M210,PID IL8 CXCR2 PATHWAY,M100000,1,0
0,1,0,0,0,0,0,-2.6,0,0,0,0,GO:0010875,positive regulation of cholesterol efflux,M010000,1,0
0,0,1,0,0,0,0,0,-4.9,0,0,0,GO:0001774,microglial cell activation,M001000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0006622,protein targeting to lysosome,M001000,1,0
0,1,0,0,0,0,0,-6.3,0,0,0,0,R-HSA-1660662,Glycosphingolipid metabolism,M010000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,M100000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0072164,mesonephric tubule development,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.6,0,0,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,M000100,1,0
0,0,1,0,0,0,0,0,-5.1,0,0,0,M169,PID INTEGRIN2 PATHWAY,M001000,1,0
0,0,1,0,0,0,0,0,-3.3,0,0,0,GO:0002724,regulation of T cell cytokine production,M001000,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:0009199,ribonucleoside triphosphate metabolic process,M010000,1,0
0,0,1,0,0,0,0,0,-3.3,0,0,0,GO:0097530,granulocyte migration,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.6,0,0,hsa04915,Estrogen signaling pathway,M000100,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0042401,biogenic amine biosynthetic process,M100000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:0061180,mammary gland epithelium development,M100000,1,0
0,1,0,0,0,0,0,-3.4,0,0,0,0,GO:0009225,nucleotide-sugar metabolic process,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,GO:1902475,L-alpha-amino acid transmembrane transport,M000001,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0034765,regulation of monoatomic ion transmembrane transport,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,M269,PID RAS PATHWAY,M000010,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,GO:0046598,positive regulation of viral entry into host cell,M001000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,GO:0007530,sex determination,M001000,1,0
0,1,0,0,0,0,0,-4.5,0,0,0,0,GO:0043604,amide biosynthetic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-4.2,0,GO:0060840,artery development,M000010,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,WP3982,miRNA regulation of p53 pathway in prostate cancer,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,GO:0051938,L-glutamate import,M000001,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,M143,PID IL2 PI3K PATHWAY,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,GO:0016358,dendrite development,M000010,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0150117,positive regulation of cell-substrate junction organization,M100000,1,0
0,1,0,0,0,0,0,-6.7,0,0,0,0,GO:0015918,sterol transport,M010000,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0120009,intermembrane lipid transfer,M010000,1,0
0,1,0,0,0,0,0,-4.2,0,0,0,0,GO:1901617,organic hydroxy compound biosynthetic process,M010000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,WP5072,Modulators of TCR signaling and T cell activation,M100000,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,WP4950,16p11 2 distal deletion syndrome,M100000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,R-HSA-9682385,FLT3 signaling in disease,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,M000010,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:0009144,purine nucleoside triphosphate metabolic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-5.2,0,GO:0010970,transport along microtubule,M000010,1,0
0,0,1,0,0,0,0,0,-4.3,0,0,0,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,M001000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0051259,protein complex oligomerization,M001000,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,M001000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,WP4150,Wnt signaling in kidney disease,M001000,1,0
0,0,1,0,0,0,0,0,-4.4,0,0,0,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M001000,1,0
0,0,1,0,0,0,0,0,-9,0,0,0,WP5038,Mitochondrial immune response to SARS CoV 2,M001000,1,0
0,0,1,0,0,0,0,0,-3.4,0,0,0,M16697,BIOCARTA CD40 PATHWAY,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-6.2,GO:0030865,cortical cytoskeleton organization,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,GO:0003281,ventricular septum development,M000010,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0030199,collagen fibril organization,M001000,1,0
0,0,1,0,0,0,0,0,-4.4,0,0,0,GO:0002889,regulation of immunoglobulin mediated immune response,M001000,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.9,GO:0032869,cellular response to insulin stimulus,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,R-HSA-5357786,TNFR1-induced proapoptotic signaling,M000001,1,0
0,0,0,1,0,0,0,0,0,-3.5,0,0,GO:0097284,hepatocyte apoptotic process,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,R-HSA-190872,Transport of connexons to the plasma membrane,M000010,1,0
0,0,1,0,0,0,0,0,-5.1,0,0,0,GO:0150146,cell junction disassembly,M001000,1,0
0,0,1,0,0,0,0,0,-3.2,0,0,0,GO:0036065,fucosylation,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-4.8,0,GO:0048588,developmental cell growth,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,R-HSA-5205647,Mitophagy,M000010,1,0
0,0,0,1,0,0,0,0,0,-4.9,0,0,GO:1903533,regulation of protein targeting,M000100,1,0
0,1,0,0,0,0,0,-5.5,0,0,0,0,GO:0006006,glucose metabolic process,M010000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0042157,lipoprotein metabolic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-3.5,0,GO:0003205,cardiac chamber development,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.9,0,GO:0098926,postsynaptic signal transduction,M000010,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,R-HSA-68867,Assembly of the pre-replicative complex,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.2,0,GO:0061003,positive regulation of dendritic spine morphogenesis,M000010,1,0
0,0,1,0,0,0,0,0,-4.8,0,0,0,R-HSA-9824272,Somitogenesis,M001000,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,WP5272,LDL influence on CD14 and TLR4,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-5.6,GO:0032506,cytokinetic process,M000001,1,0
0,0,1,0,0,0,0,0,-5.8,0,0,0,R-HSA-69541,Stabilization of p53,M001000,1,0
0,0,1,0,0,0,0,0,-2,0,0,0,GO:0070988,demethylation,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,GO:0051016,barbed-end actin filament capping,M000001,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,R-HSA-8963898,Plasma lipoprotein assembly,M010000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,WP500,Glycogen synthesis and degradation,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.6,0,GO:0021544,subpallium development,M000010,1,0
0,0,1,0,0,0,0,0,-5.3,0,0,0,R-HSA-69615,G1/S DNA Damage Checkpoints,M001000,1,0
0,0,1,0,0,0,0,0,-6.2,0,0,0,WP3877,MYD88 distinct input output pathway,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-5.3,0,GO:0030307,positive regulation of cell growth,M000010,1,0
0,1,0,0,0,0,0,-6.9,0,0,0,0,GO:0097006,regulation of plasma lipoprotein particle levels,M010000,1,0
0,1,0,0,0,0,0,-3.9,0,0,0,0,GO:0009181,purine ribonucleoside diphosphate catabolic process,M010000,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,R-HSA-4085001,Sialic acid metabolism,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,GO:0051642,centrosome localization,M000010,1,0
0,0,0,1,0,0,0,0,0,-4.2,0,0,GO:0010466,negative regulation of peptidase activity,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-3.2,0,R-HSA-8853659,RET signaling,M000010,1,0
0,0,1,0,0,0,0,0,-3.9,0,0,0,hsa04613,Neutrophil extracellular trap formation,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,GO:0001736,establishment of planar polarity,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.8,GO:0098712,L-glutamate import across plasma membrane,M000001,1,0
0,1,0,0,0,0,0,-6.3,0,0,0,0,GO:0030301,cholesterol transport,M010000,1,0
0,1,0,0,0,0,0,-4.7,0,0,0,0,GO:0006026,aminoglycan catabolic process,M010000,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,GO:0071383,cellular response to steroid hormone stimulus,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,M000001,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:1904035,regulation of epithelial cell apoptotic process,M100000,1,0
0,1,0,0,0,0,0,-6.3,0,0,0,0,R-HSA-2142845,Hyaluronan metabolism,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,GO:0030239,myofibril assembly,M000001,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:0042633,hair cycle,M100000,1,0
0,0,1,0,0,0,0,0,-4.8,0,0,0,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,GO:0045581,negative regulation of T cell differentiation,M000001,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,hsa04724,Glutamatergic synapse,M001000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0032438,melanosome organization,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,WP34,Ovarian infertility,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-7.3,R-HSA-9013408,RHOG GTPase cycle,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.7,R-HSA-9013409,RHOJ GTPase cycle,M000001,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0090022,regulation of neutrophil chemotaxis,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.9,0,GO:0017145,stem cell division,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.9,0,GO:0021756,striatum development,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0007212,dopamine receptor signaling pathway,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.4,0,0,GO:0045682,regulation of epidermis development,M000100,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,hsa04935,"Growth hormone synthesis, secretion and action",M001000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,WP1471,Target of rapamycin signaling,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-5.1,0,GO:0060485,mesenchyme development,M000010,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,R-HSA-168638,NOD1/2 Signaling Pathway,M100000,1,0
0,0,1,0,0,0,0,0,-4.1,0,0,0,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,M001000,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0045123,cellular extravasation,M001000,1,0
0,0,1,0,0,0,0,0,-4.5,0,0,0,R-HSA-195721,Signaling by WNT,M001000,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,M5936,HALLMARK OXIDATIVE PHOSPHORYLATION,M010000,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,WP5108,Familial hyperlipidemia type 1,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,GO:0014002,astrocyte development,M000100,1,0
0,0,0,1,0,0,0,0,0,-2.7,0,0,GO:0034614,cellular response to reactive oxygen species,M000100,1,0
0,0,1,0,0,0,0,0,-7.5,0,0,0,GO:0032649,regulation of type II interferon production,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.2,M5923,HALLMARK PI3K AKT MTOR SIGNALING,M000001,1,0
1,0,0,0,0,0,-4.8,0,0,0,0,0,WP4874,CAMKK2 pathway,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.5,GO:0007032,endosome organization,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0003179,heart valve morphogenesis,M000010,1,0
0,0,1,0,0,0,0,0,-4.6,0,0,0,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,GO:0043535,regulation of blood vessel endothelial cell migration,M000001,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,GO:0043500,muscle adaptation,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-4,0,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,M000010,1,0
1,0,0,0,0,0,-3.9,0,0,0,0,0,R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",M100000,1,0
0,0,1,0,0,0,0,0,-5.7,0,0,0,R-HSA-3858494,Beta-catenin independent WNT signaling,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.3,GO:0000768,syncytium formation by plasma membrane fusion,M000001,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,GO:0002888,positive regulation of myeloid leukocyte mediated immunity,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,GO:0045624,positive regulation of T-helper cell differentiation,M000001,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,GO:0002520,immune system development,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.9,0,0,WP4549,Fragile X syndrome,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,GO:0048713,regulation of oligodendrocyte differentiation,M000001,1,0
0,1,0,0,0,0,0,-4.1,0,0,0,0,R-HSA-2187338,Visual phototransduction,M010000,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0034033,purine nucleoside bisphosphate biosynthetic process,M010000,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,GO:1901658,glycosyl compound catabolic process,M001000,1,0
0,1,0,0,0,0,0,-4.5,0,0,0,0,GO:0045834,positive regulation of lipid metabolic process,M010000,1,0
0,0,1,0,0,0,0,0,-12,0,0,0,GO:0050792,regulation of viral process,M001000,1,0
0,0,1,0,0,0,0,0,-3.4,0,0,0,R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,M001000,1,0
1,0,0,0,0,0,-4.2,0,0,0,0,0,WP5158,Urotensin II mediated signaling pathway,M100000,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,GO:0035305,negative regulation of dephosphorylation,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,GO:0070664,negative regulation of leukocyte proliferation,M000001,1,0
0,0,0,1,0,0,0,0,0,-2.1,0,0,GO:0045913,positive regulation of carbohydrate metabolic process,M000100,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,R-HSA-69242,S Phase,M001000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,WP5269,Genetic causes of porto sinusoidal vascular disease,M100000,1,0
0,0,1,0,0,0,0,0,-3.2,0,0,0,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,M001000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,M010000,1,0
0,0,1,0,0,0,0,0,-5.3,0,0,0,GO:0046683,response to organophosphorus,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0034113,heterotypic cell-cell adhesion,M000001,1,0
0,1,0,0,0,0,0,-3.6,0,0,0,0,WP2436,Dopamine metabolism,M010000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:0071624,positive regulation of granulocyte chemotaxis,M100000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0045667,regulation of osteoblast differentiation,M100000,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0045987,positive regulation of smooth muscle contraction,M001000,1,0
0,1,0,0,0,0,0,-8.1,0,0,0,0,GO:0019318,hexose metabolic process,M010000,1,0
0,1,0,0,0,0,0,-2.8,0,0,0,0,GO:0005977,glycogen metabolic process,M010000,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:0019217,regulation of fatty acid metabolic process,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0036257,multivesicular body organization,M000001,1,0
0,0,1,0,0,0,0,0,-3.8,0,0,0,R-HSA-1236977,Endosomal/Vacuolar pathway,M001000,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,GO:2000027,regulation of animal organ morphogenesis,M001000,1,0
1,0,0,0,0,0,-5.1,0,0,0,0,0,hsa04933,AGE-RAGE signaling pathway in diabetic complications,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:0045446,endothelial cell differentiation,M000010,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,hsa00512,Mucin type O-glycan biosynthesis,M010000,1,0
0,1,0,0,0,0,0,-8,0,0,0,0,GO:0034375,high-density lipoprotein particle remodeling,M010000,1,0
1,0,0,0,0,0,-3.7,0,0,0,0,0,WP2290,RalA downstream regulated genes,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.8,0,0,GO:0035315,hair cell differentiation,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.4,GO:0007029,endoplasmic reticulum organization,M000001,1,0
0,1,0,0,0,0,0,-2.6,0,0,0,0,GO:0006520,amino acid metabolic process,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.9,0,0,GO:0044788,modulation by host of viral process,M000100,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0071326,cellular response to monosaccharide stimulus,M010000,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0072594,establishment of protein localization to organelle,M001000,1,0
0,0,1,0,0,0,0,0,-4.4,0,0,0,R-HSA-9705683,SARS-CoV-2-host interactions,M001000,1,0
1,0,0,0,0,0,-4.2,0,0,0,0,0,GO:0071347,cellular response to interleukin-1,M100000,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,GO:0030148,sphingolipid biosynthetic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,M000010,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,GO:1900027,regulation of ruffle assembly,M100000,1,0
0,1,0,0,0,0,0,-3.5,0,0,0,0,GO:0051004,regulation of lipoprotein lipase activity,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.1,GO:0007009,plasma membrane organization,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",M000001,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,WP4949,16p11 2 proximal deletion syndrome,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,GO:0051438,regulation of ubiquitin-protein transferase activity,M000010,1,0
0,0,1,0,0,0,0,0,-4.3,0,0,0,GO:0007252,I-kappaB phosphorylation,M001000,1,0
0,0,1,0,0,0,0,0,-3.4,0,0,0,hsa03250,Viral life cycle - HIV-1,M001000,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0010884,positive regulation of lipid storage,M001000,1,0
0,0,1,0,0,0,0,0,-11,0,0,0,M22023,BIOCARTA MHC PATHWAY,M001000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:0060675,ureteric bud morphogenesis,M100000,1,0
0,1,0,0,0,0,0,-6.6,0,0,0,0,R-HSA-975634,Retinoid metabolism and transport,M010000,1,0
0,0,1,0,0,0,0,0,-4.6,0,0,0,R-HSA-5610780,Degradation of GLI1 by the proteasome,M001000,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,GO:0002693,positive regulation of cellular extravasation,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.6,0,GO:0061036,positive regulation of cartilage development,M000010,1,0
1,0,0,0,0,0,-6,0,0,0,0,0,GO:0010761,fibroblast migration,M100000,1,0
0,1,0,0,0,0,0,-6.3,0,0,0,0,GO:0072521,purine-containing compound metabolic process,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-6.7,GO:0034109,homotypic cell-cell adhesion,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,hsa05016,Huntington disease,M000010,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,M001000,1,0
0,0,1,0,0,0,0,0,-5.2,0,0,0,GO:0006970,response to osmotic stress,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.8,0,GO:1903531,negative regulation of secretion by cell,M000010,1,0
0,0,1,0,0,0,0,0,-2,0,0,0,GO:0060338,regulation of type I interferon-mediated signaling pathway,M001000,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,R-HSA-5669034,TNFs bind their physiological receptors,M001000,1,0
0,1,0,0,0,0,0,-3.6,0,0,0,0,GO:0009154,purine ribonucleotide catabolic process,M010000,1,0
0,1,0,0,0,0,0,-3.9,0,0,0,0,GO:0009746,response to hexose,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.7,0,0,GO:1902930,regulation of alcohol biosynthetic process,M000100,1,0
0,1,0,0,0,0,0,-2.9,0,0,0,0,WP357,Fatty acid biosynthesis,M010000,1,0
1,0,0,0,0,0,-4,0,0,0,0,0,GO:0050665,hydrogen peroxide biosynthetic process,M100000,1,0
0,1,0,0,0,0,0,-3.4,0,0,0,0,GO:0090407,organophosphate biosynthetic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0018209,peptidyl-serine modification,M000010,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0032703,negative regulation of interleukin-2 production,M001000,1,0
0,0,1,0,0,0,0,0,-4,0,0,0,GO:0014074,response to purine-containing compound,M001000,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0002675,positive regulation of acute inflammatory response,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-4.4,0,GO:0007018,microtubule-based movement,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,R-HSA-9619483,Activation of AMPK downstream of NMDARs,M000010,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:1900101,regulation of endoplasmic reticulum unfolded protein response,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.1,GO:0046637,regulation of alpha-beta T cell differentiation,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-3,0,GO:1905145,cellular response to acetylcholine,M000010,1,0
0,0,0,1,0,0,0,0,0,-3.1,0,0,GO:0010453,regulation of cell fate commitment,M000100,1,0
1,0,0,0,0,0,-5.7,0,0,0,0,0,GO:0060397,growth hormone receptor signaling pathway via JAK-STAT,M100000,1,0
1,0,0,0,0,0,-5.2,0,0,0,0,0,M22007,BIOCARTA PCAF PATHWAY,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,R-HSA-8852135,Protein ubiquitination,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,GO:0030641,regulation of cellular pH,M000001,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,M010000,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0042304,regulation of fatty acid biosynthetic process,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.3,0,0,GO:0048592,eye morphogenesis,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,R-HSA-76009,Platelet Aggregation (Plug Formation),M000001,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,GO:0051917,regulation of fibrinolysis,M010000,1,0
