_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,0,0,0,0,-2.3,-7.2,0,0,0,0,TRR00117,M110000,2,0,TRRUST,34,Regulated by: CIITA,,-7.2,20,11,30293,36,300,7,2.3,0.87,3105|3106|3107|3134|3135|3659|3660,HLA-A|HLA-B|HLA-C|HLA-F|HLA-G|IRF1|IRF2,-5.5,0
1,0,0,0,0,0,-6.6,0,0,0,0,0,TRR00342,M100000,1,0,TRRUST,34,Regulated by: FOS,,-6.6,13,9.3,30293,64,300,8,2.7,0.93,355|3552|3576|4318|4790|5743|7157|8767,FAS|IL1A|CXCL8|MMP9|NFKB1|PTGS2|TP53|RIPK2,-5,0
1,0,0,0,0,0,-6.1,0,0,0,0,0,TRR00474,M100000,1,0,TRRUST,34,Regulated by: HDAC9,,-6.1,28,11,30293,18,300,5,1.7,0.74,4790|5970|7157|8795|8837,NFKB1|RELA|TP53|TNFRSF10B|CFLAR,-4.6,0
0,0,1,0,0,0,0,0,-6.1,0,0,0,TRR01236,M001000,1,0,TRRUST,34,Regulated by: SMAD4,,-6.1,18,10,30293,33,300,6,2,0.81,1030|3371|4092|6498|7040|10272,CDKN2B|TNC|SMAD7|SKIL|TGFB1|FSTL3,-4.5,0
1,0,0,0,0,0,-6,0,0,0,0,0,TRR01062,M100000,1,0,TRRUST,34,Regulated by: PPARG,,-6,10,8.3,30293,78,300,8,2.7,0.93,1622|3383|4318|4982|5743|7157|8837|9308,DBI|ICAM1|MMP9|TNFRSF11B|PTGS2|TP53|CFLAR|CD83,-4.4,0
1,1,0,0,0,0,-5.8,-4.2,0,0,0,0,TRR01419,M110000,2,0,TRRUST,34,Regulated by: TP53,,-5.8,6.3,7.1,30293,176,300,11,3.7,1.1,355|1969|2247|3732|4790|5366|5970|6772|7157|8795|10950,FAS|EPHA2|FGF2|CD82|NFKB1|PMAIP1|RELA|STAT1|TP53|TNFRSF10B|BTG3,-4.3,0
0,1,0,0,0,0,0,-5.7,0,0,0,0,TRR00780,M010000,1,0,TRRUST,34,Regulated by: MYC,,-5.7,8.1,7.5,30293,112,300,9,3,0.98,3105|3106|3107|3133|3134|3135|3569|7037|11200,HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G|IL6|TFRC|CHEK2,-4.2,0
0,1,0,0,0,0,0,-5.4,0,0,0,0,TRR01264,M010000,1,0,TRRUST,34,Regulated by: SPI1,,-5.4,11,8,30293,65,300,7,2.3,0.87,958|1435|1513|1520|3437|3553|64167,CD40|CSF1|CTSK|CTSS|IFIT3|IL1B|ERAP2,-4,0
1,1,0,0,0,0,-5.2,-2.6,0,0,0,0,TRR01157,M110000,2,0,TRRUST,34,Regulated by: REL,,-5.2,19,9.2,30293,27,300,5,1.7,0.74,330|3383|6347|6352|7128,BIRC3|ICAM1|CCL2|CCL5|TNFAIP3,-3.8,0
1,1,0,0,0,0,-5.1,-2.5,0,0,0,0,TRR00253,M110000,2,0,TRRUST,34,Regulated by: EGR1,,-5.1,8.1,7.1,30293,100,300,8,2.7,0.93,43|355|2247|3576|4790|5743|7157|7980,ACHE|FAS|FGF2|CXCL8|NFKB1|PTGS2|TP53|TFPI2,-3.7,0
0,1,0,0,0,0,0,-5.1,0,0,0,0,TRR00781,M010000,1,0,TRRUST,34,Regulated by: MYCN,,-5.1,13,8.1,30293,48,300,6,2,0.81,3105|3106|3107|3133|3134|3135,HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G,-3.7,0
1,0,0,0,0,0,-5,0,0,0,0,0,TRR00029,M100000,1,0,TRRUST,34,Regulated by: ATM,,-5,17,8.8,30293,29,300,5,1.7,0.74,355|5366|8795|8837|200558,FAS|PMAIP1|TNFRSF10B|CFLAR|APLF,-3.7,0
1,0,0,0,0,0,-5,0,0,0,0,0,TRR01225,M100000,1,0,TRRUST,34,Regulated by: SIRT1,,-5,12,7.8,30293,51,300,6,2,0.81,3383|4318|6464|7157|8795|8837,ICAM1|MMP9|SHC1|TP53|TNFRSF10B|CFLAR,-3.6,0
1,0,0,0,0,0,-4.7,0,0,0,0,0,TRR00262,M100000,1,0,TRRUST,34,Regulated by: ELF4,,-4.7,50,12,30293,6,300,3,1,0.57,3576|4318|7157,CXCL8|MMP9|TP53,-3.4,0
1,0,0,0,0,0,-4.6,0,0,0,0,0,TRR00025,M100000,1,0,TRRUST,34,Regulated by: ATF4,,-4.6,14,7.9,30293,35,300,5,1.7,0.74,1051|3576|5743|6347|8795,CEBPB|CXCL8|PTGS2|CCL2|TNFRSF10B,-3.3,0
1,0,0,0,0,0,-4.5,0,0,0,0,0,TRR00595,M100000,1,0,TRRUST,34,Regulated by: IKBKB,,-4.5,43,11,30293,7,300,3,1,0.57,3576|4318|7157,CXCL8|MMP9|TP53,-3.2,0
1,0,0,0,0,0,-4.3,0,0,0,0,0,TRR00010,M100000,1,0,TRRUST,34,Regulated by: APEX1,,-4.3,38,10,30293,8,300,3,1,0.57,4790|5970|6347,NFKB1|RELA|CCL2,-3,0
0,1,0,0,0,0,0,-4.1,0,0,0,0,TRR01047,M010000,1,0,TRRUST,34,Regulated by: PML,,-4.1,18,7.9,30293,23,300,4,1.3,0.66,1956|5371|7318|8743,EGFR|PML|UBA7|TNFSF10,-2.9,0
0,0,0,1,0,0,0,0,0,-4,0,0,TRR00233,M000100,1,0,TRRUST,34,Regulated by: E2F4,,-4,16,7.6,30293,25,297,4,1.3,0.67,5347|9212|9768|55388,PLK1|AURKB|PCLAF|MCM10,-2.8,0
0,0,0,0,0,1,0,0,0,0,0,-4,TRR01270,M000001,1,0,TRRUST,34,Regulated by: SRF,,-4,16,7.6,30293,25,300,4,1.3,0.66,1756|4008|6876|10398,DMD|LMO7|TAGLN|MYL9,-2.8,0
0,1,0,0,0,0,0,-4,0,0,0,0,TRR00610,M010000,1,0,TRRUST,34,Regulated by: IRF9,,-4,30,9.3,30293,10,300,3,1,0.57,3437|5371|6672,IFIT3|PML|SP100,-2.8,0
0,0,0,0,1,0,0,0,0,0,-3.8,0,TRR01068,M000010,1,0,TRRUST,34,Regulated by: PROX1,,-3.8,28,8.8,30293,11,299,3,1,0.58,1027|1028|7291,CDKN1B|CDKN1C|TWIST1,-2.7,0
0,0,0,1,0,0,0,0,0,-3.8,0,0,TRR01029,M000100,1,0,TRRUST,34,Regulated by: PGR,,-3.8,15,7.1,30293,28,297,4,1.3,0.67,1869|3484|3818|9429,E2F1|IGFBP1|KLKB1|ABCG2,-2.7,0
1,1,0,0,0,0,-3.8,-2.6,0,0,0,0,TRR00130,M110000,2,0,TRRUST,34,Regulated by: CREBBP,,-3.8,14,7.1,30293,28,300,4,1.3,0.66,5705|5743|7157|8767,PSMC5|PTGS2|TP53|RIPK2,-2.7,0
1,1,0,0,0,0,-3.7,-3.7,0,0,0,0,TRR01276,M110000,2,0,TRRUST,34,Regulated by: STAT2,,-3.7,25,8.4,30293,12,300,3,1,0.57,5743|6347|6772,PTGS2|CCL2|STAT1,-2.6,0
0,1,0,0,0,0,0,-3.6,0,0,0,0,TRR00129,M010000,1,0,TRRUST,34,Regulated by: CREB5,,-3.6,23,8,30293,13,300,3,1,0.57,629|3959|4599,CFB|LGALS3BP|MX1,-2.5,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,TRR00901,M100000,1,0,TRRUST,34,Regulated by: NR1I2,,-3.5,12,6.5,30293,33,300,4,1.3,0.66,4790|5970|6347|8061,NFKB1|RELA|CCL2|FOSL1,-2.4,0
0,1,0,0,0,0,0,-3.5,0,0,0,0,TRR00075,M010000,1,0,TRRUST,34,Regulated by: BRCA1,,-3.5,8.4,5.7,30293,60,300,5,1.7,0.74,1956|2919|3665|8626|10379,EGFR|CXCL1|IRF7|TP63|IRF9,-2.4,0
1,0,0,1,0,0,-3.4,0,0,-2.3,0,0,TRR00281,M100100,2,0,TRRUST,34,Regulated by: ETS2,,-3.4,12,6.2,30293,35,300,4,1.3,0.66,3383|3576|4318|7157,ICAM1|CXCL8|MMP9|TP53,-2.4,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,TRR00506,M100000,1,0,TRRUST,34,Regulated by: HOXA10,,-3.4,20,7.4,30293,15,300,3,1,0.57,687|3600|7157,KLF9|IL15|TP53,-2.3,0
0,1,0,0,0,0,0,-3.4,0,0,0,0,TRR00604,M010000,1,0,TRRUST,34,Regulated by: IRF3,,-3.4,20,7.4,30293,15,300,3,1,0.57,3627|3665|7098,CXCL10|IRF7|TLR3,-2.3,0
1,1,0,0,0,0,-3.4,-3.4,0,0,0,0,TRR00270,M110000,2,0,TRRUST,34,Regulated by: EP300,,-3.4,8,5.6,30293,63,300,5,1.7,0.74,3576|4318|4790|5743|5970,CXCL8|MMP9|NFKB1|PTGS2|RELA,-2.3,0
0,0,0,1,0,0,0,0,0,-3.3,0,0,TRR01150,M000100,1,0,TRRUST,34,Regulated by: RB1,,-3.3,11,6.1,30293,37,297,4,1.3,0.67,983|999|1869|26959,CDK1|CDH1|E2F1|HBP1,-2.3,0
0,1,0,0,0,0,0,-3.3,0,0,0,0,TRR01548,M010000,1,0,TRRUST,34,Regulated by: YY1,,-3.3,6.1,5.1,30293,99,300,6,2,0.81,623|1956|3553|3665|4047|7037,BDKRB1|EGFR|IL1B|IRF7|LSS|TFRC,-2.3,0
0,0,1,0,0,0,0,0,-3.3,0,0,0,TRR01235,M001000,1,0,TRRUST,34,Regulated by: SMAD3,,-3.3,11,6,30293,37,300,4,1.3,0.66,3371|4092|7040|10272,TNC|SMAD7|TGFB1|FSTL3,-2.3,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,TRR00024,M100000,1,0,TRRUST,34,Regulated by: ATF3,,-3.3,19,7.2,30293,16,300,3,1,0.57,3732|6352|7157,CD82|CCL5|TP53,-2.3,0
0,1,0,1,0,0,0,-3.2,0,-2.5,0,0,TRR00230,M010100,2,0,TRRUST,34,Regulated by: E2F1,,-3.2,4.9,4.7,30293,144,300,7,2.3,0.87,231|840|1786|3553|4217|7098|11200,AKR1B1|CASP7|DNMT1|IL1B|MAP3K5|TLR3|CHEK2,-2.2,0
1,0,0,0,0,1,-2.1,0,0,0,0,-3.2,TRR01282,M100001,2,0,TRRUST,34,Regulated by: STAT6,,-3.2,10,5.8,30293,40,300,4,1.3,0.66,387|1277|1278|2354,RHOA|COL1A1|COL1A2|FOSB,-2.2,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,TRR00601,M100000,1,0,TRRUST,34,Regulated by: ING4,,-3.2,17,6.7,30293,18,300,3,1,0.57,3576|5743|7157,CXCL8|PTGS2|TP53,-2.2,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,TRR01051,M010000,1,0,TRRUST,34,Regulated by: POU2F1,,-3.1,9.6,5.6,30293,42,300,4,1.3,0.66,231|623|6385|7412,AKR1B1|BDKRB1|SDC4|VCAM1,-2.1,0
0,1,0,0,0,0,0,-3,0,0,0,0,TRR00111,M010000,1,0,TRRUST,34,Regulated by: CEBPD,,-3,15,6.3,30293,20,300,3,1,0.57,718|2919|6364,C3|CXCL1|CCL20,-2.1,0
1,0,0,0,0,0,-3,0,0,0,0,0,TRR00421,M100000,1,0,TRRUST,34,Regulated by: GLI1,,-3,15,6.3,30293,20,300,3,1,0.57,355|8795|79365,FAS|TNFRSF10B|BHLHE41,-2.1,0
1,0,0,0,0,0,-3,0,0,0,0,0,TRR00422,M100000,1,0,TRRUST,34,Regulated by: GLI2,,-3,15,6.3,30293,20,300,3,1,0.57,355|8795|79365,FAS|TNFRSF10B|BHLHE41,-2.1,0
1,1,0,0,0,0,-3,-3,0,0,0,0,TRR01538,M110000,2,0,TRRUST,34,Regulated by: XBP1,,-3,14,6.2,30293,21,300,3,1,0.57,2081|3576|6347,ERN1|CXCL8|CCL2,-2,0
1,1,0,0,0,0,-2.9,-2.1,0,0,0,0,TRR01400,M110000,2,0,TRRUST,34,Regulated by: TFAP2A,,-2.9,6.3,4.8,30293,80,300,5,1.7,0.74,43|355|3732|4318|5743,ACHE|FAS|CD82|MMP9|PTGS2,-2,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,TRR00881,M000010,1,0,TRRUST,34,Regulated by: NFYA,,-2.8,13,5.7,30293,24,299,3,1,0.58,1027|3214|4968,CDKN1B|HOXB4|OGG1,-1.9,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,TRR00676,M100000,1,0,TRRUST,34,Regulated by: KLF6,,-2.8,13,5.7,30293,24,300,3,1,0.57,4318|5366|7980,MMP9|PMAIP1|TFPI2,-1.9,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,TRR00275,M100000,1,0,TRRUST,34,Regulated by: ESR1,,-2.7,5.7,4.5,30293,88,300,5,1.7,0.74,1051|4277|4779|5366|7157,CEBPB|MICB|NFE2L1|PMAIP1|TP53,-1.8,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,TRR01438,M001000,1,0,TRRUST,34,Regulated by: TWIST2,,-2.7,12,5.4,30293,26,300,3,1,0.57,1503|2335|3688,CTPS1|FN1|ITGB1,-1.8,0
0,1,0,0,0,0,0,-2.6,0,0,0,0,TRR00365,M010000,1,0,TRRUST,34,Regulated by: FOXO1,,-2.6,11,5.2,30293,28,300,3,1,0.57,231|3569|8743,AKR1B1|IL6|TNFSF10,-1.7,0
0,1,0,0,0,0,0,-2.6,0,0,0,0,TRR00470,M010000,1,0,TRRUST,34,Regulated by: HDAC3,,-2.6,11,5.2,30293,28,300,3,1,0.57,1956|3965|4047,EGFR|LGALS9|LSS,-1.7,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,TRR00274,M100000,1,0,TRRUST,34,Regulated by: ERG,,-2.5,10,5,30293,30,300,3,1,0.57,2247|3383|3576,FGF2|ICAM1|CXCL8,-1.7,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,TRR00872,M100000,1,0,TRRUST,34,Regulated by: NFIC,,-2.5,10,5,30293,30,300,3,1,0.57,211|6347|7980,ALAS1|CCL2|TFPI2,-1.7,0
1,1,0,0,0,0,-2.4,-2.4,0,0,0,0,TRR00125,M110000,2,0,TRRUST,34,Regulated by: CREB1,,-2.4,4.8,3.9,30293,105,300,5,1.7,0.74,4779|5743|6352|8767|27173,NFE2L1|PTGS2|CCL5|RIPK2|SLC39A1,-1.6,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,TRR00198,M100000,1,0,TRRUST,34,Regulated by: DNMT1,,-2.3,8.9,4.6,30293,34,300,3,1,0.57,7157|8795|9235,TP53|TNFRSF10B|IL32,-1.5,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,TRR00469,M010000,1,0,TRRUST,34,Regulated by: HDAC2,,-2.3,8.9,4.6,30293,34,300,3,1,0.57,1786|8626|8743,DNMT1|TP63|TNFSF10,-1.5,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,TRR00705,M100000,1,0,TRRUST,34,Regulated by: LEF1,,-2.3,8.9,4.6,30293,34,300,3,1,0.57,1540|4907|6354,CYLD|NT5E|CCL7,-1.5,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,TRR00527,M100000,1,0,TRRUST,34,Regulated by: HSF1,,-2.3,8.4,4.5,30293,36,300,3,1,0.57,4277|4790|5970,MICB|NFKB1|RELA,-1.5,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,TRR00023,M100000,1,0,TRRUST,34,Regulated by: ATF2,,-2.2,8.2,4.4,30293,37,300,3,1,0.57,355|5743|5970,FAS|PTGS2|RELA,-1.5,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,TRR01437,M001000,1,0,TRRUST,34,Regulated by: TWIST1,,-2.2,8.2,4.4,30293,37,300,3,1,0.57,1503|2335|3688,CTPS1|FN1|ITGB1,-1.5,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,TRR01546,M010000,1,0,TRRUST,34,Regulated by: YBX1,,-2.2,8.2,4.4,30293,37,300,3,1,0.57,231|1956|3838,AKR1B1|EGFR|KPNA2,-1.5,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,TRR00647,M100000,1,0,TRRUST,34,Regulated by: JUND,,-2.2,8,4.3,30293,38,300,3,1,0.57,5743|6352|8061,PTGS2|CCL5|FOSL1,-1.4,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,TRR01512,M100000,1,0,TRRUST,34,Regulated by: USF1,,-2.1,5.2,3.7,30293,78,300,4,1.3,0.66,4790|5743|5970|7186,NFKB1|PTGS2|RELA|TRAF2,-1.4,0
1,1,0,0,1,0,-2.1,-2.1,0,0,-2.1,0,TRR01060,M110010,3,0,TRRUST,34,Regulated by: PPARA,,-2.1,7.2,4,30293,42,299,3,1,0.58,1374|5166|10628,CPT1A|PDK4|TXNIP,-1.3,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,TRR01259,M100000,1,0,TRRUST,34,Regulated by: SP3,,-2.1,4,3.4,30293,127,300,5,1.7,0.74,1890|4277|4790|5970|9308,TYMP|MICB|NFKB1|RELA|CD83,-1.3,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,TRR01172,M100000,1,0,TRRUST,34,Regulated by: RUNX1,,-2.1,7,4,30293,43,300,3,1,0.57,4790|5293|5970,NFKB1|PIK3CD|RELA,-1.3,0
1,0,0,0,0,0,-2,0,0,0,0,0,TRR00280,M100000,1,0,TRRUST,34,Regulated by: ETS1,,-2,4.8,3.5,30293,84,300,4,1.3,0.66,1889|4318|7157|8878,ECE1|MMP9|TP53|SQSTM1,-1.3,0
