_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,1,1,0,1,1,0,-2.4,-2.4,0,-3.3,-2.4,PGB:00067,M011011,4,0,PaGenBase,36,Cell-specific: Brain cell,,-3.3,7.6,5.4,30293,67,299,5,1.7,0.74,1946|5156|79870|81035|126393,EFNA5|PDGFRA|BAALC|COLEC12|HSPB6,-2.3,0
0,0,1,0,0,0,0,0,-3.2,0,0,0,PGB:00026,M001000,1,0,PaGenBase,36,Cell-specific: CD71+ EarlyErythroid,,-3.2,4.8,4.7,30293,146,300,7,2.3,0.87,996|7145|9645|27102|51400|80256|84164,CDC27|TNS1|MICAL2|EIF2AK1|PPME1|ATOSB|ASCC2,-2.2,0
1,0,0,0,0,0,-3.1,0,0,0,0,0,PGB:00101,M100000,1,0,PaGenBase,36,Tissue-specific: Colorectal adenocarcinoma,,-3.1,9.9,5.7,30293,41,300,4,1.3,0.66,5366|8061|8572|9603,PMAIP1|FOSL1|PDLIM4|NFE2L3,-2.2,0
0,1,0,0,0,0,0,-2.9,0,0,0,0,PGB:00086,M010000,1,0,PaGenBase,36,Cell-specific: Lymphoma burkitts Daudi,,-2.9,8.6,5.2,30293,47,300,4,1.3,0.66,3627|3669|4939|9636,CXCL10|ISG20|OAS2|ISG15,-2,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,PGB:00014,M000010,1,0,PaGenBase,36,Cell-specific: DRG,,-2.7,2.7,3.6,30293,456,299,12,4,1.1,2535|4155|5764|6256|6414|6495|7869|10003|10457|23061|23066|26050,FZD2|MBP|PTN|RXRA|SELENOP|SIX1|SEMA3B|NAALAD2|GPNMB|TBC1D9B|CAND2|SLITRK5,-1.8,0
0,1,0,0,0,0,0,-2.6,0,0,0,0,PGB:00052,M010000,1,0,PaGenBase,36,Cell-specific: HELA,,-2.6,3.8,3.8,30293,188,300,7,2.3,0.87,624|9536|55008|57169|64761|84952|159013,BDKRB2|PTGES|HERC6|ZNFX1|PARP12|CGNL1|CXorf38,-1.7,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,PGB:00073,M000010,1,0,PaGenBase,36,Tissue-specific: salivary gland,,-2.5,4.1,3.8,30293,147,299,6,2,0.81,2535|2972|4968|5802|8200|55793,FZD2|BRF1|OGG1|PTPRS|GDF5|MINDY1,-1.6,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,PGB:00019,M010000,1,0,PaGenBase,36,Cell-specific: H1-hesc,,-2.3,2.5,3.2,30293,447,300,11,3.7,1.1,196|3569|9966|23780|27233|51719|54809|55620|79875|80833|81844,AHR|IL6|TNFSF15|APOL2|SULT1C4|CAB39|SAMD9|STAP2|THSD4|APOL3|TRIM56,-1.5,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,PGB:00095,M000010,1,0,PaGenBase,36,Cell-specific: LNCAP,,-2.2,8,4.3,30293,38,299,3,1,0.58,395|10417|23052,ARHGAP6|SPON2|ENDOD1,-1.4,0
0,0,0,1,0,0,0,0,0,-2,0,0,PGB:00034,M000100,1,0,PaGenBase,36,Cell-specific: OVR278E,,-2,3.9,3.3,30293,131,297,5,1.7,0.75,1960|3818|6095|6819|57172,EGR3|KLKB1|RORA|SULT1C2|CAMK1G,-1.3,0
0,1,0,0,0,0,0,-2,0,0,0,0,PGB:00001,M010000,1,0,PaGenBase,36,Tissue-specific: liver,,-2,2,2.8,30293,692,300,14,4.7,1.2,629|718|1116|1528|1593|1956|2643|2920|6648|27233|51703|221935|259307|374882,CFB|C3|CHI3L1|CYB5A|CYP27A1|EGFR|GCH1|CXCL2|SOD2|SULT1C4|ACSL5|SDK1|IL4I1|TMEM205,-1.3,0
