_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,0,1,1,1,0,-2.1,0,0,0,-5.5,-2.9,-2.6,0,GO:0043068,positive regulation of programmed cell death,M10001110,4,0
0,0,1,0,0,1,1,1,0,0,-3.1,0,0,-3.1,-3.5,-5.1,GO:0033365,protein localization to organelle,M00100111,4,0
1,1,0,0,0,1,1,0,-2.7,-2.1,0,0,0,-3,-2.7,0,GO:0043434,response to peptide hormone,M11000110,4,0
1,0,1,0,1,1,0,0,-3.9,0,-7.8,0,-4.2,-5.1,0,0,GO:0002009,morphogenesis of an epithelium,M10101100,4,0
1,0,1,0,1,1,0,0,-6.3,0,-4.8,0,-2.8,-6,0,0,GO:0071363,cellular response to growth factor stimulus,M10101100,4,0
1,0,1,0,1,1,0,0,-3.5,0,-2.7,0,-3.9,-5.2,0,0,hsa04010,MAPK signaling pathway,M10101100,4,0
0,1,1,0,1,1,0,0,0,-3.2,-4.2,0,-2.1,-3.2,0,0,GO:0048871,multicellular organismal-level homeostasis,M01101100,4,0
1,0,1,0,1,1,0,0,-2.4,0,-2.1,0,-2.3,-3.1,0,0,R-HSA-1566948,Elastic fibre formation,M10101100,4,0
0,0,0,0,1,1,1,1,0,0,0,0,-13,-2.1,-3,-2.5,GO:0030163,protein catabolic process,M00001111,4,0
0,1,1,0,1,0,1,0,0,-3.7,-4,0,-2.2,0,-3.6,0,GO:0009991,response to extracellular stimulus,M01101010,4,0
1,1,0,1,0,0,1,0,-4.4,-3.8,0,-2.5,0,0,-12,0,GO:0090407,organophosphate biosynthetic process,M11010010,4,0
1,0,1,0,1,1,0,0,-7.7,0,-5.2,0,-4.5,-7.6,0,0,GO:0007167,enzyme-linked receptor protein signaling pathway,M10101100,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.3,-7.8,-2.8,0,-3.7,GO:0042330,taxis,M00011101,4,0
1,0,1,0,1,1,0,0,-3.6,0,-6.2,0,-6.2,-5.6,0,0,GO:0048729,tissue morphogenesis,M10101100,4,0
1,1,0,1,0,0,1,0,-4,-5.8,0,-3.7,0,0,-15,0,GO:0008610,lipid biosynthetic process,M11010010,4,0
0,0,1,1,1,1,0,0,0,0,-3.3,-6.1,-2.4,-3.3,0,0,GO:0051960,regulation of nervous system development,M00111100,4,0
0,1,1,1,0,1,0,0,0,-2.4,-5.2,-3.1,0,-2.4,0,0,GO:0048568,embryonic organ development,M01110100,4,0
0,1,0,0,1,1,1,0,0,-4.4,0,0,-4.4,-3.1,-3.4,0,WP2882,Nuclear receptors meta pathway,M01001110,4,0
0,0,0,1,1,1,1,0,0,0,0,-4.6,-16,-3.2,-2.3,0,M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,M00011110,4,0
1,0,0,0,1,1,0,1,-2.3,0,0,0,-5.4,-2.4,0,-2.7,hsa04218,Cellular senescence,M10001101,4,0
1,0,1,0,1,1,0,0,-3.3,0,-2.8,0,-13,-5.5,0,0,hsa05200,Pathways in cancer,M10101100,4,0
1,0,1,0,1,1,0,0,-2.3,0,-3.1,0,-8.3,-3.5,0,0,GO:0042327,positive regulation of phosphorylation,M10101100,4,0
0,0,1,1,1,1,0,0,0,0,-3,-2.2,-3.5,-3.7,0,0,GO:0009612,response to mechanical stimulus,M00111100,4,0
0,0,1,0,1,1,0,1,0,0,-3.5,0,-5.7,-3.5,0,-2.8,WP5087,Pleural mesothelioma,M00101101,4,0
1,0,1,1,0,0,0,1,-2.2,0,-3.8,-6,0,0,0,-2,GO:0016310,phosphorylation,M10110001,4,0
1,0,0,0,1,1,1,0,-2.9,0,0,0,-5.8,-5.4,-5,0,WP3888,VEGFA VEGFR2 signaling,M10001110,4,0
0,0,1,0,0,1,1,1,0,0,-2.1,0,0,-2.1,-5.2,-9.2,GO:0006886,intracellular protein transport,M00100111,4,0
1,1,0,1,0,0,1,0,-2.9,-2.3,0,-4.6,0,0,-8.2,0,GO:0006644,phospholipid metabolic process,M11010010,4,0
1,0,1,0,1,1,0,0,-3.1,0,-2.3,0,-4.8,-4,0,0,WP4172,PI3K Akt signaling pathway,M10101100,4,0
1,0,1,0,1,1,0,0,-2,0,-3.4,0,-8.9,-3.9,0,0,GO:0001934,positive regulation of protein phosphorylation,M10101100,4,0
0,1,1,0,0,1,1,0,0,-3.2,-4.3,0,0,-3.4,-2.2,0,GO:0098657,import into cell,M01100110,4,0
1,0,1,1,0,1,0,0,-3,0,-4.1,-6.4,0,-4.6,0,0,GO:0001501,skeletal system development,M10110100,4,0
0,0,1,0,1,0,1,1,0,0,-4.3,0,-6.6,0,-2,-2.2,GO:0071396,cellular response to lipid,M00101011,4,0
1,0,1,1,1,0,0,0,-2.2,0,-4.2,-2.1,-2,0,0,0,GO:0090287,regulation of cellular response to growth factor stimulus,M10111000,4,0
0,1,0,1,1,1,0,0,0,-3.1,0,-2.2,-2.2,-5.6,0,0,GO:0007015,actin filament organization,M01011100,4,0
1,1,0,1,0,0,1,0,-2.4,-5,0,-4,0,0,-2.9,0,GO:0046486,glycerolipid metabolic process,M11010010,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.3,-7.8,-2.8,0,-3.7,GO:0006935,chemotaxis,M00011101,4,0
0,0,0,0,1,1,1,1,0,0,0,0,-3.4,-3.2,-2.8,-2.1,GO:1903829,positive regulation of protein localization,M00001111,4,0
1,0,1,0,1,1,0,0,-2.5,0,-3.7,0,-3.3,-4.3,0,0,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M10101100,4,0
0,0,1,1,1,1,0,0,0,0,-3.9,-2.1,-2.1,-4.4,0,0,GO:0061061,muscle structure development,M00111100,4,0
1,1,0,1,0,0,1,0,-2.3,-2.2,0,-5,0,0,-2.1,0,GO:0045017,glycerolipid biosynthetic process,M11010010,4,0
0,1,0,0,1,0,1,1,0,-2.5,0,0,-2.1,0,-11,-2.3,GO:0055086,nucleobase-containing small molecule metabolic process,M01001011,4,0
1,0,1,1,0,1,0,0,-2.7,0,-4.6,-2.5,0,-3.2,0,0,GO:0060485,mesenchyme development,M10110100,4,0
0,0,0,1,1,1,1,0,0,0,0,-2.6,-2,-7.2,-2.2,0,R-HSA-9012999,RHO GTPase cycle,M00011110,4,0
1,0,0,1,1,1,0,0,-3.2,0,0,-2.9,-6.5,-4.2,0,0,GO:0001944,vasculature development,M10011100,4,0
0,0,1,1,1,1,0,0,0,0,-3.3,-5.5,-2.6,-2.2,0,0,GO:0051962,positive regulation of nervous system development,M00111100,4,0
1,0,1,1,0,1,0,0,-3.1,0,-4.8,-6.7,0,-2.1,0,0,GO:0043009,chordate embryonic development,M10110100,4,0
0,0,1,1,1,1,0,0,0,0,-4,-3.5,-2.3,-2.3,0,0,GO:0030111,regulation of Wnt signaling pathway,M00111100,4,0
1,0,0,0,1,1,1,0,-2.2,0,0,0,-5.1,-3.1,-2.3,0,GO:0043065,positive regulation of apoptotic process,M10001110,4,0
1,1,0,1,0,0,1,0,-2.9,-5.5,0,-2.2,0,0,-18,0,R-HSA-556833,Metabolism of lipids,M11010010,4,0
1,1,0,0,0,0,1,1,-3.4,-4.7,0,0,0,0,-15,-2.3,GO:1901137,carbohydrate derivative biosynthetic process,M11000011,4,0
1,0,1,0,1,1,0,0,-3.5,0,-2.7,0,-5.3,-3.8,0,0,hsa04151,PI3K-Akt signaling pathway,M10101100,4,0
0,1,0,0,1,0,1,0,0,-2.1,0,0,-2,0,-3.9,0,GO:0046700,heterocycle catabolic process,M01001010,3,0
0,0,1,0,1,1,0,0,0,0,-2.5,0,-3,-9.3,0,0,GO:0007264,small GTPase-mediated signal transduction,M00101100,3,0
1,0,1,1,0,0,0,0,-2.6,0,-3,-2.5,0,0,0,0,GO:0003151,outflow tract morphogenesis,M10110000,3,0
1,0,1,1,0,0,0,0,-3.2,0,-5.5,-2.2,0,0,0,0,GO:0014020,primary neural tube formation,M10110000,3,0
0,0,1,1,0,1,0,0,0,0,-6.4,-4.2,0,-4.2,0,0,GO:0016055,Wnt signaling pathway,M00110100,3,0
0,0,1,1,0,1,0,0,0,0,-2.8,-5.5,0,-2.8,0,0,GO:0032956,regulation of actin cytoskeleton organization,M00110100,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-11,0,-4.2,-9.2,M5911,HALLMARK INTERFERON ALPHA RESPONSE,M00001011,3,0
1,1,0,0,0,0,1,0,-4.3,-9.9,0,0,0,0,-4.1,0,GO:0044282,small molecule catabolic process,M11000010,3,0
1,0,1,0,0,0,1,0,-3.1,0,-2.6,0,0,0,-2.5,0,GO:0060349,bone morphogenesis,M10100010,3,0
0,0,1,0,1,1,0,0,0,0,-2.8,0,-2.3,-3.3,0,0,GO:0050678,regulation of epithelial cell proliferation,M00101100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-47,-6.3,0,-8.4,R-HSA-1280215,Cytokine Signaling in Immune system,M00001101,3,0
1,0,0,0,1,1,0,0,-3.7,0,0,0,-3.5,-2.3,0,0,WP4674,Head and neck squamous cell carcinoma,M10001100,3,0
0,0,1,0,0,1,0,1,0,0,-2.1,0,0,-3,0,-2.4,GO:0032870,cellular response to hormone stimulus,M00100101,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.5,-4.6,-10,0,0,GO:0030036,actin cytoskeleton organization,M00011100,3,0
0,0,1,1,0,1,0,0,0,0,-11,-8.8,0,-8,0,0,GO:0120039,plasma membrane bounded cell projection morphogenesis,M00110100,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-6.3,0,-3,-2.1,M5921,HALLMARK COMPLEMENT,M00001011,3,0
0,0,0,1,1,0,0,1,0,0,0,-2,-2,0,0,-4.1,R-HSA-9824443,Parasitic Infection Pathways,M00011001,3,0
0,1,1,0,0,0,1,0,0,-3.3,-2.1,0,0,0,-2.5,0,GO:1905952,regulation of lipid localization,M01100010,3,0
1,1,0,0,1,0,0,0,-2.1,-2.2,0,0,-3,0,0,0,GO:0042060,wound healing,M11001000,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-7.3,-2.4,0,-2.6,hsa05160,Hepatitis C,M00001101,3,0
0,0,1,1,0,1,0,0,0,0,-3,-3.2,0,-5.1,0,0,GO:0044089,positive regulation of cellular component biogenesis,M00110100,3,0
0,0,1,0,1,0,1,0,0,0,-4.2,0,-2.6,0,-3.9,0,GO:0031669,cellular response to nutrient levels,M00101010,3,0
0,0,1,1,0,1,0,0,0,0,-8.8,-7.8,0,-7.5,0,0,GO:0031344,regulation of cell projection organization,M00110100,3,0
1,0,0,0,1,1,0,0,-2.3,0,0,0,-2.8,-2.9,0,0,GO:0050679,positive regulation of epithelial cell proliferation,M10001100,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-2.4,0,-5.9,-3.8,GO:0035966,response to topologically incorrect protein,M00001011,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-9.9,-2.6,0,-4.5,GO:0006954,inflammatory response,M00001101,3,0
0,0,1,0,1,0,0,1,0,0,-4.3,0,-2.3,0,0,-2.1,GO:0048511,rhythmic process,M00101001,3,0
1,0,0,0,1,1,0,0,-2.2,0,0,0,-6.2,-3.8,0,0,hsa05161,Hepatitis B,M10001100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-33,-3.8,0,-4.2,R-HSA-449147,Signaling by Interleukins,M00001101,3,0
0,0,1,0,0,1,0,1,0,0,-4.6,0,0,-2.2,0,-2.2,GO:0040008,regulation of growth,M00100101,3,0
1,0,1,0,0,1,0,0,-2.8,0,-3.6,0,0,-3.6,0,0,GO:0051216,cartilage development,M10100100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-7.6,-2.1,0,-2.3,GO:0071356,cellular response to tumor necrosis factor,M00001101,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-2.7,0,-16,-5.7,hsa04141,Protein processing in endoplasmic reticulum,M00001011,3,0
0,0,1,1,0,1,0,0,0,0,-7.1,-7.5,0,-5,0,0,GO:0007409,axonogenesis,M00110100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-12,-2.8,0,-4.9,GO:0002831,regulation of response to biotic stimulus,M00001101,3,0
0,1,1,0,0,1,0,0,0,-4.8,-3,0,0,-3.5,0,0,GO:0030855,epithelial cell differentiation,M01100100,3,0
1,0,0,0,1,1,0,0,-2.3,0,0,0,-6.1,-5.5,0,0,R-HSA-170834,Signaling by TGF-beta Receptor Complex,M10001100,3,0
0,0,1,0,1,1,0,0,0,0,-3,0,-9.5,-3.4,0,0,GO:0045937,positive regulation of phosphate metabolic process,M00101100,3,0
1,0,0,1,1,0,0,0,-4.6,0,0,-2.2,-4.2,0,0,0,GO:1902532,negative regulation of intracellular signal transduction,M10011000,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-2.3,-4.2,0,-2.2,M19118,BIOCARTA KERATINOCYTE PATHWAY,M00001101,3,0
1,1,0,0,1,0,0,0,-2.2,-3.3,0,0,-2.1,0,0,0,M2404,BIOCARTA PPARA PATHWAY,M11001000,3,0
1,1,0,0,0,0,1,0,-2.2,-7,0,0,0,0,-20,0,GO:0044283,small molecule biosynthetic process,M11000010,3,0
0,1,1,0,0,0,1,0,0,-2.2,-3.5,0,0,0,-2.6,0,GO:0061008,hepaticobiliary system development,M01100010,3,0
1,0,0,0,1,1,0,0,-2.5,0,0,0,-2.4,-5.9,0,0,hsa04012,ErbB signaling pathway,M10001100,3,0
0,1,0,0,0,1,1,0,0,-3.1,0,0,0,-5.7,-2.7,0,R-HSA-109582,Hemostasis,M01000110,3,0
0,0,1,1,1,0,0,0,0,0,-2.6,-5.4,-3.1,0,0,0,GO:0050769,positive regulation of neurogenesis,M00111000,3,0
0,1,1,0,0,1,0,0,0,-2.4,-3.1,0,0,-2.4,0,0,GO:0031099,regeneration,M01100100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-8.6,-3.6,0,-2.5,hsa05166,Human T-cell leukemia virus 1 infection,M00001101,3,0
0,0,1,1,0,1,0,0,0,0,-3.2,-3.7,0,-5.6,0,0,hsa04150,mTOR signaling pathway,M00110100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-11,-2.4,0,-5.4,GO:0050778,positive regulation of immune response,M00001101,3,0
1,0,0,0,1,1,0,0,-2,0,0,0,-3.8,-5.4,0,0,WP382,MAPK signaling pathway,M10001100,3,0
1,1,0,0,0,0,1,0,-5.1,-7.4,0,0,0,0,-3.2,0,GO:0016054,organic acid catabolic process,M11000010,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-2.4,0,-2.7,-2.2,GO:1904951,positive regulation of establishment of protein localization,M00001011,3,0
1,0,1,0,1,0,0,0,-2.7,0,-2,0,-14,0,0,0,R-HSA-9006925,Intracellular signaling by second messengers,M10101000,3,0
0,0,1,1,0,1,0,0,0,0,-3.2,-4.5,0,-3.2,0,0,GO:0050770,regulation of axonogenesis,M00110100,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-5.4,-3.9,-2.4,0,M5947,HALLMARK IL2 STAT5 SIGNALING,M00001110,3,0
1,0,1,0,1,0,0,0,-3.9,0,-4.2,0,-2,0,0,0,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M10101000,3,0
0,1,1,0,0,0,1,0,0,-3.1,-3,0,0,0,-3.7,0,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,M01100010,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.9,-15,-3.6,0,0,R-HSA-422475,Axon guidance,M00011100,3,0
0,0,0,1,1,0,0,1,0,0,0,-2.3,-4.8,0,0,-4.5,GO:0050921,positive regulation of chemotaxis,M00011001,3,0
0,0,1,1,0,1,0,0,0,0,-3.5,-4.9,0,-4.2,0,0,hsa04360,Axon guidance,M00110100,3,0
1,0,0,0,1,1,0,0,-2.5,0,0,0,-6.9,-2.8,0,0,hsa04380,Osteoclast differentiation,M10001100,3,0
1,1,0,0,0,0,1,0,-3.6,-3,0,0,0,0,-2.5,0,GO:0016042,lipid catabolic process,M11000010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-7.3,-3,0,-2.4,GO:0071675,regulation of mononuclear cell migration,M00001101,3,0
1,1,0,0,0,0,1,0,-4,-3.7,0,0,0,0,-6.8,0,M5937,HALLMARK GLYCOLYSIS,M11000010,3,0
0,1,0,0,1,0,0,1,0,-2.5,0,0,-9.4,0,0,-4.9,GO:0009617,response to bacterium,M01001001,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-9.5,-6.6,0,-3.1,hsa05163,Human cytomegalovirus infection,M00001101,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-14,-4.1,0,-2.2,hsa05010,Alzheimer disease,M00001101,3,0
1,0,1,1,0,0,0,0,-3.8,0,-5.6,-4.5,0,0,0,0,GO:0021915,neural tube development,M10110000,3,0
1,1,0,0,0,0,1,0,-2.3,-4,0,0,0,0,-8.3,0,GO:0032787,monocarboxylic acid metabolic process,M11000010,3,0
0,0,1,1,0,1,0,0,0,0,-8.4,-7.5,0,-5.6,0,0,GO:0061564,axon development,M00110100,3,0
0,0,1,0,1,1,0,0,0,0,-2.6,0,-2.2,-4.1,0,0,hsa04072,Phospholipase D signaling pathway,M00101100,3,0
1,1,0,0,0,0,1,0,-2.8,-2.5,0,0,0,0,-2.9,0,GO:0072329,monocarboxylic acid catabolic process,M11000010,3,0
1,0,0,0,1,1,0,0,-2.6,0,0,0,-3.3,-2.9,0,0,M186,PID PDGFRB PATHWAY,M10001100,3,0
0,1,0,0,1,0,0,1,0,-3.7,0,0,-7.2,0,0,-3.5,M5953,HALLMARK KRAS SIGNALING UP,M01001001,3,0
0,1,0,0,0,0,1,1,0,-3.4,0,0,0,0,-6.4,-3.2,GO:0043413,macromolecule glycosylation,M01000011,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-5.6,0,-2.5,-2.7,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",M00001011,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-6.2,-7,0,-2.3,hsa05131,Shigellosis,M00001101,3,0
1,0,0,0,1,1,0,0,-2.3,0,0,0,-5.5,-4,0,0,WP4666,Hepatitis B infection,M10001100,3,0
1,0,0,0,1,1,0,0,-3.1,0,0,0,-7,-5.3,0,0,hsa04933,AGE-RAGE signaling pathway in diabetic complications,M10001100,3,0
0,0,0,1,1,1,0,0,0,0,0,-4.5,-2.1,-4.7,0,0,hsa04390,Hippo signaling pathway,M00011100,3,0
0,1,1,0,0,0,1,0,0,-3.6,-3.5,0,0,0,-2.7,0,GO:0062012,regulation of small molecule metabolic process,M01100010,3,0
1,0,0,0,1,0,1,0,-3.2,0,0,0,-2.4,0,-2.5,0,GO:0031329,regulation of cellular catabolic process,M10001010,3,0
1,0,0,0,1,1,0,0,-2.9,0,0,0,-2.7,-2.4,0,0,R-HSA-199418,Negative regulation of the PI3K/AKT network,M10001100,3,0
0,1,0,0,0,0,1,1,0,-3.1,0,0,0,0,-6.8,-3,GO:0070085,glycosylation,M01000011,3,0
1,0,0,0,1,1,0,0,-2.4,0,0,0,-11,-2,0,0,WP231,TNF alpha signaling pathway,M10001100,3,0
0,1,0,0,1,0,1,0,0,-6.7,0,0,-7.7,0,-4.1,0,R-HSA-382551,Transport of small molecules,M01001010,3,0
1,0,1,0,0,1,0,0,-2.6,0,-2.3,0,0,-3.4,0,0,R-HSA-2129379,Molecules associated with elastic fibres,M10100100,3,0
0,0,1,1,0,1,0,0,0,0,-7.5,-2.7,0,-4.2,0,0,GO:0007411,axon guidance,M00110100,3,0
1,0,1,0,0,1,0,0,-2.5,0,-6.9,0,0,-2.5,0,0,GO:0007507,heart development,M10100100,3,0
1,0,0,0,1,1,0,0,-2.8,0,0,0,-6.1,-2.1,0,0,GO:0033674,positive regulation of kinase activity,M10001100,3,0
1,1,0,0,0,0,1,0,-3,-3,0,0,0,0,-2.4,0,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,M11000010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-7.8,-3.7,0,-4,hsa05417,Lipid and atherosclerosis,M00001101,3,0
0,0,1,1,0,1,0,0,0,0,-6.4,-4.2,0,-4.2,0,0,GO:0198738,cell-cell signaling by wnt,M00110100,3,0
0,0,1,0,0,1,0,1,0,0,-4.9,0,0,-3.4,0,-2.3,GO:0034504,protein localization to nucleus,M00100101,3,0
1,0,0,0,1,1,0,0,-2.2,0,0,0,-2.1,-2.8,0,0,GO:0002011,morphogenesis of an epithelial sheet,M10001100,3,0
0,1,0,0,0,1,1,0,0,-3.9,0,0,0,-2.3,-4.5,0,GO:0046903,secretion,M01000110,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-8.3,-2.1,-2.4,0,GO:0042176,regulation of protein catabolic process,M00001110,3,0
0,0,0,1,1,0,1,0,0,0,0,-2.1,-2.1,0,-2.2,0,GO:0009266,response to temperature stimulus,M00011010,3,0
0,0,1,1,0,1,0,0,0,0,-4.2,-2,0,-3.3,0,0,GO:0032526,response to retinoic acid,M00110100,3,0
0,0,1,0,1,1,0,0,0,0,-3.6,0,-2.3,-2.4,0,0,GO:0060828,regulation of canonical Wnt signaling pathway,M00101100,3,0
0,0,1,1,0,1,0,0,0,0,-2.4,-3,0,-6.7,0,0,GO:0048880,sensory system development,M00110100,3,0
0,0,1,1,0,1,0,0,0,0,-3.7,-7.2,0,-3.7,0,0,GO:0051129,negative regulation of cellular component organization,M00110100,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-5.4,0,-38,-2.8,M5924,HALLMARK MTORC1 SIGNALING,M00001011,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-3.4,0,-2.9,-2.4,hsa04612,Antigen processing and presentation,M00001011,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.4,-3.3,-4.5,0,0,GO:1901699,cellular response to nitrogen compound,M00011100,3,0
0,0,1,1,0,1,0,0,0,0,-10,-8.9,0,-7.4,0,0,GO:0048812,neuron projection morphogenesis,M00110100,3,0
0,0,0,0,0,1,1,1,0,0,0,0,0,-2.7,-4,-2,GO:0032940,secretion by cell,M00000111,3,0
1,0,0,0,1,1,0,0,-2.2,0,0,0,-17,-3.9,0,0,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M10001100,3,0
0,0,1,1,0,1,0,0,0,0,-11,-7.6,0,-8.6,0,0,GO:0031175,neuron projection development,M00110100,3,0
0,0,1,0,1,0,1,0,0,0,-3.7,0,-3,0,-3.4,0,GO:0031668,cellular response to extracellular stimulus,M00101010,3,0
0,0,1,0,1,1,0,0,0,0,-2.3,0,-3.4,-3.7,0,0,GO:0098609,cell-cell adhesion,M00101100,3,0
0,0,0,1,0,1,1,0,0,0,0,-4.1,0,-4.9,-2,0,GO:0072657,protein localization to membrane,M00010110,3,0
0,0,0,1,1,1,0,0,0,0,0,-3.1,-2.3,-3.4,0,0,hsa04550,Signaling pathways regulating pluripotency of stem cells,M00011100,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-16,0,-2.4,-5.2,GO:0071345,cellular response to cytokine stimulus,M00001011,3,0
0,1,0,0,1,1,0,0,0,-4.6,0,0,-4.6,-3.5,0,0,M5885,NABA MATRISOME ASSOCIATED,M01001100,3,0
1,0,1,1,0,0,0,0,-3.3,0,-5.7,-2.3,0,0,0,0,GO:0060606,tube closure,M10110000,3,0
0,0,1,1,0,1,0,0,0,0,-5.6,-2.6,0,-2.2,0,0,GO:0030278,regulation of ossification,M00110100,3,0
1,0,0,0,1,1,0,0,-3.1,0,0,0,-2.9,-2.6,0,0,WP4816,TGF beta receptor signaling in skeletal dysplasias,M10001100,3,0
